Time,EcoName,ActiveCount,AvgLiveB,AvgAG_NPP,AvgLitterB,AvgDefoliation,
1, 2, 10512, 14783.8351407915, 574.74874819129, 277.370624048706, 0, 
1, 3, 6756, 15058.7788632327, 581.352625306811, 280.881734754292, 0, 
1, 4, 22531, 15589.8214016244, 590.383747126402, 280.138120811327, 0, 
1, 5, 21273, 15487.9889531331, 588.387640896612, 275.732853852301, 0, 
1, 7, 51231, 16070.4718627394, 607.944370622187, 277.76748453085, 0, 
1, 8, 136297, 15484.2245904165, 586.28362357712, 270.995729913351, 0, 
1, 11, 115650, 15218.9465629053, 570.013310607358, 259.197717250324, 0, 
1, 12, 55809, 15819.1750792883, 588.994379341828, 267.049006432654, 0, 
1, 14, 1269169, 15284.4965619236, 579.64956856506, 257.260283697443, 0, 
1, 17, 931229, 15503.7404719999, 591.721415172699, 252.031024592232, 0, 
1, 20, 740833, 14730.6855175188, 559.887654681986, 240.403297369313, 0, 
1, 24, 31026, 8316.19200025785, 348.946202147005, 152.424321536776, 0, 
1, 25, 55690, 8243.25570120309, 318.429159372624, 153.217938588616, 0, 
1, 26, 5094, 8551.31880643895, 340.991718330762, 156.504318806439, 0, 
1, 27, 26357, 8374.79523466252, 271.035684280327, 144.117008764275, 0, 
1, 28, 7166, 9115.72425341892, 238.220422147105, 149.801283840357, 0, 
1, 31, 4108, 9050.91285296982, 278.703884864861, 176.421372930867, 0, 
1, 33, 55919, 15668.4549079919, 598.633970903069, 278.386684311236, 0, 
1, 35, 3291, 13756.161956852, 535.719309268547, 252.391066545123, 0, 
1, 36, 1891, 13778.9153886832, 533.450021203276, 251.668958223162, 0, 
1, 37, 78234, 15273.7600787381, 577.576900445529, 266.386954521052, 0, 
1, 38, 36436, 15526.7754967614, 589.581775397941, 278.269211768581, 0, 
1, 40, 52088, 15352.6926739364, 588.723467985757, 271.019025495316, 0, 
1, 45, 46044, 16707.0901963339, 618.79611530393, 271.572973677352, 0, 
1, 52, 179922, 7885.55803070219, 346.668842768077, 137.717544269183, 0, 
1, 53, 78866, 8062.08638703624, 342.9820874693, 148.687710800599, 0, 
1, 62, 8624, 14878.9381957328, 572.289804874021, 271.298469387755, 0, 
1, 65, 12462, 8778.99679024234, 284.292630574859, 164.210560102712, 0, 
1, 79, 32523, 16818.8052455186, 618.550754546868, 271.035267349261, 0, 
1, 80, 42117, 16459.6014198542, 599.673978485133, 268.443075242776, 0, 
1, 88, 5372, 8616.35014892033, 319.911683886782, 149.134586746091, 0, 
2, 2, 10512, 14854.5637366819, 541.076002807639, 272.224790715373, 0, 
2, 3, 6756, 15132.5048845471, 548.705679402767, 275.978241563055, 0, 
2, 4, 22531, 15670.7484798722, 560.244498901488, 275.432870267631, 0, 
2, 5, 21273, 15577.2008179382, 563.132760426633, 271.98711982325, 0, 
2, 7, 51231, 16167.2044270071, 583.672169724687, 273.803536921005, 0, 
2, 8, 136297, 15586.9254422328, 566.766824884298, 268.185690073883, 0, 
2, 11, 115650, 15315.6841763943, 552.613925591307, 256.703839169909, 0, 
2, 12, 55809, 15916.8357254206, 569.854170224783, 264.165027146159, 0, 
2, 14, 1269169, 15378.9788798812, 561.789933761005, 254.587419799885, 0, 
2, 17, 931229, 15596.9644663128, 571.254975912129, 248.814662129294, 0, 
2, 20, 740833, 14825.065090243, 544.20949362268, 237.309681129215, 0, 
2, 24, 31026, 8379.09401792045, 337.721875075513, 154.582060207568, 0, 
2, 25, 55690, 8266.55266654696, 303.962002325509, 151.83128030167, 0, 
2, 26, 5094, 8589.90950137417, 328.670875989911, 157.08696505693, 0, 
2, 27, 26357, 8332.66073528854, 258.921470698341, 140.621277080093, 0, 
2, 28, 7166, 9018.40859614848, 224.155492076802, 141.588612894223, 0, 
2, 31, 4108, 8968.09931840312, 251.792931521884, 167.122444011685, 0, 
2, 33, 55919, 15763.0163093045, 574.253950200032, 274.676871904004, 0, 
2, 35, 3291, 13822.2026739593, 516.866737276986, 249.799756912792, 0, 
2, 36, 1891, 13857.5663670016, 512.390355603767, 248.9058699101, 0, 
2, 37, 78234, 15370.3908402996, 558.009468828621, 263.523506403865, 0, 
2, 38, 36436, 15614.4687671534, 562.899358337522, 274.161214183774, 0, 
2, 40, 52088, 15446.377265397, 565.937764182238, 267.536457533405, 0, 
2, 45, 46044, 16803.6874511337, 600.497740629573, 268.725740595952, 0, 
