Time,EcoName,ActiveCount,AvgLiveB,AvgAG_NPP,AvgLitterB,AvgDefoliation,
1, 2, 10512, 14775.7356354642, 566.496811583718, 275.714136225266, 0, 
1, 3, 6756, 15051.2640615749, 573.059751569047, 279.202486678508, 0, 
1, 4, 22531, 15579.385246993, 579.500949156895, 277.960765167991, 0, 
1, 5, 21273, 15473.7046490857, 573.392473745767, 272.717529262445, 0, 
1, 7, 51231, 16057.2740918584, 594.25681521109, 275.074349514942, 0, 
1, 8, 136297, 15470.7768109349, 573.130397037137, 268.414198404954, 0, 
1, 11, 115650, 15209.4482490272, 560.939639256601, 257.419619541721, 0, 
1, 12, 55809, 15808.7333405006, 578.864209591141, 265.122005411314, 0, 
1, 14, 1269169, 15273.2580838328, 568.060005101501, 255.039271365752, 0, 
1, 17, 931229, 15496.2480152573, 584.360230427895, 250.537400574939, 0, 
1, 20, 740833, 14724.2189683775, 553.368604596873, 239.098250212936, 0, 
1, 24, 31026, 8306.08657255205, 337.502088627368, 149.918519951009, 0, 
1, 25, 55690, 8225.05480337583, 296.322657163327, 148.211923145987, 0, 
1, 26, 5094, 8537.40596780526, 324.385447776012, 152.805064782097, 0, 
1, 27, 26357, 8349.28189854687, 241.581825454405, 137.480783093675, 0, 
1, 28, 7166, 9081.26151269885, 196.43907682974, 140.231789003628, 0, 
1, 31, 4108, 9043.73855890944, 270.008505360593, 174.493914313535, 0, 
1, 33, 55919, 15653.8740857311, 583.499258558434, 275.45260108371, 0, 
1, 35, 3291, 13750.7438468551, 529.287170394462, 251.034943786083, 0, 
1, 36, 1891, 13765.2659968271, 520.506041150829, 249.030671602327, 0, 
1, 37, 78234, 15261.2928010839, 564.502928913357, 263.851445663011, 0, 
1, 38, 36436, 15511.6608299484, 573.910827290797, 275.157262048523, 0, 
1, 40, 52088, 15338.9942213178, 573.950685435877, 268.120488404239, 0, 
1, 45, 46044, 16701.5282555816, 613.128826125413, 270.476674485275, 0, 
1, 52, 179922, 7881.63129578373, 342.892861804402, 136.950623047765, 0, 
1, 53, 78866, 8051.63789212081, 331.136667918385, 146.073022595288, 0, 
1, 62, 8624, 14868.8947124304, 561.109679962655, 268.895292207792, 0, 
1, 65, 12462, 8769.07534906115, 272.479509876777, 161.396084095651, 0, 
1, 79, 32523, 16815.1121360268, 614.606531535657, 270.22205823571, 0, 
1, 80, 42117, 16452.5351995631, 593.042309079147, 267.17152218819, 0, 
1, 88, 5372, 8607.03499627699, 309.002577018377, 146.599962769918, 0, 
2, 2, 10512, 14894.5757229833, 600.322386297426, 282.913242009132, 0, 
2, 3, 6756, 15172.4930432208, 605.923853454041, 286.193753700414, 0, 
2, 4, 22531, 15703.1502374506, 609.882787739402, 283.879676889619, 0, 
2, 5, 21273, 15595.8957363794, 600.678421691906, 277.516335260659, 0, 
2, 7, 51231, 16181.7343600554, 616.221879659381, 278.551404423103, 0, 
2, 8, 136297, 15598.4994827472, 595.255439384168, 272.165498873783, 0, 
