"class","npixels","year","areaHa","scenario","rep"
"0",5395484,2010,485593.56,"Current","Rep2"
"1",1670979,2010,150388.11,"Current","Rep2"
"2",174929,2010,15743.61,"Current","Rep2"
"3",566024,2010,50942.16,"Current","Rep2"
"4",114429,2010,10298.61,"Current","Rep2"
"5",102416,2010,9217.44,"Current","Rep2"
"6",250973,2010,22587.57,"Current","Rep2"
"7",66145,2010,5953.05,"Current","Rep2"
"8",151671,2010,13650.39,"Current","Rep2"
"9",360257,2010,32423.13,"Current","Rep2"
"10",42793,2010,3851.37,"Current","Rep2"
"11",338634,2010,30477.06,"Current","Rep2"
"12",279770,2010,25179.3,"Current","Rep2"
"13",5500,2010,495,"Current","Rep2"
"0",5395484,2011,485593.56,"Current","Rep2"
"1",1674981,2011,150748.29,"Current","Rep2"
"2",173555,2011,15619.95,"Current","Rep2"
"3",569864,2011,51287.76,"Current","Rep2"
"4",111836,2011,10065.24,"Current","Rep2"
"5",102084,2011,9187.56,"Current","Rep2"
"6",252343,2011,22710.87,"Current","Rep2"
"7",66157,2011,5954.13,"Current","Rep2"
"8",151613,2011,13645.17,"Current","Rep2"
"9",357246,2011,32152.14,"Current","Rep2"
"10",42482,2011,3823.38,"Current","Rep2"
"11",337079,2011,30337.11,"Current","Rep2"
"12",279780,2011,25180.2,"Current","Rep2"
"13",5500,2011,495,"Current","Rep2"
"0",5395484,2012,485593.56,"Current","Rep2"
"1",1676354,2012,150871.86,"Current","Rep2"
"2",173349,2012,15601.41,"Current","Rep2"
"3",570558,2012,51350.22,"Current","Rep2"
"4",109474,2012,9852.66,"Current","Rep2"
"5",102174,2012,9195.66,"Current","Rep2"
"6",254459,2012,22901.31,"Current","Rep2"
"7",66174,2012,5955.66,"Current","Rep2"
"8",152979,2012,13768.11,"Current","Rep2"
"9",355563,2012,32000.67,"Current","Rep2"
"10",41351,2012,3721.59,"Current","Rep2"
"11",336769,2012,30309.21,"Current","Rep2"
"12",279816,2012,25183.44,"Current","Rep2"
"13",5500,2012,495,"Current","Rep2"
"0",5395484,2013,485593.56,"Current","Rep2"
"1",1678637,2013,151077.33,"Current","Rep2"
"2",172394,2013,15515.46,"Current","Rep2"
"3",569097,2013,51218.73,"Current","Rep2"
"4",109403,2013,9846.27,"Current","Rep2"
"5",101795,2013,9161.55,"Current","Rep2"
"6",255967,2013,23037.03,"Current","Rep2"
"7",66183,2013,5956.47,"Current","Rep2"
"8",152906,2013,13761.54,"Current","Rep2"
"9",355148,2013,31963.32,"Current","Rep2"
"10",40772,2013,3669.48,"Current","Rep2"
"11",336893,2013,30320.37,"Current","Rep2"
"12",279825,2013,25184.25,"Current","Rep2"
"13",5500,2013,495,"Current","Rep2"
"0",5405332,2014,486479.88,"Current","Rep2"
"1",1678459,2014,151061.31,"Current","Rep2"
"2",170776,2014,15369.84,"Current","Rep2"
"3",569202,2014,51228.18,"Current","Rep2"
"4",109635,2014,9867.15,"Current","Rep2"
"5",101873,2014,9168.57,"Current","Rep2"
"6",255880,2014,23029.2,"Current","Rep2"
"7",66123,2014,5951.07,"Current","Rep2"
"8",153135,2014,13782.15,"Current","Rep2"
"9",349437,2014,31449.33,"Current","Rep2"
"10",39485,2014,3553.65,"Current","Rep2"
"11",336223,2014,30260.07,"Current","Rep2"
"12",278945,2014,25105.05,"Current","Rep2"
"13",5499,2014,494.91,"Current","Rep2"
"0",5406121,2015,486550.89,"Current","Rep2"
"1",1680555,2015,151249.95,"Current","Rep2"
"2",170754,2015,15367.86,"Current","Rep2"
"3",572031,2015,51482.79,"Current","Rep2"
"4",113572,2015,10221.48,"Current","Rep2"
"5",102001,2015,9180.09,"Current","Rep2"
"6",255680,2015,23011.2,"Current","Rep2"
"7",66135,2015,5952.15,"Current","Rep2"
"8",153052,2015,13774.68,"Current","Rep2"
"9",345250,2015,31072.5,"Current","Rep2"
"10",39129,2015,3521.61,"Current","Rep2"
"11",331138,2015,29802.42,"Current","Rep2"
"12",279087,2015,25117.83,"Current","Rep2"
"13",5499,2015,494.91,"Current","Rep2"
"0",5405394,2016,486485.46,"Current","Rep2"
"1",1686662,2016,151799.58,"Current","Rep2"
"2",168363,2016,15152.67,"Current","Rep2"
"3",571107,2016,51399.63,"Current","Rep2"
"4",113477,2016,10212.93,"Current","Rep2"
"5",102158,2016,9194.22,"Current","Rep2"
"6",257265,2016,23153.85,"Current","Rep2"
"7",66149,2016,5953.41,"Current","Rep2"
"8",152987,2016,13768.83,"Current","Rep2"
"9",341443,2016,30729.87,"Current","Rep2"
"10",38868,2016,3498.12,"Current","Rep2"
"11",331449,2016,29830.41,"Current","Rep2"
"12",279183,2016,25126.47,"Current","Rep2"
"13",5499,2016,494.91,"Current","Rep2"
"0",5404777,2017,486429.93,"Current","Rep2"
"1",1690785,2017,152170.65,"Current","Rep2"
"2",167293,2017,15056.37,"Current","Rep2"
"3",571221,2017,51409.89,"Current","Rep2"
"4",113374,2017,10203.66,"Current","Rep2"
"5",102258,2017,9203.22,"Current","Rep2"
"6",258704,2017,23283.36,"Current","Rep2"
"7",66162,2017,5954.58,"Current","Rep2"
"8",152951,2017,13765.59,"Current","Rep2"
"9",338022,2017,30421.98,"Current","Rep2"
"10",38581,2017,3472.29,"Current","Rep2"
"11",331016,2017,29791.44,"Current","Rep2"
"12",279360,2017,25142.4,"Current","Rep2"
"13",5500,2017,495,"Current","Rep2"
"0",5404223,2018,486380.07,"Current","Rep2"
"1",1694074,2018,152466.66,"Current","Rep2"
"2",166624,2018,14996.16,"Current","Rep2"
"3",573010,2018,51570.9,"Current","Rep2"
"4",113374,2018,10203.66,"Current","Rep2"
"5",102238,2018,9201.42,"Current","Rep2"
"6",261028,2018,23492.52,"Current","Rep2"
"7",66220,2018,5959.8,"Current","Rep2"
"8",152861,2018,13757.49,"Current","Rep2"
"9",332384,2018,29914.56,"Current","Rep2"
"10",38404,2018,3456.36,"Current","Rep2"
"11",330674,2018,29760.66,"Current","Rep2"
"12",279390,2018,25145.1,"Current","Rep2"
"13",5500,2018,495,"Current","Rep2"
"0",5412300,2019,487107,"Current","Rep2"
"1",1691572,2019,152241.48,"Current","Rep2"
"2",166455,2019,14980.95,"Current","Rep2"
"3",574735,2019,51726.15,"Current","Rep2"
"4",113486,2019,10213.74,"Current","Rep2"
"5",102609,2019,9234.81,"Current","Rep2"
"6",261801,2019,23562.09,"Current","Rep2"
"7",66103,2019,5949.27,"Current","Rep2"
"8",152703,2019,13743.27,"Current","Rep2"
"9",326607,2019,29394.63,"Current","Rep2"
"10",37467,2019,3372.03,"Current","Rep2"
"11",329869,2019,29688.21,"Current","Rep2"
"12",278808,2019,25092.72,"Current","Rep2"
"13",5489,2019,494.01,"Current","Rep2"
"0",5411541,2020,487038.69,"Current","Rep2"
"1",1695231,2020,152570.79,"Current","Rep2"
"2",168710,2020,15183.9,"Current","Rep2"
"3",575907,2020,51831.63,"Current","Rep2"
"4",113797,2020,10241.73,"Current","Rep2"
"5",102621,2020,9235.89,"Current","Rep2"
"6",262881,2020,23659.29,"Current","Rep2"
"7",66114,2020,5950.26,"Current","Rep2"
"8",152680,2020,13741.2,"Current","Rep2"
"9",321183,2020,28906.47,"Current","Rep2"
"10",36966,2020,3326.94,"Current","Rep2"
"11",328100,2020,29529,"Current","Rep2"
"12",278785,2020,25090.65,"Current","Rep2"
"13",5488,2020,493.92,"Current","Rep2"
"0",5410728,2021,486965.52,"Current","Rep2"
"1",1707791,2021,153701.19,"Current","Rep2"
"2",168466,2021,15161.94,"Current","Rep2"
"3",573924,2021,51653.16,"Current","Rep2"
"4",113964,2021,10256.76,"Current","Rep2"
"5",100590,2021,9053.1,"Current","Rep2"
"6",266404,2021,23976.36,"Current","Rep2"
"7",66135,2021,5952.15,"Current","Rep2"
"8",152732,2021,13745.88,"Current","Rep2"
"9",319720,2021,28774.8,"Current","Rep2"
"10",36331,2021,3269.79,"Current","Rep2"
"11",318941,2021,28704.69,"Current","Rep2"
"12",278789,2021,25091.01,"Current","Rep2"
"13",5489,2021,494.01,"Current","Rep2"
"0",5409807,2022,486882.63,"Current","Rep2"
"1",1713646,2022,154228.14,"Current","Rep2"
"2",168217,2022,15139.53,"Current","Rep2"
"3",571654,2022,51448.86,"Current","Rep2"
"4",113890,2022,10250.1,"Current","Rep2"
"5",99700,2022,8973,"Current","Rep2"
"6",269408,2022,24246.72,"Current","Rep2"
"7",66158,2022,5954.22,"Current","Rep2"
"8",152777,2022,13749.93,"Current","Rep2"
"9",318295,2022,28646.55,"Current","Rep2"
"10",35948,2022,3235.32,"Current","Rep2"
"11",316202,2022,28458.18,"Current","Rep2"
"12",278813,2022,25093.17,"Current","Rep2"
"13",5489,2022,494.01,"Current","Rep2"
"0",5408827,2023,486794.43,"Current","Rep2"
"1",1724417,2023,155197.53,"Current","Rep2"
"2",167628,2023,15086.52,"Current","Rep2"
"3",570204,2023,51318.36,"Current","Rep2"
"4",113752,2023,10237.68,"Current","Rep2"
"5",98504,2023,8865.36,"Current","Rep2"
"6",276022,2023,24841.98,"Current","Rep2"
"7",66175,2023,5955.75,"Current","Rep2"
"8",152735,2023,13746.15,"Current","Rep2"
"9",314310,2023,28287.9,"Current","Rep2"
"10",35481,2023,3193.29,"Current","Rep2"
"11",307508,2023,27675.72,"Current","Rep2"
"12",278951,2023,25105.59,"Current","Rep2"
"13",5490,2023,494.1,"Current","Rep2"
"0",5417317,2024,487558.53,"Current","Rep2"
"1",1721985,2024,154978.65,"Current","Rep2"
"2",167629,2024,15086.61,"Current","Rep2"
"3",568316,2024,51148.44,"Current","Rep2"
"4",113641,2024,10227.69,"Current","Rep2"
"5",98140,2024,8832.6,"Current","Rep2"
"6",277651,2024,24988.59,"Current","Rep2"
"7",66040,2024,5943.6,"Current","Rep2"
