"class","npixels","year","areaHa","scenario","rep"
"0",5395484,2010,485593.56,"RCP45","Rep1"
"1",1669064,2010,150215.76,"RCP45","Rep1"
"2",174956,2010,15746.04,"RCP45","Rep1"
"3",567950,2010,51115.5,"RCP45","Rep1"
"4",114550,2010,10309.5,"RCP45","Rep1"
"5",102464,2010,9221.76,"RCP45","Rep1"
"6",250780,2010,22570.2,"RCP45","Rep1"
"7",66140,2010,5952.6,"RCP45","Rep1"
"8",151698,2010,13652.82,"RCP45","Rep1"
"9",360234,2010,32421.06,"RCP45","Rep1"
"10",43014,2010,3871.26,"RCP45","Rep1"
"11",338372,2010,30453.48,"RCP45","Rep1"
"12",279798,2010,25181.82,"RCP45","Rep1"
"13",5500,2010,495,"RCP45","Rep1"
"0",5395484,2011,485593.56,"RCP45","Rep1"
"1",1674886,2011,150739.74,"RCP45","Rep1"
"2",173577,2011,15621.93,"RCP45","Rep1"
"3",569971,2011,51297.39,"RCP45","Rep1"
"4",111952,2011,10075.68,"RCP45","Rep1"
"5",102148,2011,9193.32,"RCP45","Rep1"
"6",252069,2011,22686.21,"RCP45","Rep1"
"7",66143,2011,5952.87,"RCP45","Rep1"
"8",151649,2011,13648.41,"RCP45","Rep1"
"9",357270,2011,32154.3,"RCP45","Rep1"
"10",42901,2011,3861.09,"RCP45","Rep1"
"11",336638,2011,30297.42,"RCP45","Rep1"
"12",279816,2011,25183.44,"RCP45","Rep1"
"13",5500,2011,495,"RCP45","Rep1"
"0",5395484,2012,485593.56,"RCP45","Rep1"
"1",1676199,2012,150857.91,"RCP45","Rep1"
"2",173346,2012,15601.14,"RCP45","Rep1"
"3",571429,2012,51428.61,"RCP45","Rep1"
"4",109813,2012,9883.17,"RCP45","Rep1"
"5",102151,2012,9193.59,"RCP45","Rep1"
"6",253278,2012,22795.02,"RCP45","Rep1"
"7",66150,2012,5953.5,"RCP45","Rep1"
"8",153085,2012,13777.65,"RCP45","Rep1"
"9",355502,2012,31995.18,"RCP45","Rep1"
"10",42157,2012,3794.13,"RCP45","Rep1"
"11",336071,2012,30246.39,"RCP45","Rep1"
"12",279839,2012,25185.51,"RCP45","Rep1"
"13",5500,2012,495,"RCP45","Rep1"
"0",5395484,2013,485593.56,"RCP45","Rep1"
"1",1679011,2013,151110.99,"RCP45","Rep1"
"2",172381,2013,15514.29,"RCP45","Rep1"
"3",569801,2013,51282.09,"RCP45","Rep1"
"4",109759,2013,9878.31,"RCP45","Rep1"
"5",101720,2013,9154.8,"RCP45","Rep1"
"6",254219,2013,22879.71,"RCP45","Rep1"
