"class","npixels","year","areaHa","scenario","rep"
"0",5395484,2010,485593.56,"Current","Rep4"
"1",1669039,2010,150213.51,"Current","Rep4"
"2",174946,2010,15745.14,"Current","Rep4"
"3",567951,2010,51115.59,"Current","Rep4"
"4",114616,2010,10315.44,"Current","Rep4"
"5",102375,2010,9213.75,"Current","Rep4"
"6",250833,2010,22574.97,"Current","Rep4"
"7",66144,2010,5952.96,"Current","Rep4"
"8",151688,2010,13651.92,"Current","Rep4"
"9",360239,2010,32421.51,"Current","Rep4"
"10",42948,2010,3865.32,"Current","Rep4"
"11",338471,2010,30462.39,"Current","Rep4"
"12",279770,2010,25179.3,"Current","Rep4"
"13",5500,2010,495,"Current","Rep4"
"0",5395484,2011,485593.56,"Current","Rep4"
"1",1674910,2011,150741.9,"Current","Rep4"
"2",173558,2011,15620.22,"Current","Rep4"
"3",569710,2011,51273.9,"Current","Rep4"
"4",111901,2011,10071.09,"Current","Rep4"
"5",102032,2011,9182.88,"Current","Rep4"
"6",252501,2011,22725.09,"Current","Rep4"
"7",66163,2011,5954.67,"Current","Rep4"
"8",151611,2011,13644.99,"Current","Rep4"
"9",357261,2011,32153.49,"Current","Rep4"
"10",42545,2011,3829.05,"Current","Rep4"
"11",337039,2011,30333.51,"Current","Rep4"
"12",279789,2011,25181.01,"Current","Rep4"
"13",5500,2011,495,"Current","Rep4"
"0",5395484,2012,485593.56,"Current","Rep4"
"1",1676146,2012,150853.14,"Current","Rep4"
"2",173323,2012,15599.07,"Current","Rep4"
"3",571017,2012,51391.53,"Current","Rep4"
"4",109804,2012,9882.36,"Current","Rep4"
"5",102018,2012,9181.62,"Current","Rep4"
"6",253923,2012,22853.07,"Current","Rep4"
"7",66178,2012,5956.02,"Current","Rep4"
"8",153014,2012,13771.26,"Current","Rep4"
"9",355568,2012,32001.12,"Current","Rep4"
"10",41553,2012,3739.77,"Current","Rep4"
"11",336693,2012,30302.37,"Current","Rep4"
"12",279783,2012,25180.47,"Current","Rep4"
"13",5500,2012,495,"Current","Rep4"
"0",5395484,2013,485593.56,"Current","Rep4"
"1",1678453,2013,151060.77,"Current","Rep4"
"2",172351,2013,15511.59,"Current","Rep4"
"3",569786,2013,51280.74,"Current","Rep4"
"4",109757,2013,9878.13,"Current","Rep4"
"5",101607,2013,9144.63,"Current","Rep4"
"6",255169,2013,22965.21,"Current","Rep4"
"7",66180,2013,5956.2,"Current","Rep4"
"8",152922,2013,13762.98,"Current","Rep4"
"9",355238,2013,31971.42,"Current","Rep4"
"10",41001,2013,3690.09,"Current","Rep4"
"11",336784,2013,30310.56,"Current","Rep4"
"12",279772,2013,25179.48,"Current","Rep4"
"13",5500,2013,495,"Current","Rep4"
"0",5405919,2014,486532.71,"Current","Rep4"
"1",1678321,2014,151048.89,"Current","Rep4"
"2",170751,2014,15367.59,"Current","Rep4"
"3",568776,2014,51189.84,"Current","Rep4"
"4",109707,2014,9873.63,"Current","Rep4"
"5",101728,2014,9155.52,"Current","Rep4"
"6",255799,2014,23021.91,"Current","Rep4"
"7",66068,2014,5946.12,"Current","Rep4"
"8",153123,2014,13781.07,"Current","Rep4"
"9",349243,2014,31431.87,"Current","Rep4"
"10",39758,2014,3578.22,"Current","Rep4"
"11",336225,2014,30260.25,"Current","Rep4"
"12",279088,2014,25117.92,"Current","Rep4"
"13",5498,2014,494.82,"Current","Rep4"
"0",5406786,2015,486610.74,"Current","Rep4"
"1",1680063,2015,151205.67,"Current","Rep4"
"2",170628,2015,15356.52,"Current","Rep4"
"3",572596,2015,51533.64,"Current","Rep4"
"4",113987,2015,10258.83,"Current","Rep4"
"5",101719,2015,9154.71,"Current","Rep4"
"6",254750,2015,22927.5,"Current","Rep4"
"7",66084,2015,5947.56,"Current","Rep4"
"8",153052,2015,13774.68,"Current","Rep4"
"9",345214,2015,31069.26,"Current","Rep4"
"10",39430,2015,3548.7,"Current","Rep4"
"11",331027,2015,29792.43,"Current","Rep4"
"12",279168,2015,25125.12,"Current","Rep4"
"13",5500,2015,495,"Current","Rep4"
"0",5406137,2016,486552.33,"Current","Rep4"
"1",1686053,2016,151744.77,"Current","Rep4"
"2",168370,2016,15153.3,"Current","Rep4"
"3",572549,2016,51529.41,"Current","Rep4"
"4",114081,2016,10267.29,"Current","Rep4"
"5",101679,2016,9151.11,"Current","Rep4"
"6",255466,2016,22991.94,"Current","Rep4"
"7",66087,2016,5947.83,"Current","Rep4"
"8",153004,2016,13770.36,"Current","Rep4"
"9",341366,2016,30722.94,"Current","Rep4"
"10",39099,2016,3518.91,"Current","Rep4"
"11",331382,2016,29824.38,"Current","Rep4"
"12",279231,2016,25130.79,"Current","Rep4"
"13",5500,2016,495,"Current","Rep4"
"0",5405519,2017,486496.71,"Current","Rep4"
"1",1689895,2017,152090.55,"Current","Rep4"
"2",167094,2017,15038.46,"Current","Rep4"
"3",573406,2017,51606.54,"Current","Rep4"
"4",114124,2017,10271.16,"Current","Rep4"
"5",101662,2017,9149.58,"Current","Rep4"
"6",256407,2017,23076.63,"Current","Rep4"
"7",66112,2017,5950.08,"Current","Rep4"
"8",152937,2017,13764.33,"Current","Rep4"
"9",337922,2017,30412.98,"Current","Rep4"
"10",38849,2017,3496.41,"Current","Rep4"
"11",331158,2017,29804.22,"Current","Rep4"
"12",279418,2017,25147.62,"Current","Rep4"
