"time","ABIEBALS","ACERPENS","ACERRUBR","ACERSACC","BETUALLE","BETULENT","BETUPAPY","FAGUGRAN","FRAXAMER","PICERUBE","PINUSTRO","POPUTREM","PRUNPENS","PRUNSERO","QUERALBA","QUERRUBR","TILIAMER","TSUGCANA","woody","TotalBiomass","NA","NA","NA","NA","NA"
0,0.657430986851824,0,0.00358836583243549,4.45837529436627e-06,0.105576148589492,0,0.195332564252044,0.0327033840383582,1.86867427687603e-06,0,0,3.33691835156434e-09,0,0,0,0.00536032721883555,0,0,0.613335147664527,NA,NA,NA,NA,NA,NA
5,0.671905543203338,3.41538203283105e-05,0.00397584599319247,0.00130060777143617,0.0973539201631307,1.77317376398382e-05,0.195673406908234,0.0273685727712579,7.2614547052242e-05,0,0.000136491498655886,0.00015464435002688,6.66242991148907e-05,2.86707407370119e-05,2.37259978696462e-06,8.40777288678255e-05,0,0.000196106535222134,0.945066197472077,NA,NA,NA,NA,NA,NA
10,0.640220016980505,6.42602615066297e-05,0.00402490141487984,0.00237653375081875,0.0959254537274443,7.86506197913709e-05,0.228419002941682,0.0255831221469416,0.00017597093047174,0,0.00023516716380424,0.00024875591526523,5.05961860294413e-05,3.52746876803987e-05,5.51696686498825e-06,0.00013596063589506,0,0.000299035470507307,1.40046480713013,NA,NA,NA,NA,NA,NA
15,0.628714712065105,0.000122537037534107,0.00397515743772506,0.00368504269098171,0.0995696672207346,0.000111511449154673,0.234876978917031,0.0248076910449928,0.000285001335960997,0,0.00033463874333923,0.000259498091245056,6.35157954194543e-05,3.99924195701321e-05,9.04367967923694e-06,0.000234628545774206,0,0.000510061148815005,1.92311271830123,NA,NA,NA,NA,NA,NA
20,0.613054499082177,0.000165164956241935,0.0040884177724232,0.00498786664904954,0.106840875089043,0.000159715666052849,0.241810399672612,0.024161820367305,0.000402602125130758,0,0.000451575862979491,0.000243445417113967,6.14141462106332e-05,3.88546363847231e-05,1.91764627274716e-05,0.00036205751727583,2.45131706691563e-06,0.000706062997278872,2.66558717870436,NA,NA,NA,NA,NA,NA
25,0.599134211440099,0.00024017218767576,0.00444019253096225,0.00678046523341667,0.105812388141512,0.000198837217750658,0.253355471452825,0.0246579789464053,0.000534372752953643,0,0.000533846420650947,0.000235972858421156,6.0344343345316e-05,4.777461594823e-05,2.08408479100361e-05,0.000459613446480765,9.80023066214394e-06,0.00100026079321634,3.48067575086024,NA,NA,NA,NA,NA,NA
30,0.590547291945818,0.000403955663432076,0.0049213719294716,0.00888869798173269,0.104301383894146,0.000267624256361545,0.259461546979328,0.0253193700638006,0.000674044508966425,0,0.000612525168320628,0.000266957681823554,9.80846385133376e-05,4.59684773969086e-05,2.72844172050968e-05,0.000607149602131707,1.75462786968762e-05,0.00123766411161065,4.08756282328645,NA,NA,NA,NA,NA,NA
35,0.634981168216331,0.000772142192418427,0.00549092977742873,0.0126656026826383,0.0876797633518953,0.000362832845997397,0.241156528347493,0.00962586735670278,0.00108145072159977,0,0.000761516087143655,0.000297817808464524,5.85202691884649e-05,5.39226613458316e-05,4.34637471825165e-05,0.000956155937821303,3.66063944962741e-05,0.00170000647972605,5.14618867265545,NA,NA,NA,NA,NA,NA
40,0.70955567250119,0.000924468235283278,0.0051782432377005,0.0172765940958569,0.0393502383451425,0.000477497382595357,0.209051969809292,0.00764169718381639,0.00199519700969223,0,0.00108426874913911,0.000341961757693164,8.25404368083687e-05,4.89979655484367e-05,5.88060535071573e-05,0.00141218275956252,2.99098292867665e-05,0.00249815925435284,6.62556049292945,NA,NA,NA,NA,NA,NA
45,0.708469458970172,0.00100430419517773,0.0059721959992823,0.0158121544272103,0.041758377101417,0.000501990198028598,0.207905109947463,0.00822744554623464,0.00214697789833101,0,0.0011792412403391,0.000428329469124885,0.000108016796705005,7.43661951305052e-05,8.29575950120919e-05,0.00160159493235619,2.66369730831661e-05,0.00274053143098745,6.94106081618399,NA,NA,NA,NA,NA,NA
