"class","npixels","year","areaHa","scenario","rep"
"0",5395484,2010,485593.56,"RCP45","Rep3"
"1",1670998,2010,150389.82,"RCP45","Rep3"
"2",174954,2010,15745.86,"RCP45","Rep3"
"3",565468,2010,50892.12,"RCP45","Rep3"
"4",114443,2010,10299.87,"RCP45","Rep3"
"5",102456,2010,9221.04,"RCP45","Rep3"
"6",251476,2010,22632.84,"RCP45","Rep3"
"7",66147,2010,5953.23,"RCP45","Rep3"
"8",151684,2010,13651.56,"RCP45","Rep3"
"9",360231,2010,32420.79,"RCP45","Rep3"
"10",42891,2010,3860.19,"RCP45","Rep3"
"11",338491,2010,30464.19,"RCP45","Rep3"
"12",279781,2010,25180.29,"RCP45","Rep3"
"13",5500,2010,495,"RCP45","Rep3"
"0",5395484,2011,485593.56,"RCP45","Rep3"
"1",1675002,2011,150750.18,"RCP45","Rep3"
"2",173597,2011,15623.73,"RCP45","Rep3"
"3",568803,2011,51192.27,"RCP45","Rep3"
"4",111634,2011,10047.06,"RCP45","Rep3"
"5",102168,2011,9195.12,"RCP45","Rep3"
"6",253432,2011,22808.88,"RCP45","Rep3"
"7",66151,2011,5953.59,"RCP45","Rep3"
"8",151601,2011,13644.09,"RCP45","Rep3"
"9",357363,2011,32162.67,"RCP45","Rep3"
"10",42523,2011,3827.07,"RCP45","Rep3"
"11",336992,2011,30329.28,"RCP45","Rep3"
"12",279754,2011,25177.86,"RCP45","Rep3"
"13",5500,2011,495,"RCP45","Rep3"
"0",5395484,2012,485593.56,"RCP45","Rep3"
"1",1676333,2012,150869.97,"RCP45","Rep3"
"2",173368,2012,15603.12,"RCP45","Rep3"
"3",569963,2012,51296.67,"RCP45","Rep3"
"4",109388,2012,9844.92,"RCP45","Rep3"
"5",102180,2012,9196.2,"RCP45","Rep3"
"6",254959,2012,22946.31,"RCP45","Rep3"
"7",66159,2012,5954.31,"RCP45","Rep3"
"8",152999,2012,13769.91,"RCP45","Rep3"
"9",355662,2012,32009.58,"RCP45","Rep3"
"10",41576,2012,3741.84,"RCP45","Rep3"
"11",336631,2012,30296.79,"RCP45","Rep3"
"12",279802,2012,25182.18,"RCP45","Rep3"
"13",5500,2012,495,"RCP45","Rep3"
"0",5395484,2013,485593.56,"RCP45","Rep3"
"1",1678673,2013,151080.57,"RCP45","Rep3"
"2",172446,2013,15520.14,"RCP45","Rep3"
"3",567978,2013,51118.02,"RCP45","Rep3"
"4",109126,2013,9821.34,"RCP45","Rep3"
