"class","npixels","year","areaHa","scenario","rep"
"0",698920,2010,62902.8,"RCP45","Rep4"
"1",954718,2010,85924.62,"RCP45","Rep4"
"2",99274,2010,8934.66,"RCP45","Rep4"
"3",415252,2010,37372.68,"RCP45","Rep4"
"4",98616,2010,8875.44,"RCP45","Rep4"
"5",85548,2010,7699.32,"RCP45","Rep4"
"6",136898,2010,12320.82,"RCP45","Rep4"
"7",6378,2010,574.02,"RCP45","Rep4"
"8",6018,2010,541.62,"RCP45","Rep4"
"9",151523,2010,13637.07,"RCP45","Rep4"
"10",10346,2010,931.14,"RCP45","Rep4"
"11",144990,2010,13049.1,"RCP45","Rep4"
"12",44016,2010,3961.44,"RCP45","Rep4"
"13",736,2010,66.24,"RCP45","Rep4"
"0",698920,2011,62902.8,"RCP45","Rep4"
"1",958544,2011,86268.96,"RCP45","Rep4"
"2",97890,2011,8810.1,"RCP45","Rep4"
"3",419387,2011,37744.83,"RCP45","Rep4"
"4",95995,2011,8639.55,"RCP45","Rep4"
"5",85306,2011,7677.54,"RCP45","Rep4"
"6",137531,2011,12377.79,"RCP45","Rep4"
"7",6378,2011,574.02,"RCP45","Rep4"
"8",6017,2011,541.53,"RCP45","Rep4"
"9",148944,2011,13404.96,"RCP45","Rep4"
"10",10340,2011,930.6,"RCP45","Rep4"
"11",143228,2011,12890.52,"RCP45","Rep4"
"12",44017,2011,3961.53,"RCP45","Rep4"
"13",736,2011,66.24,"RCP45","Rep4"
"0",698920,2012,62902.8,"RCP45","Rep4"
"1",959693,2012,86372.37,"RCP45","Rep4"
"2",97490,2012,8774.1,"RCP45","Rep4"
"3",421231,2012,37910.79,"RCP45","Rep4"
"4",95183,2012,8566.47,"RCP45","Rep4"
"5",85353,2012,7681.77,"RCP45","Rep4"
"6",138334,2012,12450.06,"RCP45","Rep4"
"7",6378,2012,574.02,"RCP45","Rep4"
"8",6371,2012,573.39,"RCP45","Rep4"
"9",147154,2012,13243.86,"RCP45","Rep4"
"10",9798,2012,881.82,"RCP45","Rep4"
"11",142572,2012,12831.48,"RCP45","Rep4"
"12",44020,2012,3961.8,"RCP45","Rep4"
"13",736,2012,66.24,"RCP45","Rep4"
"0",698920,2013,62902.8,"RCP45","Rep4"
"1",960978,2013,86488.02,"RCP45","Rep4"
"2",96515,2013,8686.35,"RCP45","Rep4"
"3",421034,2013,37893.06,"RCP45","Rep4"
"4",95141,2013,8562.69,"RCP45","Rep4"
"5",84974,2013,7647.66,"RCP45","Rep4"
"6",138949,2013,12505.41,"RCP45","Rep4"
"7",6378,2013,574.02,"RCP45","Rep4"
"8",6370,2013,573.3,"RCP45","Rep4"
"9",146862,2013,13217.58,"RCP45","Rep4"
"10",9786,2013,880.74,"RCP45","Rep4"
"11",142570,2013,12831.3,"RCP45","Rep4"
"12",44020,2013,3961.8,"RCP45","Rep4"
"13",736,2013,66.24,"RCP45","Rep4"
"0",704248,2014,63382.32,"RCP45","Rep4"
"1",963158,2014,86684.22,"RCP45","Rep4"
"2",94913,2014,8542.17,"RCP45","Rep4"
"3",420894,2014,37880.46,"RCP45","Rep4"
"4",95144,2014,8562.96,"RCP45","Rep4"
"5",84854,2014,7636.86,"RCP45","Rep4"
"6",139118,2014,12520.62,"RCP45","Rep4"
"7",6369,2014,573.21,"RCP45","Rep4"
"8",6405,2014,576.45,"RCP45","Rep4"
"9",141781,2014,12760.29,"RCP45","Rep4"
"10",9502,2014,855.18,"RCP45","Rep4"
"11",142216,2014,12799.44,"RCP45","Rep4"
"12",43895,2014,3950.55,"RCP45","Rep4"
"13",736,2014,66.24,"RCP45","Rep4"
"0",705419,2015,63487.71,"RCP45","Rep4"
"1",964816,2015,86833.44,"RCP45","Rep4"
"2",94891,2015,8540.19,"RCP45","Rep4"
"3",423868,2015,38148.12,"RCP45","Rep4"
"4",98549,2015,8869.41,"RCP45","Rep4"
"5",84918,2015,7642.62,"RCP45","Rep4"
"6",138472,2015,12462.48,"RCP45","Rep4"
"7",6371,2015,573.39,"RCP45","Rep4"
"8",6407,2015,576.63,"RCP45","Rep4"
"9",137819,2015,12403.71,"RCP45","Rep4"
"10",9490,2015,854.1,"RCP45","Rep4"
"11",137502,2015,12375.18,"RCP45","Rep4"
"12",43975,2015,3957.75,"RCP45","Rep4"
"13",736,2015,66.24,"RCP45","Rep4"
"0",705259,2016,63473.31,"RCP45","Rep4"
"1",967761,2016,87098.49,"RCP45","Rep4"
"2",92739,2016,8346.51,"RCP45","Rep4"
"3",424260,2016,38183.4,"RCP45","Rep4"
"4",98440,2016,8859.6,"RCP45","Rep4"
"5",85008,2016,7650.72,"RCP45","Rep4"
"6",138935,2016,12504.15,"RCP45","Rep4"
"7",6371,2016,573.39,"RCP45","Rep4"
"8",6424,2016,578.16,"RCP45","Rep4"
"9",136335,2016,12270.15,"RCP45","Rep4"
"10",9484,2016,853.56,"RCP45","Rep4"
"11",137455,2016,12370.95,"RCP45","Rep4"
"12",44025,2016,3962.25,"RCP45","Rep4"
"13",737,2016,66.33,"RCP45","Rep4"
"0",705120,2017,63460.8,"RCP45","Rep4"
"1",970269,2017,87324.21,"RCP45","Rep4"
"2",91400,2017,8226,"RCP45","Rep4"
"3",424344,2017,38190.96,"RCP45","Rep4"
"4",98318,2017,8848.62,"RCP45","Rep4"
"5",85047,2017,7654.23,"RCP45","Rep4"
"6",139239,2017,12531.51,"RCP45","Rep4"
"7",6372,2017,573.48,"RCP45","Rep4"
"8",6443,2017,579.87,"RCP45","Rep4"
"9",135293,2017,12176.37,"RCP45","Rep4"
"10",9472,2017,852.48,"RCP45","Rep4"
"11",137148,2017,12343.32,"RCP45","Rep4"
"12",44031,2017,3962.79,"RCP45","Rep4"
"13",737,2017,66.33,"RCP45","Rep4"
"0",704980,2018,63448.2,"RCP45","Rep4"
"1",971954,2018,87475.86,"RCP45","Rep4"
"2",90775,2018,8169.75,"RCP45","Rep4"
"3",426551,2018,38389.59,"RCP45","Rep4"
"4",98318,2018,8848.62,"RCP45","Rep4"
"5",84991,2018,7649.19,"RCP45","Rep4"
"6",140480,2018,12643.2,"RCP45","Rep4"
"7",6417,2018,577.53,"RCP45","Rep4"
"8",6446,2018,580.14,"RCP45","Rep4"
"9",130973,2018,11787.57,"RCP45","Rep4"
"10",9465,2018,851.85,"RCP45","Rep4"
"11",137111,2018,12339.99,"RCP45","Rep4"
"12",44035,2018,3963.15,"RCP45","Rep4"
"13",737,2018,66.33,"RCP45","Rep4"
"0",709612,2019,63865.08,"RCP45","Rep4"
"1",970674,2019,87360.66,"RCP45","Rep4"
"2",90517,2019,8146.53,"RCP45","Rep4"
"3",425063,2019,38255.67,"RCP45","Rep4"
"4",98180,2019,8836.2,"RCP45","Rep4"
"5",85184,2019,7666.56,"RCP45","Rep4"
"6",140687,2019,12661.83,"RCP45","Rep4"
"7",6409,2019,576.81,"RCP45","Rep4"
"8",6454,2019,580.86,"RCP45","Rep4"
"9",129860,2019,11687.4,"RCP45","Rep4"
"10",9319,2019,838.71,"RCP45","Rep4"
"11",136643,2019,12297.87,"RCP45","Rep4"
"12",43894,2019,3950.46,"RCP45","Rep4"
"13",737,2019,66.33,"RCP45","Rep4"
"0",709480,2020,63853.2,"RCP45","Rep4"
"1",973686,2020,87631.74,"RCP45","Rep4"
"2",93026,2020,8372.34,"RCP45","Rep4"
"3",425822,2020,38323.98,"RCP45","Rep4"
"4",98198,2020,8837.82,"RCP45","Rep4"
"5",85210,2020,7668.9,"RCP45","Rep4"
"6",141447,2020,12730.23,"RCP45","Rep4"
"7",6411,2020,576.99,"RCP45","Rep4"
"8",6478,2020,583.02,"RCP45","Rep4"
"9",124720,2020,11224.8,"RCP45","Rep4"
"10",9309,2020,837.81,"RCP45","Rep4"
"11",134814,2020,12133.26,"RCP45","Rep4"
"12",43896,2020,3950.64,"RCP45","Rep4"
"13",736,2020,66.24,"RCP45","Rep4"
"0",709216,2021,63829.44,"RCP45","Rep4"
"1",982178,2021,88396.02,"RCP45","Rep4"
"2",92846,2021,8356.14,"RCP45","Rep4"
"3",424325,2021,38189.25,"RCP45","Rep4"
"4",98155,2021,8833.95,"RCP45","Rep4"
"5",83001,2021,7470.09,"RCP45","Rep4"
"6",144289,2021,12986.01,"RCP45","Rep4"
"7",6413,2021,577.17,"RCP45","Rep4"
"8",6563,2021,590.67,"RCP45","Rep4"
"9",123323,2021,11099.07,"RCP45","Rep4"
