"time","ABIEBALS","ACERPENS","ACERRUBR","ACERSACC","BETUALLE","BETULENT","BETUPAPY","FAGUGRAN","FRAXAMER","PICERUBE","PINUSTRO","POPUTREM","PRUNPENS","PRUNSERO","QUERALBA","QUERRUBR","TILIAMER","TSUGCANA","woody","TotalBiomass","NA","NA","NA","NA","NA"
0,0.0192656379703492,0.00440506391792081,0.100487639232759,0.00888292799948636,0.676974169646202,0,0.0152246344854655,0.055096845264659,0.0048871486611525,0.0866412695980078,0,4.79127452991112e-09,2.8257975269312e-07,0.00583194637805417,0,0,0,0.0166955994078125,0.252376818382733,NA,NA,NA,NA,NA,NA
5,0.0198978348570957,0.00441724629409037,0.0925205879841289,0.00942817257648684,0.692339831363466,0,0.00862657153542468,0.0543378315903742,0.00512349367009157,0.0878899091620856,8.36200284636687e-05,0.000139644169512727,3.37176786773673e-06,0.00582855525494626,0,8.6836146812774e-06,0,0.0158518673296116,0.296157652999809,NA,NA,NA,NA,NA,NA
10,0.0189918252192169,0.00467056976140001,0.0829659555336434,0.0108995219705159,0.70605872710017,6.05903026651675e-07,0.00467362906576044,0.0543951142344234,0.00566041114481507,0.0874918970794073,0.000215845216125761,0.000331681738649334,1.56836543354398e-05,0.0058091090326702,0,2.67308161348693e-05,0,0.0154429508427901,0.318467150963911,NA,NA,NA,NA,NA,NA
15,0.0219866983760632,0.00437915688559004,0.0732354186114692,0.0115475591032871,0.708079076683407,4.59760203212425e-06,0.00284534567276672,0.0543672307002741,0.00596803685125186,0.0944790972871536,0.00034295148548939,0.00050982006033658,1.56368127554388e-05,0.00564509529593894,0,4.24522042485668e-05,8.95097716296022e-07,0.0145683658560846,0.347245087212115,NA,NA,NA,NA,NA,NA
20,0.0198884805999647,0.00410472052182577,0.0618525068427186,0.0118246627884145,0.720134389199325,3.87779921795278e-05,0.00221675747236503,0.0553068860728198,0.0063604971220334,0.0952923008022752,0.000461146878286715,0.000657545024133561,1.52501915304052e-05,0.00574185633327615,4.79798181153918e-07,5.59450122522026e-05,1.41414077386955e-06,0.0142035860816591,0.374003383712026,NA,NA,NA,NA,NA,NA
25,0.0195200880175874,0.00366427289802444,0.0489973569266815,0.0115194003606833,0.729909867704218,8.87772373183884e-05,0.00273755038541427,0.0554861765147334,0.00690751636434933,0.0984019852590014,0.000619998706891352,0.000803793379622677,1.9341662021795e-05,0.00567922621056681,8.81196858253001e-07,7.1109503929171e-05,2.12607786903855e-06,0.0138418325709575,0.403990923197168,NA,NA,NA,NA,NA,NA
30,0.0195518754001544,0.00326942609513833,0.048376298137517,0.0124370050341672,0.72863499789132,0.000108468332589112,0.0018543373938008,0.0553630015360411,0.0069893503779603,0.101530914321824,0.000714015868619309,0.000795719331079649,1.62681030405222e-05,0.00547406548436205,7.96131936013323e-07,9.11041101253907e-05,2.0324297112554e-06,0.0132421150897574,0.430739886366712,NA,NA,NA,NA,NA,NA
35,0.0186092107977118,0.00289719465269723,0.0358050319298883,0.0130330610784967,0.738600543361669,0.000134222707401438,0.00176536216383893,0.0556587353301362,0.00736701518405727,0.103190737867325,0.000861142622439515,0.000757021874174384,1.35447054092388e-05,0.005397483134638,1.11781437043652e-06,0.000126404026062823,2.09270635762781e-06,0.0145044312571167,0.45660636448253,NA,NA,NA,NA,NA,NA
40,0.0201467110833154,0.00256792158673156,0.0317160365594034,0.0130796926694876,0.737838937584945,0.000162173647505862,0.00223875393884876,0.0564160428524111,0.00778218386767575,0.105203033512595,0.00103601560755295,0.000658144640564575,7.37609114714559e-06,0.00533104802997645,1.06904842210463e-06,0.000147664103121986,2.13656952798522e-06,0.0146797011915655,0.489486221386801,NA,NA,NA,NA,NA,NA
45,0.0200492003007154,0.0022086152950186,0.0246178235262395,0.014022155104466,0.738749116942926,0.000198300650240191,0.00172068881207943,0.059227890720279,0.00801749786836338,0.107379710022176,0.00121798216388503,0.000497778224049986,4.06809780912054e-06,0.00567760810425727,3.5391846236957e-06,0.000174459171951084,2.72183159513557e-06,0.0155354322169302,0.534735307485185,NA,NA,NA,NA,NA,NA
