Time,ManagementArea,Prescription,HarvestedSites,TotalCohortsCompleteHarvest,TotalCohortsPartialHarvest,TotalBiomassHarvested,CohortsHarvested_ABIEBALS,CohortsHarvested_ACERPENS,CohortsHarvested_ACERRUBR,CohortsHarvested_ACERSACC,CohortsHarvested_BETUALLE,CohortsHarvested_BETULENT,CohortsHarvested_BETUPAPY,CohortsHarvested_CARYCORD,CohortsHarvested_CARYOVAT,CohortsHarvested_FAGUGRAN,CohortsHarvested_FRAXAMER,CohortsHarvested_PICEABIE,CohortsHarvested_PICERUBE,CohortsHarvested_PINURESI,CohortsHarvested_PINUSTRO,CohortsHarvested_POPUGRAN,CohortsHarvested_POPUTREM,CohortsHarvested_PRUNPENS,CohortsHarvested_PRUNSERO,CohortsHarvested_QUERALBA,CohortsHarvested_QUERRUBR,CohortsHarvested_TILIAMER,CohortsHarvested_TSUGCANA,BiomassHarvestedMg_ABIEBALS,BiomassHarvestedMg_ACERPENS,BiomassHarvestedMg_ACERRUBR,BiomassHarvestedMg_ACERSACC,BiomassHarvestedMg_BETUALLE,BiomassHarvestedMg_BETULENT,BiomassHarvestedMg_BETUPAPY,BiomassHarvestedMg_CARYCORD,BiomassHarvestedMg_CARYOVAT,BiomassHarvestedMg_FAGUGRAN,BiomassHarvestedMg_FRAXAMER,BiomassHarvestedMg_PICEABIE,BiomassHarvestedMg_PICERUBE,BiomassHarvestedMg_PINURESI,BiomassHarvestedMg_PINUSTRO,BiomassHarvestedMg_POPUGRAN,BiomassHarvestedMg_POPUTREM,BiomassHarvestedMg_PRUNPENS,BiomassHarvestedMg_PRUNSERO,BiomassHarvestedMg_QUERALBA,BiomassHarvestedMg_QUERRUBR,BiomassHarvestedMg_TILIAMER,BiomassHarvestedMg_TSUGCANA,
5, 31, ClearCutLarge, 2138, 11791, 0, 27504.3988929266, 502, 30, 1299, 2915, 2403, 44, 403, 0, 0, 2042, 576, 89, 518, 0, 117, 70, 90, 27, 295, 0, 60, 5, 306, 524.512820842266, 10.3509004113078, 1311.14165210009, 12442.4959944204, 6152.99154449791, 63.7380025327206, 278.713811075091, 0, 0, 2486.33469879806, 1466.07485825658, 74.765702970922, 324.296112886369, 0, 582.398123142421, 39.4182015663385, 27.8919011083245, 0.602100023925304, 1286.40785111725, 0, 151.005606000423, 24.2505009636283, 257.0085102126, 
5, 31, SoftwoodRelease, 1095, 4199, 0, 11115.114741675, 0, 3, 1039, 550, 1095, 13, 457, 0, 0, 557, 240, 0, 0, 0, 0, 46, 77, 2, 99, 0, 21, 0, 0, 0, 1.53900006115437, 739.869329399764, 4257.87766919285, 4071.05566176921, 18.8550007492304, 89.9127035728097, 0, 0, 1014.3036403048, 487.372519366443, 0, 0, 0, 0, 18.7821007463336, 42.9786017078161, 0.0198000007867813, 304.27471209079, 0, 68.274002712965, 0, 0, 
5, 31, PlantationConversion, 1013, 4185, 0, 8056.75712014675, 67, 1, 351, 396, 343, 0, 30, 0, 0, 144, 16, 1993, 335, 0, 7, 7, 125, 0, 70, 0, 0, 0, 300, 23.1183009186387, 0.702900027930736, 347.845513822138, 2508.52419967979, 1554.05166175246, 0, 16.9245006725192, 0, 0, 554.799622045755, 33.8769013461471, 2360.01429377854, 85.5297033986449, 0, 58.6989023324847, 6.85980027258396, 36.6975014582276, 0, 304.648212105632, 0, 0, 0, 164.465106535256, 
5, 31, GroupSelection, 895, 5160, 0, 12205.9417850205, 312, 9, 919, 863, 847, 6, 177, 0, 0, 523, 196, 90, 524, 7, 68, 53, 81, 14, 239, 2, 32, 1, 197, 110.717104399502, 3.21750012785196, 823.499132722914, 4689.69228635162, 2843.32061298341, 4.23990016847849, 108.333904304802, 0, 0, 813.844832339287, 531.346521113813, 135.436505381763, 358.924514262378, 1.00980004012585, 496.962919747531, 30.5541012141109, 24.7392009830475, 0.174600006937981, 947.790037661791, 14.4198005729914, 162.927906474173, 4.81590019136667, 99.9747039726377, 
5, 31, GroupSelectionBeechUnderstory, 1058, 5736, 0, 14375.1551712173, 1, 0, 288, 1901, 1050, 6, 208, 0, 0, 2129, 99, 0, 7, 0, 2, 0, 0, 0, 21, 0, 2, 0, 22, 0.270900010764599, 0, 324.247512884438, 7428.65159518808, 3115.86312381327, 24.8634009879828, 42.5772016918659, 0, 0, 3167.50872586548, 177.227107042372, 0, 5.82300023138523, 0, 5.09130020231009, 0, 0, 0, 71.2620028316975, 0, 4.64130018442869, 0, 7.12800028324127, 
5, 31, OakShelterWood, 286, 1188, 461, 2548.78300127953, 9, 0, 311, 111, 110, 96, 19, 0, 0, 209, 55, 0, 11, 0, 73, 33, 1, 1, 40, 37, 424, 1, 108, 1.53180006086826, 0, 215.35830855757, 672.898526738584, 233.541009280086, 283.698911273181, 6.69600026607513, 0, 0, 203.367608081102, 87.5133034774661, 0, 1.44990005761385, 0, 163.544406498671, 10.733400426507, 1.13760004520416, 0.00630000025033951, 234.633609323502, 45.134101793468, 352.524614008069, 4.81590019136667, 30.1977011999488, 
5, 31, NHWShelterwood, 379, 367, 1671, 1831.85017279119, 4, 1, 78, 811, 398, 4, 19, 0, 0, 442, 138, 0, 7, 0, 11, 6, 15, 6, 24, 0, 14, 2, 58, 1.11690004438162, 0.522900020778179, 35.614801415205, 715.855528445543, 269.231410698295, 0.686700027287006, 8.27190032869577, 0, 0, 125.465404985547, 488.521819412112, 0, 0.913500036299229, 0, 28.1853011199832, 2.18970008701086, 5.27310020953417, 0.0414000016450882, 125.481604986191, 0, 8.74710034757853, 1.92600007653236, 13.8051005485654, 
5, 31, NHWSingleTreeSelection, 167, 0, 931, 467.134218562245, 360, 0, 23, 50, 312, 4, 92, 0, 0, 0, 9, 0, 64, 0, 2, 0, 3, 0, 5, 0, 0, 0, 7, 110.700904398859, 0, 4.22190016776323, 86.6664034438133, 174.136506919563, 6.52950025945902, 1.53000006079674, 0, 0, 0, 7.70400030612946, 0, 67.5738026851415, 0, 4.18590016633272, 0, 0.332100013196468, 0, 2.82420011222363, 0, 0, 0, 0.729000028967857, 
5, 62, ClearCutSmall, 1691, 10451, 0, 25855.3963274011, 104, 11, 1259, 2413, 1496, 269, 198, 0, 0, 1619, 1055, 94, 146, 3, 75, 25, 145, 30, 226, 17, 572, 9, 685, 34.0110013514757, 4.7016001868248, 758.797230151891, 11450.0551549843, 3707.43404732019, 1189.16914725333, 121.274104819, 0, 0, 2669.51710607707, 2526.62410039902, 86.1867034247518, 40.4550016075373, 4.16520016551018, 337.152613397241, 15.2595006063581, 43.3323017218709, 0.824400032758713, 1138.89604525566, 24.6258009785414, 1402.36475572497, 43.548301730454, 257.00221021235, 
5, 62, PlantationConversion, 284, 1360, 0, 3018.82601995736, 69, 2, 184, 143, 188, 0, 35, 0, 0, 61, 29, 298, 155, 3, 15, 4, 40, 5, 36, 0, 2, 0, 91, 30.8124012243748, 1.81710007220507, 153.127806084752, 949.249837719798, 735.982229245305, 0, 24.509700973928, 0, 0, 114.900304565728, 96.2613038250804, 428.715017035604, 124.537504948676, 0.421200016736984, 90.6444036018848, 0.0072000002861023, 16.6401006612182, 0.0468000018596649, 153.802806111574, 0, 12.0168004775047, 0, 85.3335033908486, 
5, 62, SoftwoodRelease, 513, 965, 0, 580.68002307415, 0, 0, 25, 19, 247, 0, 639, 0, 0, 24, 10, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 10.4193004140258, 151.389906015694, 226.560609002709, 0, 119.754904758632, 0, 0, 46.4778018468618, 25.602301017344, 0, 0, 0, 0, 0, 0, 0, 0.475200018882751, 0, 0, 0, 0, 
5, 62, GroupSelection, 262, 1483, 0, 3012.08681968957, 147, 9, 233, 186, 267, 0, 79, 0, 0, 118, 29, 21, 256, 0, 5, 0, 4, 2, 66, 0, 4, 2, 55, 148.976105919778, 3.92220015585422, 236.864709412158, 942.223537440598, 709.685128200352, 0, 25.5924010169506, 0, 0, 138.152705489695, 62.6085024878383, 33.5124013316631, 463.03381839931, 0, 36.6273014554381, 0, 0.507600020170212, 0.017100000679493, 172.002606834769, 0, 11.7954004687071, 9.66330038398504, 16.9020006716251, 
5, 62, GroupSelectionBeechUnderstory, 288, 1482, 0, 4013.98215950131, 2, 0, 117, 344, 366, 0, 16, 0, 0, 597, 23, 0, 10, 0, 0, 0, 0, 0, 2, 0, 0, 0, 5, 3.34260013282299, 0, 176.939107030928, 1252.93864978731, 1536.78696106643, 0, 0.970200038552284, 0, 0, 970.470938563049, 51.0624020290375, 0, 7.80660031020641, 0, 0, 0, 0, 0, 10.3167004099488, 0, 0, 0, 3.34800013303757, 
5, 62, OakShelterWood, 245, 938, 403, 2094.83468324125, 8, 0, 205, 155, 104, 75, 3, 0, 0, 210, 77, 0, 2, 6, 3, 0, 0, 1, 0, 19, 384, 0, 89, 1.59570006340742, 0, 114.187504537404, 803.235631917715, 152.331306053102, 184.370407326221, 0.0162000006437302, 0, 0, 296.123411766887, 177.43140705049, 0, 0.163800006508827, 9.5868003809452, 8.54370033949614, 0, 0, 0.00810000032186508, 0, 2.7981001111865, 317.27611260742, 0, 27.1665010794997, 
5, 62, NHWShelterwood, 239, 174, 1078, 1083.8844430697, 1, 1, 28, 534, 256, 1, 24, 0, 0, 281, 76, 0, 6, 0, 2, 0, 6, 1, 7, 0, 6, 0, 22, 0.263700010478497, 0.517500020563602, 12.6738005036116, 503.003719987571, 158.600706302226, 0.452700017988682, 22.3542008882761, 0, 0, 71.2017028293014, 283.256111255586, 0, 2.81790011197329, 0, 4.49010017842054, 0, 2.77200011014938, 0.00990000039339066, 4.49010017842054, 0, 2.85030011326075, 0, 14.1300005614758, 
5, 85, ClearCutSmall, 178, 1178, 0, 2682.37720658809, 1, 0, 213, 156, 106, 70, 12, 0, 0, 79, 79, 0, 17, 0, 84, 28, 16, 4, 39, 1, 196, 0, 77, 0.53280002117157, 0, 145.27350577265, 738.543629347086, 195.691507776082, 177.63120705843, 14.8086005884409, 0, 0, 82.6812032854557, 156.473106217682, 0, 2.13030008465052, 0, 191.216707598269, 10.2186004060507, 5.27400020956993, 0.0396000015735626, 205.821008178592, 13.9572005546093, 724.202128777206, 0, 17.8821007105708, 
5, 85, SoftwoodRelease, 119, 455, 0, 1272.38675056011, 0, 2, 157, 31, 121, 0, 7, 0, 0, 80, 24, 0, 0, 0, 0, 0, 3, 0, 24, 0, 6, 0, 0, 0, 1.06020004212856, 162.453606455326, 164.842206550241, 641.719825499654, 0, 0.591300023496151, 0, 0, 137.445305461586, 30.3057012042403, 0, 0, 0, 0, 0, 3.26160012960434, 0, 91.8036036479473, 0, 38.9034015458822, 0, 0, 
5, 85, PlantationConversion, 94, 421, 0, 695.704527644813, 31, 0, 77, 19, 24, 0, 1, 0, 0, 3, 3, 103, 122, 0, 0, 0, 0, 0, 20, 0, 0, 0, 18, 37.9278015071154, 0, 127.885505081713, 154.099806123376, 134.208005332947, 0, 0.391500015556812, 0, 0, 2.07090008229017, 1.66860006630421, 167.523306656778, 31.8051012638211, 0, 0, 0, 0, 0, 33.1011013153195, 0, 0, 0, 5.02290019959212, 
5, 85, GroupSelection, 9, 39, 0, 153.366306094229, 0, 0, 3, 8, 7, 0, 3, 0, 0, 15, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 1.27530005067587, 26.6022010570765, 64.7946025747061, 0, 0.207900008261204, 0, 0, 43.8210017412901, 16.3332006490231, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.332100013196468, 
5, 85, GroupSelectionBeechUnderstory, 12, 64, 0, 163.530006498098, 0, 0, 5, 14, 12, 0, 0, 0, 0, 30, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 3.23730012863874, 59.5197023651004, 43.3278017216921, 0, 0, 0, 0, 56.3112022376061, 0, 0, 0, 0, 0, 0, 0, 0, 1.13400004506111, 0, 0, 0, 0, 
5, 85, OakShelterWood, 25, 106, 57, 196.958707826436, 0, 0, 11, 30, 21, 5, 1, 0, 0, 12, 23, 0, 0, 0, 3, 0, 0, 0, 0, 0, 57, 0, 0, 0, 0, 7.51680029869079, 73.7172029292583, 21.5658008569479, 3.02940012037754, 2.55060010135174, 0, 0, 5.13630020409822, 32.8302013045549, 0, 0, 0, 7.50240029811859, 0, 0, 0, 0, 0, 43.1100017130375, 0, 0, 
5, 85, NHWShelterwood, 29, 8, 108, 133.171205291748, 0, 0, 0, 53, 7, 0, 0, 0, 0, 48, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 92.3076036679745, 8.06040032029152, 0, 0, 0, 0, 8.87400035262108, 23.929200950861, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
5, 85, NHWSingleTreeSelection, 4, 0, 10, 23.1633009204268, 0, 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 20.0637007972598, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.09960012316704, 0, 0, 
