"time","ABIEBALS","ACERPENS","ACERRUBR","ACERSACC","BETUALLE","BETULENT","BETUPAPY","FAGUGRAN","FRAXAMER","PICERUBE","PINUSTRO","POPUTREM","PRUNPENS","PRUNSERO","QUERALBA","QUERRUBR","TILIAMER","TSUGCANA","woody","TotalBiomass","NA","NA","NA","NA","NA"
0,5039.04618186549,0,13.9837127618056,0.0234681930532067,542.452460864663,0,946.93177225619,148.452061922727,0.0048566844456008,0,0,8.67265079571571e-06,0,0,0,46.4888946706561,0,0,4406.44863622566,NA,NA,NA,NA,NA,NA
5,4970.91318637937,0.0860148912534543,16.6751466632392,4.54378781340947,528.472820249167,0.0381921173673145,1055.91832762594,116.113961238673,0.0853079698502612,0,0.236662596513133,0.325385823012587,0.132396279940876,0.0525600653672778,0.00479237626580245,0.383013688568989,0.00554520165621586,0.482946668747647,4794.31903271118,NA,NA,NA,NA,NA,NA
10,4422.283057215,0.207401085703728,18.7669344266622,8.64484994589078,556.788428545034,0.0844279819459964,1444.81865932306,122.677157110304,0.218134947518454,0,0.474524674684803,0.433903166489235,0.152895943128129,0.0843136047299378,0.0104523178982747,0.62303909061315,0.0115169058323582,0.931373670364863,5198.77063848881,NA,NA,NA,NA,NA,NA
15,4007.29543725238,0.451674406807826,20.6886714069565,14.0805849272777,613.327447327683,0.212246040283718,1558.20398988971,135.442088876062,0.350790194072014,0,0.741365588294458,0.555637184162884,0.167160811271745,0.104233900943685,0.01657352259509,0.939312045758665,0.0124541932324054,1.39746718092689,5625.63310856313,NA,NA,NA,NA,NA,NA
20,3606.77424432708,0.570285753608478,22.2257298673594,17.0856916751252,666.412106250108,0.29822629758976,1590.0515853218,146.536695511552,0.503242899169061,0,1.05481101725532,0.635737264954324,0.199442599824522,0.122576427477764,0.0112770313279543,1.23711012094208,0.0132382541675985,1.9048720904227,6026.24729471674,NA,NA,NA,NA,NA,NA
25,3271.30884204716,0.710753281700102,23.8294982146861,21.0543787625274,691.058863608921,0.388775809428527,1552.95326272575,158.593966156659,0.708002000931468,0,1.40227347213358,0.743768650923706,0.23844720818312,0.157616476635675,0.0217428803063495,1.64064305797526,0.0194314594725131,2.44218860504028,6367.71483276698,NA,NA,NA,NA,NA,NA
30,3090.60539329453,0.824347484557432,25.0976095261899,25.1530956546578,709.866649409076,0.54153425929232,1459.61616738672,165.905969936087,0.97015924590281,0,1.86796158103331,0.895249401935231,0.296443746206306,0.180517370657336,0.0338754597065019,2.15034634198593,0.0204502445817117,3.11562287999429,6526.0435069804,NA,NA,NA,NA,NA,NA
35,3107.41303743736,1.07207673364571,16.873841760811,25.6945410641906,560.203524305056,0.691723919855118,1219.58850528454,69.8291124078918,1.3753413631529,0,2.44475426644053,1.15991606059735,0.150056055423003,0.227604181638735,0.0453426088289687,2.84092716627859,0.0288326098830023,3.99496938511513,6997.79795134198,NA,NA,NA,NA,NA,NA
40,3331.23089835118,1.1009795172531,5.81140574536801,21.4469127146014,99.9465727519973,0.89622641509434,840.045554988951,19.2864928607853,1.81677078021418,0,3.36406807751147,1.52751572327044,0.20176780554139,0.254812595614482,0.0641573176950535,3.91969445860955,0.0270164031956485,5.13544322624511,7429.79286715961,NA,NA,NA,NA,NA,NA
45,3259.93901100657,1.01552427732731,7.07484044196776,22.8836158673671,82.9700169413871,1.01942399283987,884.00331369269,20.4034074563413,2.12115755489968,0,3.91158513846121,1.75373189988599,0.266267460816383,0.315844991635856,0.0761403471386104,4.70403716450193,0.0377079049151332,6.19005252895485,7243.74722171907,NA,NA,NA,NA,NA,NA
50,3246.4448117758,1.13927398462989,7.83422396132543,25.5198955092838,67.9372188560218,1.25117877234248,973.705713387602,4.215008075268,2.55577354563881,0,4.31299521987491,2.04934042945251,0.327227202271914,0.271599986992857,0.0812729657370172,5.40559523938563,0.0499149116056234,7.15909903855534,7078.02356460756,NA,NA,NA,NA,NA,NA
55,3095.49610568761,1.27133913412564,8.19333616298812,28.681716893039,72.9387521222411,1.40070033955857,1074.2957024618,4.49683786078098,2.86716893039049,0,4.71581069609508,2.151740237691,0.39009974533107,0.322283531409168,0.0866935483870968,6.14092741935484,0.0399724108658744,8.2000636672326,6852.18061332767,NA,NA,NA,NA,NA,NA
60,2965.70857041065,1.14075843785693,9.12150933115379,31.0449110894554,82.2884117653223,1.47984449823436,1237.30979849738,4.82163402596586,3.19675583917513,0,5.13001791833014,2.29970764829776,0.471178732723481,0.284356564291178,0.109500906395063,7.10524661280689,0.0354803893831274,9.14236165686922,6682.88750222669,NA,NA,NA,NA,NA,NA
65,2778.21829877013,1.15176246590851,10.0217568054341,34.8793907271137,87.3474913806412,1.66491020429167,1442.6489270828,5.29913034528894,3.56045901301909,0,5.70155920341687,2.68332218391396,0.554891164513971,0.236010909278032,0.116297020532085,8.17934441414089,0.0379045952760768,10.2212730921628,6581.17627746617,NA,NA,NA,NA,NA,NA
70,2565.84025412301,1.1503860791737,10.4696480835889,37.0539312149757,94.7800897022246,1.76203937707898,1605.78532399684,5.67192759891718,3.82593972569899,0,6.05299223846008,2.83993447142615,0.610694343165949,0.289114864797371,0.130507746556254,8.87220929187186,0.0464493701864967,11.3474912345543,6449.4350657783,NA,NA,NA,NA,NA,NA
75,2324.94252183836,1.13838828991894,10.9075017706776,40.985214842213,105.216298103408,1.76769693869521,1771.63220075549,6.30847170850712,4.0825332493901,0,6.41569607303061,3.09262611159204,0.742809081608562,0.363628315101912,0.118359959077674,9.80286456283938,0.0580290391123003,12.3924608483513,6296.69507948375,NA,NA,NA,NA,NA,NA
80,2117.98807551218,1.15317938452403,11.3998199354449,43.9026980949553,112.376919172086,1.79537770456004,1906.57650349115,6.35181549129848,4.27094926585382,0,6.279013859224,3.05144291091593,0.829273899259628,0.450161387646422,0.111027038416964,10.1666171808404,0.0583198444548737,13.1691361690308,6155.97922553085,NA,NA,NA,NA,NA,NA
85,1919.2050217868,1.01068164920899,11.6354028440479,47.392557666789,118.650705365294,1.59131163123371,2007.5712941265,6.78583058057352,4.64100247513105,0,6.33475441617964,2.9992471084258,0.897606745908505,0.534797707445157,0.127144564593391,10.485831521688,0.0670167612486707,14.0270099852245,5995.7713656512,NA,NA,NA,NA,NA,NA
