"time","ABIEBALS","ACERPENS","ACERRUBR","ACERSACC","BETUALLE","BETULENT","BETUPAPY","FAGUGRAN","FRAXAMER","PICERUBE","PINUSTRO","POPUTREM","PRUNPENS","PRUNSERO","QUERALBA","QUERRUBR","TILIAMER","TSUGCANA","woody","TotalBiomass","NA","NA","NA","NA","NA"
0,0.0192656379703492,0.00440506391792081,0.100487639232759,0.00888292799948636,0.676974169646202,0,0.0152246344854655,0.055096845264659,0.0048871486611525,0.0866412695980078,0,4.79127452991112e-09,2.8257975269312e-07,0.00583194637805417,0,0,0,0.0166955994078125,0.252376818382733,NA,NA,NA,NA,NA,NA
5,0.0200134193589652,0.00438201269870255,0.0921104990368455,0.00997965186793029,0.690934826112917,3.5483249244384e-06,0.00864546781984635,0.0548488664965156,0.00567928901739664,0.0875150750274556,0.000245026484698037,0.000431926051028121,2.03730071257276e-05,0.0057480942349556,0,1.91024365474626e-05,0,0.0159019357133919,0.301636686189609,NA,NA,NA,NA,NA,NA
10,0.0193175406046062,0.00459399407409246,0.0827277037168637,0.0118240699973526,0.702992974517647,1.00407530364235e-05,0.00468007141651711,0.0550857276979146,0.00657468714386853,0.0871585403495414,0.000457541332613534,0.000747945402533028,3.2821840478016e-05,0.00567363159709457,0,4.70356881564326e-05,0,0.0156878121531782,0.322518211233017,NA,NA,NA,NA,NA,NA
15,0.0222493466970375,0.00434851024663682,0.0726366328384306,0.0126634136675878,0.704885610514801,1.35619437155989e-05,0.00284050491699144,0.0553598687024625,0.00711988701163945,0.0935564303322048,0.000694084586921706,0.00102168280956152,4.54689680718845e-05,0.00550614090232672,4.26044445521255e-07,7.73876181312802e-05,0,0.0149287595841808,0.351662319317386,NA,NA,NA,NA,NA,NA
20,0.0204810337981293,0.00404866141022246,0.0614991563545807,0.0130267147316118,0.715673572718836,6.87856499779947e-05,0.00222367408826814,0.0563136676520243,0.00774752923088451,0.0944003049366843,0.000895209174042056,0.00123312074230322,5.12512060009924e-05,0.00554281025645015,1.67920461654866e-06,0.000101299132058288,0,0.0147288564534375,0.375779581120249,NA,NA,NA,NA,NA,NA
25,0.0204244051810308,0.00355325317370789,0.048845869214052,0.0126106863008427,0.724940445625759,0.000127765544668761,0.00273242188018601,0.0564403810937321,0.00838784480186554,0.0972975302514081,0.00110891887630806,0.00138804629202603,4.50773245600672e-05,0.00550559227818501,1.9403892556819e-06,0.000131389528629022,4.73583869539632e-07,0.0145278326759145,0.397740498205525,NA,NA,NA,NA,NA,NA
30,0.0208504544887459,0.00315459019005271,0.0481683305524098,0.01364231670908,0.722735938961328,0.000167952855650694,0.00193940945444066,0.0564323498010849,0.00870346053780039,0.100254752307775,0.00129824127844328,0.00138671566766981,6.12569860098448e-05,0.00532593679121505,2.64531450055036e-06,0.000169576513038823,4.32934132782007e-07,0.0140034253747097,0.432788994927201,NA,NA,NA,NA,NA,NA
35,0.0208535478319293,0.00283888182568268,0.0389901456406871,0.0144419272972709,0.728965378196668,0.000213860084476649,0.00202189275226434,0.056633761431605,0.00933347735147348,0.10191318121384,0.00158274144750591,0.00132408767642676,2.56262248149755e-05,0.00522238391884711,3.28525421732947e-06,0.000222082541298547,1.08711331688133e-06,0.0139951707453157,0.46600079130014,NA,NA,NA,NA,NA,NA
40,0.0215724801786541,0.00252269490570418,0.0317157073128994,0.0142843243140881,0.731038814916564,0.000245039095574416,0.00286768972347991,0.0575156714840731,0.00968435115542208,0.104793086907242,0.00178712882061205,0.00110571822717959,1.74136610872838e-05,0.00519297946023852,4.76562955008943e-06,0.000263171125020943,7.43438322221439e-07,0.0142655698803173,0.481898151782748,NA,NA,NA,NA,NA,NA
45,0.0228656755263568,0.0022033951553198,0.0244355889426457,0.0152448091573874,0.731449603133255,0.000284949410499306,0.00227047791038336,0.0597558868814474,0.00999872722563864,0.106692906189474,0.00200872543396011,0.000819815807398324,1.64413933521355e-05,0.00562180700516826,6.67350580950668e-06,0.000327466720598587,7.54202046436199e-07,0.0151635621865268,0.519914465839854,NA,NA,NA,NA,NA,NA
