"class","npixels","year","areaHa","scenario","rep"
"0",5395484,2010,485593.56,"Current","Rep2"
"1",1670908,2010,150381.72,"Current","Rep2"
"2",174944,2010,15744.96,"Current","Rep2"
"3",566324,2010,50969.16,"Current","Rep2"
"4",114507,2010,10305.63,"Current","Rep2"
"5",102431,2010,9218.79,"Current","Rep2"
"6",250640,2010,22557.6,"Current","Rep2"
"7",66147,2010,5953.23,"Current","Rep2"
"8",151699,2010,13652.91,"Current","Rep2"
"9",360265,2010,32423.85,"Current","Rep2"
"10",42941,2010,3864.69,"Current","Rep2"
"11",338431,2010,30458.79,"Current","Rep2"
"12",279783,2010,25180.47,"Current","Rep2"
"13",5500,2010,495,"Current","Rep2"
"0",5395484,2011,485593.56,"Current","Rep2"
"1",1674853,2011,150736.77,"Current","Rep2"
"2",173572,2011,15621.48,"Current","Rep2"
"3",570046,2011,51304.14,"Current","Rep2"
"4",111885,2011,10069.65,"Current","Rep2"
"5",102188,2011,9196.92,"Current","Rep2"
"6",252057,2011,22685.13,"Current","Rep2"
"7",66154,2011,5953.86,"Current","Rep2"
"8",151647,2011,13648.23,"Current","Rep2"
"9",357326,2011,32159.34,"Current","Rep2"
"10",42844,2011,3855.96,"Current","Rep2"
"11",336663,2011,30299.67,"Current","Rep2"
"12",279785,2011,25180.65,"Current","Rep2"
"13",5500,2011,495,"Current","Rep2"
"0",5395484,2012,485593.56,"Current","Rep2"
"1",1676054,2012,150844.86,"Current","Rep2"
"2",173333,2012,15599.97,"Current","Rep2"
"3",571115,2012,51400.35,"Current","Rep2"
"4",109717,2012,9874.53,"Current","Rep2"
"5",102183,2012,9196.47,"Current","Rep2"
"6",253205,2012,22788.45,"Current","Rep2"
"7",66165,2012,5954.85,"Current","Rep2"
"8",153090,2012,13778.1,"Current","Rep2"
"9",355577,2012,32001.93,"Current","Rep2"
"10",42718,2012,3844.62,"Current","Rep2"
"11",336068,2012,30246.12,"Current","Rep2"
"12",279795,2012,25181.55,"Current","Rep2"
"13",5500,2012,495,"Current","Rep2"
"0",5395484,2013,485593.56,"Current","Rep2"
"1",1678201,2013,151038.09,"Current","Rep2"
"2",172364,2013,15512.76,"Current","Rep2"
"3",570981,2013,51388.29,"Current","Rep2"
"4",109729,2013,9875.61,"Current","Rep2"
"5",101752,2013,9157.68,"Current","Rep2"
"6",253948,2013,22855.32,"Current","Rep2"
"7",66170,2013,5955.3,"Current","Rep2"
"8",153064,2013,13775.76,"Current","Rep2"
"9",355173,2013,31965.57,"Current","Rep2"
"10",41678,2013,3751.02,"Current","Rep2"
"11",336173,2013,30255.57,"Current","Rep2"
"12",279787,2013,25180.83,"Current","Rep2"
"13",5500,2013,495,"Current","Rep2"
"0",5406117,2014,486550.53,"Current","Rep2"
"1",1678106,2014,151029.54,"Current","Rep2"
"2",170839,2014,15375.51,"Current","Rep2"
"3",570625,2014,51356.25,"Current","Rep2"
"4",109705,2014,9873.45,"Current","Rep2"
"5",101824,2014,9164.16,"Current","Rep2"
"6",253669,2014,22830.21,"Current","Rep2"
"7",66114,2014,5950.26,"Current","Rep2"
"8",153256,2014,13793.04,"Current","Rep2"
"9",349313,2014,31438.17,"Current","Rep2"
"10",40552,2014,3649.68,"Current","Rep2"
"11",335458,2014,30191.22,"Current","Rep2"
"12",278932,2014,25103.88,"Current","Rep2"
"13",5494,2014,494.46,"Current","Rep2"
"0",5407603,2015,486684.27,"Current","Rep2"
"1",1679789,2015,151181.01,"Current","Rep2"
"2",170667,2015,15360.03,"Current","Rep2"
"3",574821,2015,51733.89,"Current","Rep2"
"4",113715,2015,10234.35,"Current","Rep2"
"5",101805,2015,9162.45,"Current","Rep2"
"6",252167,2015,22695.03,"Current","Rep2"
"7",66122,2015,5950.98,"Current","Rep2"
"8",153217,2015,13789.53,"Current","Rep2"
"9",345285,2015,31075.65,"Current","Rep2"
"10",40456,2015,3641.04,"Current","Rep2"
"11",329876,2015,29688.84,"Current","Rep2"
"12",278988,2015,25108.92,"Current","Rep2"
"13",5493,2015,494.37,"Current","Rep2"
"0",5407273,2016,486654.57,"Current","Rep2"
"1",1685501,2016,151695.09,"Current","Rep2"
"2",168498,2016,15164.82,"Current","Rep2"
"3",574974,2016,51747.66,"Current","Rep2"
"4",113795,2016,10241.55,"Current","Rep2"
"5",101812,2016,9163.08,"Current","Rep2"
"6",252744,2016,22746.96,"Current","Rep2"
"7",66134,2016,5952.06,"Current","Rep2"
"8",153182,2016,13786.38,"Current","Rep2"
"9",341294,2016,30716.46,"Current","Rep2"
"10",40204,2016,3618.36,"Current","Rep2"
"11",330014,2016,29701.26,"Current","Rep2"
"12",279086,2016,25117.74,"Current","Rep2"
"13",5493,2016,494.37,"Current","Rep2"
"0",5407005,2017,486630.45,"Current","Rep2"
"1",1689062,2017,152015.58,"Current","Rep2"
"2",167179,2017,15046.11,"Current","Rep2"
"3",576248,2017,51862.32,"Current","Rep2"
"4",113845,2017,10246.05,"Current","Rep2"
"5",101794,2017,9161.46,"Current","Rep2"
"6",253162,2017,22784.58,"Current","Rep2"
"7",66149,2017,5953.41,"Current","Rep2"
"8",153188,2017,13786.92,"Current","Rep2"
"9",337972,2017,30417.48,"Current","Rep2"
"10",39957,2017,3596.13,"Current","Rep2"
"11",329651,2017,29668.59,"Current","Rep2"
"12",279299,2017,25136.91,"Current","Rep2"
"13",5493,2017,494.37,"Current","Rep2"
"0",5406656,2018,486599.04,"Current","Rep2"
"1",1692290,2018,152306.1,"Current","Rep2"
"2",166540,2018,14988.6,"Current","Rep2"
"3",578323,2018,52049.07,"Current","Rep2"
"4",113902,2018,10251.18,"Current","Rep2"
"5",101799,2018,9161.91,"Current","Rep2"
"6",254834,2018,22935.06,"Current","Rep2"
"7",66152,2018,5953.68,"Current","Rep2"
"8",153159,2018,13784.31,"Current","Rep2"
"9",332155,2018,29893.95,"Current","Rep2"
"10",39817,2018,3583.53,"Current","Rep2"
"11",329624,2018,29666.16,"Current","Rep2"
"12",279261,2018,25133.49,"Current","Rep2"
"13",5492,2018,494.28,"Current","Rep2"
"0",5415556,2019,487400.04,"Current","Rep2"
"1",1689651,2019,152068.59,"Current","Rep2"
"2",166412,2019,14977.08,"Current","Rep2"
"3",580350,2019,52231.5,"Current","Rep2"
"4",113848,2019,10246.32,"Current","Rep2"
"5",102055,2019,9184.95,"Current","Rep2"
"6",254799,2019,22931.91,"Current","Rep2"
"7",66073,2019,5946.57,"Current","Rep2"
"8",153021,2019,13771.89,"Current","Rep2"
"9",326285,2019,29365.65,"Current","Rep2"
"10",38968,2019,3507.12,"Current","Rep2"
"11",328736,2019,29586.24,"Current","Rep2"
"12",278767,2019,25089.03,"Current","Rep2"
"13",5483,2019,493.47,"Current","Rep2"
"0",5415138,2020,487362.42,"Current","Rep2"
"1",1694486,2020,152503.74,"Current","Rep2"
"2",169082,2020,15217.38,"Current","Rep2"
"3",580954,2020,52285.86,"Current","Rep2"
"4",113990,2020,10259.1,"Current","Rep2"
"5",102096,2020,9188.64,"Current","Rep2"
"6",255833,2020,23024.97,"Current","Rep2"
"7",66088,2020,5947.92,"Current","Rep2"
"8",153056,2020,13775.04,"Current","Rep2"
"9",320784,2020,28870.56,"Current","Rep2"
"10",38777,2020,3489.93,"Current","Rep2"
"11",325399,2020,29285.91,"Current","Rep2"
"12",278838,2020,25095.42,"Current","Rep2"
"13",5483,2020,493.47,"Current","Rep2"
"0",5414576,2021,487311.84,"Current","Rep2"
"1",1704313,2021,153388.17,"Current","Rep2"
"2",168878,2021,15199.02,"Current","Rep2"
"3",579934,2021,52194.06,"Current","Rep2"
"4",113882,2021,10249.38,"Current","Rep2"
"5",99942,2021,8994.78,"Current","Rep2"
"6",259117,2021,23320.53,"Current","Rep2"
"7",66104,2021,5949.36,"Current","Rep2"
"8",153119,2021,13780.71,"Current","Rep2"
"9",319341,2021,28740.69,"Current","Rep2"
"10",38301,2021,3447.09,"Current","Rep2"
"11",317849,2021,28606.41,"Current","Rep2"
"12",279165,2021,25124.85,"Current","Rep2"
"13",5483,2021,493.47,"Current","Rep2"
"0",5414208,2022,487278.72,"Current","Rep2"
"1",1710290,2022,153926.1,"Current","Rep2"
"2",168706,2022,15183.54,"Current","Rep2"
"3",579540,2022,52158.6,"Current","Rep2"
"4",114077,2022,10266.93,"Current","Rep2"
"5",98728,2022,8885.52,"Current","Rep2"
"6",260516,2022,23446.44,"Current","Rep2"
"7",66118,2022,5950.62,"Current","Rep2"
"8",153182,2022,13786.38,"Current","Rep2"
"9",317623,2022,28586.07,"Current","Rep2"
"10",37736,2022,3396.24,"Current","Rep2"
"11",314662,2022,28319.58,"Current","Rep2"
"12",279135,2022,25122.15,"Current","Rep2"
"13",5483,2022,493.47,"Current","Rep2"
"0",5413730,2023,487235.7,"Current","Rep2"
"1",1721148,2023,154903.32,"Current","Rep2"
"2",167832,2023,15104.88,"Current","Rep2"
"3",579906,2023,52191.54,"Current","Rep2"
"4",114212,2023,10279.08,"Current","Rep2"
"5",97443,2023,8769.87,"Current","Rep2"
"6",265282,2023,23875.38,"Current","Rep2"
"7",66122,2023,5950.98,"Current","Rep2"
"8",153226,2023,13790.34,"Current","Rep2"
"9",313436,2023,28209.24,"Current","Rep2"
"10",37572,2023,3381.48,"Current","Rep2"
"11",305439,2023,27489.51,"Current","Rep2"
"12",279174,2023,25125.66,"Current","Rep2"
"13",5482,2023,493.38,"Current","Rep2"
"0",5422953,2024,488065.77,"Current","Rep2"
"1",1719012,2024,154711.08,"Current","Rep2"
"2",167705,2024,15093.45,"Current","Rep2"
"3",580013,2024,52201.17,"Current","Rep2"
"4",114338,2024,10290.42,"Current","Rep2"
"5",96461,2024,8681.49,"Current","Rep2"
"6",265069,2024,23856.21,"Current","Rep2"
"7",66039,2024,5943.51,"Current","Rep2"
"8",153172,2024,13785.48,"Current","Rep2"
"9",310134,2024,27912.06,"Current","Rep2"
"10",36672,2024,3300.48,"Current","Rep2"
"11",304524,2024,27407.16,"Current","Rep2"
"12",278453,2024,25060.77,"Current","Rep2"
"13",5459,2024,491.31,"Current","Rep2"
"0",5422343,2025,488010.87,"Current","Rep2"
"1",1721121,2025,154900.89,"Current","Rep2"
"2",167789,2025,15101.01,"Current","Rep2"
"3",581290,2025,52316.1,"Current","Rep2"
"4",114583,2025,10312.47,"Current","Rep2"
"5",96394,2025,8675.46,"Current","Rep2"
"6",265734,2025,23916.06,"Current","Rep2"
"7",66055,2025,5944.95,"Current","Rep2"
"8",153188,2025,13786.92,"Current","Rep2"
"9",307034,2025,27633.06,"Current","Rep2"
"10",36511,2025,3285.99,"Current","Rep2"
"11",304056,2025,27365.04,"Current","Rep2"
"12",278446,2025,25060.14,"Current","Rep2"
"13",5460,2025,491.4,"Current","Rep2"
"0",5421566,2026,487940.94,"Current","Rep2"
"1",1722942,2026,155064.78,"Current","Rep2"
"2",167688,2026,15091.92,"Current","Rep2"
"3",580138,2026,52212.42,"Current","Rep2"
"4",114798,2026,10331.82,"Current","Rep2"
"5",96566,2026,8690.94,"Current","Rep2"
"6",268807,2026,24192.63,"Current","Rep2"
"7",66073,2026,5946.57,"Current","Rep2"
"8",153186,2026,13786.74,"Current","Rep2"
"9",304107,2026,27369.63,"Current","Rep2"
"10",36298,2026,3266.82,"Current","Rep2"
"11",303914,2026,27352.26,"Current","Rep2"
"12",278461,2026,25061.49,"Current","Rep2"
"13",5460,2026,491.4,"Current","Rep2"
"0",5420829,2027,487874.61,"Current","Rep2"
"1",1724896,2027,155240.64,"Current","Rep2"
"2",168586,2027,15172.74,"Current","Rep2"
"3",578934,2027,52104.06,"Current","Rep2"
"4",114946,2027,10345.14,"Current","Rep2"
"5",96823,2027,8714.07,"Current","Rep2"
"6",269955,2027,24295.95,"Current","Rep2"
"7",66096,2027,5948.64,"Current","Rep2"
"8",153166,2027,13784.94,"Current","Rep2"
"9",301812,2027,27163.08,"Current","Rep2"
"10",36095,2027,3248.55,"Current","Rep2"
"11",303863,2027,27347.67,"Current","Rep2"
"12",278542,2027,25068.78,"Current","Rep2"
"13",5461,2027,491.49,"Current","Rep2"
"0",5420214,2028,487819.26,"Current","Rep2"
"1",1729234,2028,155631.06,"Current","Rep2"
"2",168406,2028,15156.54,"Current","Rep2"
"3",577726,2028,51995.34,"Current","Rep2"
"4",115162,2028,10364.58,"Current","Rep2"
"5",98472,2028,8862.48,"Current","Rep2"
"6",270459,2028,24341.31,"Current","Rep2"
"7",66113,2028,5950.17,"Current","Rep2"
"8",153150,2028,13783.5,"Current","Rep2"
"9",299985,2028,26998.65,"Current","Rep2"
"10",33484,2028,3013.56,"Current","Rep2"
"11",303622,2028,27325.98,"Current","Rep2"
"12",278515,2028,25066.35,"Current","Rep2"
"13",5462,2028,491.58,"Current","Rep2"
"0",5430898,2029,488780.82,"Current","Rep2"
"1",1727197,2029,155447.73,"Current","Rep2"
"2",167464,2029,15071.76,"Current","Rep2"
"3",576973,2029,51927.57,"Current","Rep2"
"4",115357,2029,10382.13,"Current","Rep2"
"5",98814,2029,8893.26,"Current","Rep2"
"6",269359,2029,24242.31,"Current","Rep2"
"7",66008,2029,5940.72,"Current","Rep2"
"8",153066,2029,13775.94,"Current","Rep2"
"9",297793,2029,26801.37,"Current","Rep2"
"10",31690,2029,2852.1,"Current","Rep2"
"11",302144,2029,27192.96,"Current","Rep2"
"12",277830,2029,25004.7,"Current","Rep2"
"13",5411,2029,486.99,"Current","Rep2"
"0",5430025,2030,488702.25,"Current","Rep2"
"1",1729719,2030,155674.71,"Current","Rep2"
"2",165881,2030,14929.29,"Current","Rep2"
"3",577447,2030,51970.23,"Current","Rep2"
"4",115553,2030,10399.77,"Current","Rep2"
"5",99273,2030,8934.57,"Current","Rep2"
"6",269770,2030,24279.3,"Current","Rep2"
"7",66021,2030,5941.89,"Current","Rep2"
"8",153056,2030,13775.04,"Current","Rep2"
"9",296874,2030,26718.66,"Current","Rep2"
"10",31165,2030,2804.85,"Current","Rep2"
"11",301925,2030,27173.25,"Current","Rep2"
"12",277883,2030,25009.47,"Current","Rep2"
"13",5412,2030,487.08,"Current","Rep2"
"0",5429097,2031,488618.73,"Current","Rep2"
"1",1731392,2031,155825.28,"Current","Rep2"
"2",164841,2031,14835.69,"Current","Rep2"
"3",577798,2031,52001.82,"Current","Rep2"
"4",115688,2031,10411.92,"Current","Rep2"
"5",99461,2031,8951.49,"Current","Rep2"
"6",271101,2031,24399.09,"Current","Rep2"
"7",66042,2031,5943.78,"Current","Rep2"
"8",153045,2031,13774.05,"Current","Rep2"
"9",295792,2031,26621.28,"Current","Rep2"
"10",30885,2031,2779.65,"Current","Rep2"
"11",301487,2031,27133.83,"Current","Rep2"
"12",277962,2031,25016.58,"Current","Rep2"
