"class","npixels","year","areaHa","scenario","rep"
"0",698920,2010,62902.8,"Current","Rep2"
"1",954728,2010,85925.52,"Current","Rep2"
"2",99268,2010,8934.12,"Current","Rep2"
"3",415208,2010,37368.72,"Current","Rep2"
"4",98487,2010,8863.83,"Current","Rep2"
"5",85593,2010,7703.37,"Current","Rep2"
"6",137029,2010,12332.61,"Current","Rep2"
"7",6382,2010,574.38,"Current","Rep2"
"8",6018,2010,541.62,"Current","Rep2"
"9",151512,2010,13636.08,"Current","Rep2"
"10",10340,2010,930.6,"Current","Rep2"
"11",144995,2010,13049.55,"Current","Rep2"
"12",44017,2010,3961.53,"Current","Rep2"
"13",736,2010,66.24,"Current","Rep2"
"0",698920,2011,62902.8,"Current","Rep2"
"1",958553,2011,86269.77,"Current","Rep2"
"2",97886,2011,8809.74,"Current","Rep2"
"3",419277,2011,37734.93,"Current","Rep2"
"4",95908,2011,8631.72,"Current","Rep2"
"5",85379,2011,7684.11,"Current","Rep2"
"6",137656,2011,12389.04,"Current","Rep2"
"7",6382,2011,574.38,"Current","Rep2"
"8",6018,2011,541.62,"Current","Rep2"
"9",148946,2011,13405.14,"Current","Rep2"
"10",10334,2011,930.06,"Current","Rep2"
"11",143221,2011,12889.89,"Current","Rep2"
"12",44017,2011,3961.53,"Current","Rep2"
"13",736,2011,66.24,"Current","Rep2"
"0",698920,2012,62902.8,"Current","Rep2"
"1",959673,2012,86370.57,"Current","Rep2"
"2",97484,2012,8773.56,"Current","Rep2"
"3",420632,2012,37856.88,"Current","Rep2"
"4",95047,2012,8554.23,"Current","Rep2"
"5",85424,2012,7688.16,"Current","Rep2"
"6",138477,2012,12462.93,"Current","Rep2"
"7",6382,2012,574.38,"Current","Rep2"
"8",6374,2012,573.66,"Current","Rep2"
"9",147163,2012,13244.67,"Current","Rep2"
"10",10330,2012,929.7,"Current","Rep2"
"11",142572,2012,12831.48,"Current","Rep2"
"12",44019,2012,3961.71,"Current","Rep2"
"13",736,2012,66.24,"Current","Rep2"
"0",698920,2013,62902.8,"Current","Rep2"
"1",960852,2013,86476.68,"Current","Rep2"
"2",96505,2013,8685.45,"Current","Rep2"
"3",421149,2013,37903.41,"Current","Rep2"
"4",95007,2013,8550.63,"Current","Rep2"
"5",85033,2013,7652.97,"Current","Rep2"
"6",139040,2013,12513.6,"Current","Rep2"
"7",6382,2013,574.38,"Current","Rep2"
"8",6374,2013,573.66,"Current","Rep2"
"9",146851,2013,13216.59,"Current","Rep2"
"10",9790,2013,881.1,"Current","Rep2"
"11",142574,2013,12831.66,"Current","Rep2"
"12",44020,2013,3961.8,"Current","Rep2"
"13",736,2013,66.24,"Current","Rep2"
"0",704644,2014,63417.96,"Current","Rep2"
"1",963119,2014,86680.71,"Current","Rep2"
"2",95033,2014,8552.97,"Current","Rep2"
"3",420640,2014,37857.6,"Current","Rep2"
"4",94921,2014,8542.89,"Current","Rep2"
"5",84904,2014,7641.36,"Current","Rep2"
"6",139278,2014,12535.02,"Current","Rep2"
"7",6372,2014,573.48,"Current","Rep2"
"8",6402,2014,576.18,"Current","Rep2"
"9",141658,2014,12749.22,"Current","Rep2"
"10",9497,2014,854.73,"Current","Rep2"
"11",142143,2014,12792.87,"Current","Rep2"
"12",43886,2014,3949.74,"Current","Rep2"
"13",736,2014,66.24,"Current","Rep2"
"0",705852,2015,63526.68,"Current","Rep2"
"1",964735,2015,86826.15,"Current","Rep2"
"2",94849,2015,8536.41,"Current","Rep2"
"3",424037,2015,38163.33,"Current","Rep2"
"4",98347,2015,8851.23,"Current","Rep2"
"5",84904,2015,7641.36,"Current","Rep2"
"6",138479,2015,12463.11,"Current","Rep2"
"7",6372,2015,573.48,"Current","Rep2"
"8",6404,2015,576.36,"Current","Rep2"
"9",137645,2015,12388.05,"Current","Rep2"
"10",9492,2015,854.28,"Current","Rep2"
"11",137446,2015,12370.14,"Current","Rep2"
"12",43935,2015,3954.15,"Current","Rep2"
"13",736,2015,66.24,"Current","Rep2"
"0",705700,2016,63513,"Current","Rep2"
"1",967915,2016,87112.35,"Current","Rep2"
"2",92658,2016,8339.22,"Current","Rep2"
"3",424432,2016,38198.88,"Current","Rep2"
"4",98312,2016,8848.08,"Current","Rep2"
"5",84960,2016,7646.4,"Current","Rep2"
"6",138751,2016,12487.59,"Current","Rep2"
"7",6372,2016,573.48,"Current","Rep2"
"8",6415,2016,577.35,"Current","Rep2"
"9",136072,2016,12246.48,"Current","Rep2"
"10",9482,2016,853.38,"Current","Rep2"
"11",137415,2016,12367.35,"Current","Rep2"
"12",44013,2016,3961.17,"Current","Rep2"
"13",736,2016,66.24,"Current","Rep2"
"0",705582,2017,63502.38,"Current","Rep2"
"1",970315,2017,87328.35,"Current","Rep2"
"2",91355,2017,8221.95,"Current","Rep2"
"3",424542,2017,38208.78,"Current","Rep2"
"4",98314,2017,8848.26,"Current","Rep2"
"5",84966,2017,7646.94,"Current","Rep2"
"6",138964,2017,12506.76,"Current","Rep2"
"7",6372,2017,573.48,"Current","Rep2"
"8",6431,2017,578.79,"Current","Rep2"
"9",135036,2017,12153.24,"Current","Rep2"
"10",9478,2017,853.02,"Current","Rep2"
"11",137124,2017,12341.16,"Current","Rep2"
"12",44018,2017,3961.62,"Current","Rep2"
"13",736,2017,66.24,"Current","Rep2"
"0",705417,2018,63487.53,"Current","Rep2"
"1",971912,2018,87472.08,"Current","Rep2"
"2",90729,2018,8165.61,"Current","Rep2"
"3",426727,2018,38405.43,"Current","Rep2"
"4",98309,2018,8847.81,"Current","Rep2"
"5",84994,2018,7649.46,"Current","Rep2"
"6",140289,2018,12626.01,"Current","Rep2"
"7",6372,2018,573.48,"Current","Rep2"
"8",6438,2018,579.42,"Current","Rep2"
"9",130725,2018,11765.25,"Current","Rep2"
"10",9468,2018,852.12,"Current","Rep2"
"11",137098,2018,12338.82,"Current","Rep2"
"12",44019,2018,3961.71,"Current","Rep2"
"13",736,2018,66.24,"Current","Rep2"
"0",710875,2019,63978.75,"Current","Rep2"
"1",970326,2019,87329.34,"Current","Rep2"
"2",90616,2019,8155.44,"Current","Rep2"
"3",424955,2019,38245.95,"Current","Rep2"
"4",98177,2019,8835.93,"Current","Rep2"
"5",85037,2019,7653.33,"Current","Rep2"
"6",140326,2019,12629.34,"Current","Rep2"
"7",6363,2019,572.67,"Current","Rep2"
"8",6450,2019,580.5,"Current","Rep2"
"9",129527,2019,11657.43,"Current","Rep2"
"10",9316,2019,838.44,"Current","Rep2"
"11",136592,2019,12293.28,"Current","Rep2"
"12",43937,2019,3954.33,"Current","Rep2"
"13",736,2019,66.24,"Current","Rep2"
"0",710755,2020,63967.95,"Current","Rep2"
"1",973936,2020,87654.24,"Current","Rep2"
