Time,ManagementArea,Prescription,HarvestedSites,TotalCohortsCompleteHarvest,TotalCohortsPartialHarvest,TotalBiomassHarvested,CohortsHarvested_ABIEBALS,CohortsHarvested_ACERPENS,CohortsHarvested_ACERRUBR,CohortsHarvested_ACERSACC,CohortsHarvested_BETUALLE,CohortsHarvested_BETULENT,CohortsHarvested_BETUPAPY,CohortsHarvested_CARYCORD,CohortsHarvested_CARYOVAT,CohortsHarvested_FAGUGRAN,CohortsHarvested_FRAXAMER,CohortsHarvested_PICEABIE,CohortsHarvested_PICERUBE,CohortsHarvested_PINURESI,CohortsHarvested_PINUSTRO,CohortsHarvested_POPUGRAN,CohortsHarvested_POPUTREM,CohortsHarvested_PRUNPENS,CohortsHarvested_PRUNSERO,CohortsHarvested_QUERALBA,CohortsHarvested_QUERRUBR,CohortsHarvested_TILIAMER,CohortsHarvested_TSUGCANA,BiomassHarvestedMg_ABIEBALS,BiomassHarvestedMg_ACERPENS,BiomassHarvestedMg_ACERRUBR,BiomassHarvestedMg_ACERSACC,BiomassHarvestedMg_BETUALLE,BiomassHarvestedMg_BETULENT,BiomassHarvestedMg_BETUPAPY,BiomassHarvestedMg_CARYCORD,BiomassHarvestedMg_CARYOVAT,BiomassHarvestedMg_FAGUGRAN,BiomassHarvestedMg_FRAXAMER,BiomassHarvestedMg_PICEABIE,BiomassHarvestedMg_PICERUBE,BiomassHarvestedMg_PINURESI,BiomassHarvestedMg_PINUSTRO,BiomassHarvestedMg_POPUGRAN,BiomassHarvestedMg_POPUTREM,BiomassHarvestedMg_PRUNPENS,BiomassHarvestedMg_PRUNSERO,BiomassHarvestedMg_QUERALBA,BiomassHarvestedMg_QUERRUBR,BiomassHarvestedMg_TILIAMER,BiomassHarvestedMg_TSUGCANA,
5, 31, ClearCutLarge, 2012, 11428, 0, 27133.3288781816, 387, 27, 1526, 2599, 2126, 15, 215, 0, 0, 1775, 504, 191, 905, 0, 32, 24, 78, 12, 324, 0, 55, 1, 622, 132.157805251479, 13.0005005165935, 1541.67306126058, 12007.6636771417, 6283.56534968644, 19.9926007944345, 159.05430632025, 0, 0, 2521.30330018759, 1416.96815630525, 304.981212118864, 285.509711345136, 0, 217.674008649588, 6.73020026743412, 21.3714008492231, 0.0963000038266182, 1345.61435346991, 0, 212.685308451355, 19.9782007938623, 623.30942476809, 
5, 31, SoftwoodRelease, 1098, 4222, 0, 11134.3873424408, 0, 3, 1039, 565, 1096, 13, 459, 0, 0, 561, 240, 0, 0, 0, 0, 46, 76, 4, 99, 0, 21, 0, 0, 0, 1.53900006115437, 740.115029409528, 4268.4058696112, 4075.87426196068, 18.8595007494092, 90.9720036149025, 0, 0, 1015.56364035487, 487.753219381571, 0, 0, 0, 0, 18.9207007518411, 42.5529016909003, 0.889200035333633, 304.523112100661, 0, 68.4189027187228, 0, 0, 
5, 31, PlantationConversion, 1044, 4515, 0, 8885.20535306632, 70, 1, 419, 478, 394, 0, 30, 0, 0, 176, 27, 1975, 356, 0, 20, 11, 148, 0, 57, 0, 0, 0, 353, 25.1379009988904, 0.702900027930736, 379.153815066218, 2996.32511906326, 1841.46037317306, 0, 19.1934007626772, 0, 0, 682.050627102256, 53.1828021132946, 2157.29828572333, 88.8408035302162, 0, 151.875906035006, 13.7718005472422, 45.5715018108487, 0, 232.360209233165, 0, 0, 0, 198.279907878935, 
5, 31, GroupSelection, 849, 4923, 0, 11427.4075540844, 287, 11, 876, 835, 755, 7, 187, 0, 0, 517, 185, 88, 476, 8, 59, 66, 76, 16, 230, 3, 34, 0, 207, 120.873604803085, 3.49650013893843, 780.975931033194, 4616.4214834401, 2389.19769493818, 9.60030038148165, 93.9951037350297, 0, 0, 815.799632416963, 475.438518892229, 106.20180422008, 354.414614083171, 1.15020004570484, 460.586718302071, 35.9208014273644, 21.781800865531, 0.13230000525713, 856.215034022927, 15.5853006193042, 154.655106145442, 0, 114.965104568303, 
5, 31, GroupSelectionBeechUnderstory, 1041, 5670, 0, 13881.4709516001, 0, 0, 273, 1874, 1051, 8, 211, 0, 0, 2124, 82, 0, 2, 0, 3, 0, 0, 0, 17, 0, 6, 0, 19, 0, 0, 272.351710822284, 7062.94378065616, 3062.61012169719, 27.3132010853291, 41.8887016645074, 0, 0, 3122.05512405932, 150.894905996025, 0, 0.822600032687187, 0, 9.65160038352013, 0, 0, 0, 110.588404394388, 0, 13.2507005265355, 0, 7.10010028213263, 
5, 31, OakShelterWood, 286, 1191, 461, 2554.02190148771, 8, 0, 311, 114, 110, 96, 19, 0, 0, 210, 55, 0, 12, 0, 73, 33, 1, 1, 40, 37, 424, 1, 107, 1.4148000562191, 0, 215.396108559072, 675.343826835752, 233.925309295356, 284.140811290741, 6.70950026661158, 0, 0, 203.772608097196, 87.5808034801483, 0, 1.4922000592947, 0, 163.715406505466, 10.733400426507, 1.13760004520416, 0.00630000025033951, 235.052109340131, 45.2871017995477, 353.402114042938, 4.81680019140244, 30.0951011958718, 
5, 31, NHWShelterwood, 394, 375, 1746, 1890.58327512503, 4, 1, 77, 842, 412, 4, 19, 0, 0, 465, 142, 0, 9, 0, 11, 6, 15, 6, 24, 0, 19, 4, 61, 1.11510004431009, 0.522900020778179, 35.2953014025092, 741.797129476369, 276.766210997701, 0.686700027287006, 8.28000032901764, 0, 0, 137.957405481934, 495.910819705725, 0, 1.03050004094839, 0, 28.2150011211634, 2.18970008701086, 5.28030020982027, 0.0414000016450882, 125.667004993558, 0, 11.9070004731417, 3.85200015306473, 14.0688005590439, 
5, 31, NHWSingleTreeSelection, 202, 0, 1145, 636.304525284469, 455, 0, 20, 46, 404, 2, 120, 0, 0, 0, 9, 0, 75, 0, 2, 0, 3, 0, 4, 0, 0, 0, 5, 118.718104717433, 0, 3.53970014065504, 74.8854029756785, 349.94161390543, 3.13560012459755, 2.17260008633137, 0, 0, 0, 7.71210030645132, 0, 68.3973027178645, 0, 4.19040016651154, 0, 0.332100013196468, 0, 2.68470010668039, 0, 0, 0, 0.594900023639202, 
5, 62, ClearCutSmall, 1691, 10380, 0, 26034.7528345281, 114, 14, 1243, 2450, 1555, 208, 207, 0, 0, 1583, 1068, 94, 156, 0, 66, 25, 145, 30, 243, 16, 547, 9, 607, 34.8525013849139, 5.55120022058487, 731.023229048252, 11752.2598669928, 3939.20835653007, 1003.21383986413, 122.60160487175, 0, 0, 2537.42050082803, 2531.68030059993, 86.1903034248948, 41.5728016519547, 0, 309.581112301648, 15.274800606966, 43.3332017219067, 0.824400032758713, 1226.29864872873, 35.929801427722, 1344.40655342191, 43.5546017307043, 229.975209138393, 
5, 62, PlantationConversion, 284, 1366, 0, 3023.60322014719, 69, 2, 186, 143, 188, 0, 35, 0, 0, 61, 29, 302, 155, 3, 15, 4, 40, 5, 36, 0, 2, 0, 91, 30.8061012241244, 1.81530007213354, 154.873806154132, 950.740237779021, 736.578929269016, 0, 24.5295009747148, 0, 0, 114.935404567122, 96.3270038276911, 429.378317061961, 124.667104953825, 0.421200016736984, 90.7488036060333, 0.0072000002861023, 16.6428006613255, 0.0468000018596649, 153.955806117654, 0, 12.0258004778624, 0, 85.1031033816933, 
