"class","npixels","year","areaHa","scenario","rep"
"0",698920,2010,62902.8,"RCP85","Rep4"
"1",954753,2010,85927.77,"RCP85","Rep4"
"2",98378,2010,8854.02,"RCP85","Rep4"
"3",415915,2010,37432.35,"RCP85","Rep4"
"4",98488,2010,8863.92,"RCP85","Rep4"
"5",85624,2010,7706.16,"RCP85","Rep4"
"6",137153,2010,12343.77,"RCP85","Rep4"
"7",6377,2010,573.93,"RCP85","Rep4"
"8",6018,2010,541.62,"RCP85","Rep4"
"9",151515,2010,13636.35,"RCP85","Rep4"
"10",10345,2010,931.05,"RCP85","Rep4"
"11",144995,2010,13049.55,"RCP85","Rep4"
"12",44016,2010,3961.44,"RCP85","Rep4"
"13",736,2010,66.24,"RCP85","Rep4"
"0",698920,2011,62902.8,"RCP85","Rep4"
"1",958600,2011,86274,"RCP85","Rep4"
"2",97888,2011,8809.92,"RCP85","Rep4"
"3",419056,2011,37715.04,"RCP85","Rep4"
"4",95867,2011,8628.03,"RCP85","Rep4"
"5",85400,2011,7686,"RCP85","Rep4"
"6",137841,2011,12405.69,"RCP85","Rep4"
"7",6378,2011,574.02,"RCP85","Rep4"
"8",6018,2011,541.62,"RCP85","Rep4"
"9",148936,2011,13404.24,"RCP85","Rep4"
"10",10337,2011,930.33,"RCP85","Rep4"
"11",143239,2011,12891.51,"RCP85","Rep4"
"12",44017,2011,3961.53,"RCP85","Rep4"
"13",736,2011,66.24,"RCP85","Rep4"
"0",698920,2012,62902.8,"RCP85","Rep4"
"1",959749,2012,86377.41,"RCP85","Rep4"
"2",97489,2012,8774.01,"RCP85","Rep4"
"3",421010,2012,37890.9,"RCP85","Rep4"
"4",95040,2012,8553.6,"RCP85","Rep4"
"5",85433,2012,7688.97,"RCP85","Rep4"
"6",138532,2012,12467.88,"RCP85","Rep4"
"7",6378,2012,574.02,"RCP85","Rep4"
"8",6378,2012,574.02,"RCP85","Rep4"
"9",147161,2012,13244.49,"RCP85","Rep4"
"10",9794,2012,881.46,"RCP85","Rep4"
"11",142592,2012,12833.28,"RCP85","Rep4"
"12",44021,2012,3961.89,"RCP85","Rep4"
"13",736,2012,66.24,"RCP85","Rep4"
"0",698920,2013,62902.8,"RCP85","Rep4"
"1",960942,2013,86484.78,"RCP85","Rep4"
"2",96515,2013,8686.35,"RCP85","Rep4"
"3",420859,2013,37877.31,"RCP85","Rep4"
"4",94988,2013,8548.92,"RCP85","Rep4"
"5",85066,2013,7655.94,"RCP85","Rep4"
"6",139212,2013,12529.08,"RCP85","Rep4"
"7",6379,2013,574.11,"RCP85","Rep4"
"8",6379,2013,574.11,"RCP85","Rep4"
"9",146856,2013,13217.04,"RCP85","Rep4"
"10",9781,2013,880.29,"RCP85","Rep4"
"11",142578,2013,12832.02,"RCP85","Rep4"
"12",44022,2013,3961.98,"RCP85","Rep4"
"13",736,2013,66.24,"RCP85","Rep4"
"0",703589,2014,63323.01,"RCP85","Rep4"
"1",963632,2014,86726.88,"RCP85","Rep4"
"2",94971,2014,8547.39,"RCP85","Rep4"
"3",420447,2014,37840.23,"RCP85","Rep4"
"4",94819,2014,8533.71,"RCP85","Rep4"
"5",85054,2014,7654.86,"RCP85","Rep4"
"6",139881,2014,12589.29,"RCP85","Rep4"
"7",6372,2014,573.48,"RCP85","Rep4"
"8",6423,2014,578.07,"RCP85","Rep4"
"9",141712,2014,12754.08,"RCP85","Rep4"
"10",9497,2014,854.73,"RCP85","Rep4"
"11",142190,2014,12797.1,"RCP85","Rep4"
"12",43910,2014,3951.9,"RCP85","Rep4"
"13",736,2014,66.24,"RCP85","Rep4"
"0",704742,2015,63426.78,"RCP85","Rep4"
"1",965482,2015,86893.38,"RCP85","Rep4"
"2",94895,2015,8540.55,"RCP85","Rep4"
"3",423418,2015,38107.62,"RCP85","Rep4"
"4",98211,2015,8838.99,"RCP85","Rep4"
"5",85090,2015,7658.1,"RCP85","Rep4"
"6",139196,2015,12527.64,"RCP85","Rep4"
"7",6372,2015,573.48,"RCP85","Rep4"
"8",6427,2015,578.43,"RCP85","Rep4"
"9",137630,2015,12386.7,"RCP85","Rep4"
"10",9481,2015,853.29,"RCP85","Rep4"
"11",137523,2015,12377.07,"RCP85","Rep4"
"12",44030,2015,3962.7,"RCP85","Rep4"
"13",736,2015,66.24,"RCP85","Rep4"
"0",704547,2016,63409.23,"RCP85","Rep4"
"1",969036,2016,87213.24,"RCP85","Rep4"
"2",92418,2016,8317.62,"RCP85","Rep4"
"3",423502,2016,38115.18,"RCP85","Rep4"
"4",98002,2016,8820.18,"RCP85","Rep4"
"5",85252,2016,7672.68,"RCP85","Rep4"
"6",139827,2016,12584.43,"RCP85","Rep4"
"7",6372,2016,573.48,"RCP85","Rep4"
"8",6458,2016,581.22,"RCP85","Rep4"
"9",136038,2016,12243.42,"RCP85","Rep4"
"10",9473,2016,852.57,"RCP85","Rep4"
"11",137528,2016,12377.52,"RCP85","Rep4"
"12",44044,2016,3963.96,"RCP85","Rep4"
"13",736,2016,66.24,"RCP85","Rep4"
"0",704375,2017,63393.75,"RCP85","Rep4"
"1",971454,2017,87430.86,"RCP85","Rep4"
"2",91371,2017,8223.39,"RCP85","Rep4"
"3",423045,2017,38074.05,"RCP85","Rep4"
