"class","npixels","year","areaHa","scenario","rep"
"0",5395484,2010,485593.56,"RCP45","Rep4"
"1",1670958,2010,150386.22,"RCP45","Rep4"
"2",174056,2010,15665.04,"RCP45","Rep4"
"3",566983,2010,51028.47,"RCP45","Rep4"
"4",114498,2010,10304.82,"RCP45","Rep4"
"5",102435,2010,9219.15,"RCP45","Rep4"
"6",250802,2010,22572.18,"RCP45","Rep4"
"7",66141,2010,5952.69,"RCP45","Rep4"
"8",151698,2010,13652.82,"RCP45","Rep4"
"9",360263,2010,32423.67,"RCP45","Rep4"
"10",42982,2010,3868.38,"RCP45","Rep4"
"11",338418,2010,30457.62,"RCP45","Rep4"
"12",279786,2010,25180.74,"RCP45","Rep4"
"13",5500,2010,495,"RCP45","Rep4"
"0",5395484,2011,485593.56,"RCP45","Rep4"
"1",1674952,2011,150745.68,"RCP45","Rep4"
"2",173582,2011,15622.38,"RCP45","Rep4"
"3",569823,2011,51284.07,"RCP45","Rep4"
"4",111838,2011,10065.42,"RCP45","Rep4"
"5",102153,2011,9193.77,"RCP45","Rep4"
"6",252225,2011,22700.25,"RCP45","Rep4"
"7",66149,2011,5953.41,"RCP45","Rep4"
"8",151649,2011,13648.41,"RCP45","Rep4"
"9",357289,2011,32156.01,"RCP45","Rep4"
"10",42735,2011,3846.15,"RCP45","Rep4"
"11",336816,2011,30313.44,"RCP45","Rep4"
"12",279809,2011,25182.81,"RCP45","Rep4"
"13",5500,2011,495,"RCP45","Rep4"
"0",5395484,2012,485593.56,"RCP45","Rep4"
"1",1676265,2012,150863.85,"RCP45","Rep4"
"2",173342,2012,15600.78,"RCP45","Rep4"
"3",571577,2012,51441.93,"RCP45","Rep4"
"4",109766,2012,9878.94,"RCP45","Rep4"
"5",102120,2012,9190.8,"RCP45","Rep4"
"6",253160,2012,22784.4,"RCP45","Rep4"
"7",66156,2012,5954.04,"RCP45","Rep4"
"8",153090,2012,13778.1,"RCP45","Rep4"
"9",355538,2012,31998.42,"RCP45","Rep4"
"10",41804,2012,3762.36,"RCP45","Rep4"
"11",336366,2012,30272.94,"RCP45","Rep4"
"12",279836,2012,25185.24,"RCP45","Rep4"
"13",5500,2012,495,"RCP45","Rep4"
"0",5395484,2013,485593.56,"RCP45","Rep4"
"1",1678401,2013,151056.09,"RCP45","Rep4"
"2",172391,2013,15515.19,"RCP45","Rep4"
"3",570715,2013,51364.35,"RCP45","Rep4"
"4",109705,2013,9873.45,"RCP45","Rep4"
"5",101691,2013,9152.19,"RCP45","Rep4"
"6",254134,2013,22872.06,"RCP45","Rep4"
"7",66168,2013,5955.12,"RCP45","Rep4"
"8",153029,2013,13772.61,"RCP45","Rep4"
"9",355166,2013,31964.94,"RCP45","Rep4"
"10",41275,2013,3714.75,"RCP45","Rep4"
"11",336508,2013,30285.72,"RCP45","Rep4"
"12",279837,2013,25185.33,"RCP45","Rep4"
"13",5500,2013,495,"RCP45","Rep4"
"0",5404697,2014,486422.73,"RCP45","Rep4"
"1",1678934,2014,151104.06,"RCP45","Rep4"
"2",170845,2014,15376.05,"RCP45","Rep4"
"3",570318,2014,51328.62,"RCP45","Rep4"
"4",109572,2014,9861.48,"RCP45","Rep4"
"5",101874,2014,9168.66,"RCP45","Rep4"
"6",254500,2014,22905,"RCP45","Rep4"
"7",66158,2014,5954.22,"RCP45","Rep4"
"8",153163,2014,13784.67,"RCP45","Rep4"
"9",349503,2014,31455.27,"RCP45","Rep4"
"10",40083,2014,3607.47,"RCP45","Rep4"
"11",335840,2014,30225.6,"RCP45","Rep4"
"12",279034,2014,25113.06,"RCP45","Rep4"
"13",5483,2014,493.47,"RCP45","Rep4"
"0",5406072,2015,486546.48,"RCP45","Rep4"
"1",1680979,2015,151288.11,"RCP45","Rep4"
"2",170804,2015,15372.36,"RCP45","Rep4"
"3",574110,2015,51669.9,"RCP45","Rep4"
"4",113574,2015,10221.66,"RCP45","Rep4"
"5",101872,2015,9168.48,"RCP45","Rep4"
"6",253191,2015,22787.19,"RCP45","Rep4"
"7",66171,2015,5955.39,"RCP45","Rep4"
"8",153116,2015,13780.44,"RCP45","Rep4"
"9",345238,2015,31071.42,"RCP45","Rep4"
"10",39844,2015,3585.96,"RCP45","Rep4"
"11",330377,2015,29733.93,"RCP45","Rep4"
"12",279173,2015,25125.57,"RCP45","Rep4"
"13",5483,2015,493.47,"RCP45","Rep4"
"0",5405674,2016,486510.66,"RCP45","Rep4"
"1",1687711,2016,151893.99,"RCP45","Rep4"
"2",168370,2016,15153.3,"RCP45","Rep4"
"3",573216,2016,51589.44,"RCP45","Rep4"
"4",113349,2016,10201.41,"RCP45","Rep4"
"5",102019,2016,9181.71,"RCP45","Rep4"
"6",254298,2016,22886.82,"RCP45","Rep4"
"7",66175,2016,5955.75,"RCP45","Rep4"
"8",153102,2016,13779.18,"RCP45","Rep4"
"9",341270,2016,30714.3,"RCP45","Rep4"
"10",39500,2016,3555,"RCP45","Rep4"
"11",330614,2016,29755.26,"RCP45","Rep4"
"12",279222,2016,25129.98,"RCP45","Rep4"
"13",5484,2016,493.56,"RCP45","Rep4"
"0",5405305,2017,486477.45,"RCP45","Rep4"
"1",1691803,2017,152262.27,"RCP45","Rep4"
"2",167332,2017,15059.88,"RCP45","Rep4"
"3",574030,2017,51662.7,"RCP45","Rep4"
"4",113108,2017,10179.72,"RCP45","Rep4"
"5",102117,2017,9190.53,"RCP45","Rep4"
"6",255537,2017,22998.33,"RCP45","Rep4"
"7",66193,2017,5957.37,"RCP45","Rep4"
"8",153067,2017,13776.03,"RCP45","Rep4"
"9",337164,2017,30344.76,"RCP45","Rep4"
"10",39391,2017,3545.19,"RCP45","Rep4"
"11",330016,2017,29701.44,"RCP45","Rep4"
"12",279457,2017,25151.13,"RCP45","Rep4"
"13",5484,2017,493.56,"RCP45","Rep4"
"0",5404930,2018,486443.7,"RCP45","Rep4"
"1",1694544,2018,152508.96,"RCP45","Rep4"
"2",166757,2018,15008.13,"RCP45","Rep4"
"3",575121,2018,51760.89,"RCP45","Rep4"
"4",112976,2018,10167.84,"RCP45","Rep4"
"5",102191,2018,9197.19,"RCP45","Rep4"
"6",257973,2018,23217.57,"RCP45","Rep4"
"7",66250,2018,5962.5,"RCP45","Rep4"
"8",153035,2018,13773.15,"RCP45","Rep4"
"9",332391,2018,29915.19,"RCP45","Rep4"
"10",39096,2018,3518.64,"RCP45","Rep4"
"11",329789,2018,29681.01,"RCP45","Rep4"
"12",279467,2018,25152.03,"RCP45","Rep4"
"13",5484,2018,493.56,"RCP45","Rep4"
"0",5412817,2019,487153.53,"RCP45","Rep4"
"1",1692178,2019,152296.02,"RCP45","Rep4"
"2",166511,2019,14985.99,"RCP45","Rep4"
"3",578237,2019,52041.33,"RCP45","Rep4"
"4",112692,2019,10142.28,"RCP45","Rep4"
"5",102487,2019,9223.83,"RCP45","Rep4"
"6",258159,2019,23234.31,"RCP45","Rep4"
"7",66214,2019,5959.26,"RCP45","Rep4"
"8",152929,2019,13763.61,"RCP45","Rep4"
"9",326501,2019,29385.09,"RCP45","Rep4"
"10",38274,2019,3444.66,"RCP45","Rep4"
"11",328677,2019,29580.93,"RCP45","Rep4"
"12",278855,2019,25096.95,"RCP45","Rep4"
"13",5473,2019,492.57,"RCP45","Rep4"
"0",5412470,2020,487122.3,"RCP45","Rep4"
"1",1694242,2020,152481.78,"RCP45","Rep4"
"2",168772,2020,15189.48,"RCP45","Rep4"
"3",579683,2020,52171.47,"RCP45","Rep4"
"4",112849,2020,10156.41,"RCP45","Rep4"
"5",102467,2020,9222.03,"RCP45","Rep4"
"6",258816,2020,23293.44,"RCP45","Rep4"
"7",66233,2020,5960.97,"RCP45","Rep4"
"8",152976,2020,13767.84,"RCP45","Rep4"
"9",321229,2020,28910.61,"RCP45","Rep4"
"10",37855,2020,3406.95,"RCP45","Rep4"
"11",328086,2020,29527.74,"RCP45","Rep4"
"12",278853,2020,25096.77,"RCP45","Rep4"
"13",5473,2020,492.57,"RCP45","Rep4"
"0",5412058,2021,487085.22,"RCP45","Rep4"
"1",1707206,2021,153648.54,"RCP45","Rep4"
"2",168545,2021,15169.05,"RCP45","Rep4"
"3",578747,2021,52087.23,"RCP45","Rep4"
"4",112993,2021,10169.37,"RCP45","Rep4"
