Time,EcoName,ActiveCount,AvgLiveB,AvgAG_NPP,AvgLitterB,AvgDefoliation,
1, 2, 10512, 14768.2953767123, 552.992696199085, 273.097792998478, 0, 
1, 3, 6756, 15043.003848431, 559.866443475715, 276.616785079929, 0, 
1, 4, 22531, 15571.5896764458, 566.875161866233, 275.630198393325, 0, 
1, 5, 21273, 15468.8185493348, 565.011847120748, 271.169228599633, 0, 
1, 7, 51231, 16043.9227225703, 577.554583430093, 271.746520661318, 0, 
1, 8, 136297, 15461.5882521259, 560.800587059354, 266.039215830136, 0, 
1, 11, 115650, 15193.9696065716, 541.974136189502, 253.809511456982, 0, 
1, 12, 55809, 15792.6478883334, 559.671005447514, 261.437348814707, 0, 
1, 14, 1269169, 15257.7793201693, 549.902049120282, 251.467955804152, 0, 
1, 17, 931229, 15478.2296867903, 563.61829854848, 246.597305281515, 0, 
1, 20, 740833, 14706.2367429637, 532.838475046896, 235.174529212387, 0, 
1, 24, 31026, 8297.64574872687, 326.995989260713, 147.995842196867, 0, 
1, 25, 55690, 8219.21474232358, 289.351027442646, 147.067821871072, 0, 
1, 26, 5094, 8527.68629760503, 312.230462295077, 150.528661170004, 0, 
1, 27, 26357, 8346.92392912699, 237.673131250083, 136.915164851842, 0, 
1, 28, 7166, 9079.51576890874, 194.010983756421, 139.777560703321, 0, 
1, 31, 4108, 9040.49951314508, 264.433311235115, 173.222736124635, 0, 
1, 33, 55919, 15646.5960228187, 572.681793081105, 273.361308320964, 0, 
1, 35, 3291, 13744.0243087208, 517.179176600558, 248.762989972653, 0, 
1, 36, 1891, 13761.9370703332, 511.635162718261, 247.375462718139, 0, 
1, 37, 78234, 15250.0378735588, 550.494608800914, 261.059079172738, 0, 
1, 38, 36436, 15503.4253760018, 561.727369631908, 272.701504007026, 0, 
1, 40, 52088, 15325.3559361081, 556.838485752203, 264.830824758102, 0, 
1, 45, 46044, 16680.149074798, 590.359315373837, 266.181869516115, 0, 
1, 52, 179922, 7872.15950800903, 331.51042049931, 134.775969586821, 0, 
1, 53, 78866, 8043.1664849238, 320.805129576917, 144.192021910583, 0, 
1, 62, 8624, 14860.7365491651, 549.251937762967, 266.787453617811, 0, 
1, 65, 12462, 8763.58457711443, 264.730758230025, 159.834938212165, 0, 
1, 79, 32523, 16794.3313654952, 592.962290967694, 266.174553392983, 0, 
1, 80, 42117, 16434.6465560225, 575.322965145865, 263.815727615927, 0, 
