Time,InitRow,InitColumn,TotalSites,DamagedSites,CohortsKilled,MeanSeverity,
5, 60, 1079, 59, 56, 78, 3, 
5, 114, 796, 147, 145, 28, 3, 
5, 120, 990, 15, 15, 12, 2, 
5, 146, 1064, 15, 15, 5, 2, 
5, 151, 1137, 111, 106, 61, 1.92, 
5, 159, 985, 201, 198, 151, 2, 
5, 159, 1124, 2, 2, 1, 2, 
5, 162, 1107, 2, 1, 1, 1, 
5, 167, 1006, 32, 0, 0, 0, 
5, 175, 795, 48, 48, 212, 4.94, 
5, 177, 686, 11, 7, 2, 3, 
5, 181, 667, 2, 2, 2, 3, 
5, 189, 966, 40, 39, 16, 1.21, 
5, 212, 811, 51, 0, 0, 0, 
5, 214, 725, 16, 12, 7, 2, 
5, 220, 742, 5, 4, 1, 2, 
5, 224, 810, 50, 48, 13, 1.79, 
5, 231, 1037, 12, 0, 0, 0, 
5, 235, 517, 83, 83, 68, 3, 
5, 238, 1147, 16, 15, 14, 2.93, 
5, 246, 952, 22, 22, 15, 1.5, 
5, 348, 773, 39, 39, 23, 1.82, 
5, 348, 1212, 37, 36, 12, 2, 
5, 376, 1061, 32, 25, 7, 2, 
5, 384, 450, 20, 20, 19, 3, 
5, 389, 1138, 6, 5, 5, 3, 
5, 394, 1371, 12, 10, 3, 3, 
5, 415, 738, 44, 44, 27, 3, 
5, 418, 1060, 3, 0, 0, 0, 
5, 426, 1281, 146, 146, 168, 3, 
5, 431, 1073, 44, 31, 8, 3, 
5, 437, 446, 11, 10, 3, 2, 
5, 442, 791, 59, 58, 23, 2, 
5, 442, 1190, 20, 18, 3, 1, 
5, 473, 1429, 5, 5, 11, 3, 
5, 476, 1331, 16, 0, 0, 0, 
5, 484, 1140, 45, 45, 246, 4.98, 
5, 495, 1221, 94, 94, 93, 2.96, 
5, 495, 1238, 20, 19, 70, 4, 
5, 496, 1302, 52, 52, 23, 1.73, 
5, 511, 1074, 26, 0, 0, 0, 
5, 515, 910, 25, 19, 5, 1, 
5, 530, 1208, 3, 0, 0, 0, 
5, 537, 1359, 6, 6, 25, 4, 
5, 547, 1097, 34, 34, 25, 3, 
5, 551, 1282, 35, 32, 21, 2.94, 
5, 555, 413, 32, 32, 55, 3, 
5, 571, 753, 38, 26, 8, 1, 
5, 574, 1388, 100, 91, 15, 2, 
5, 575, 1044, 129, 129, 246, 3, 
5, 584, 1046, 56, 56, 322, 4, 
5, 587, 1001, 66, 66, 115, 3, 
5, 589, 528, 9, 7, 8, 2, 
5, 590, 1232, 74, 74, 27, 1.97, 
5, 603, 596, 33, 0, 0, 0, 
5, 615, 644, 88, 88, 91, 3, 
5, 623, 773, 33, 25, 3, 2.24, 
5, 627, 1059, 7, 3, 3, 1.67, 
5, 639, 899, 38, 37, 24, 3, 
5, 645, 1369, 117, 102, 27, 2.84, 
5, 660, 959, 61, 53, 15, 3, 
5, 669, 732, 104, 94, 14, 2, 
5, 671, 986, 11, 10, 10, 2.8, 
5, 672, 1192, 11, 5, 1, 1, 
5, 680, 507, 85, 85, 78, 3, 
5, 691, 1219, 61, 37, 6, 2, 
5, 712, 948, 69, 68, 40, 1.99, 
5, 719, 485, 2, 0, 0, 0, 
5, 731, 1107, 180, 180, 727, 4, 
5, 736, 756, 14, 9, 3, 1, 
5, 746, 738, 81, 81, 36, 1.99, 
5, 783, 626, 39, 0, 0, 0, 
5, 790, 1117, 43, 42, 16, 2, 
5, 790, 1287, 68, 66, 19, 2, 
5, 795, 1131, 158, 148, 434, 4, 
5, 801, 1045, 4, 2, 1, 1, 
5, 808, 990, 106, 106, 132, 3, 
5, 815, 561, 2, 2, 2, 2, 
5, 826, 668, 56, 56, 20, 2, 
5, 829, 1055, 221, 220, 163, 2.87, 
5, 838, 854, 45, 43, 5, 3, 
5, 875, 812, 33, 0, 0, 0, 
5, 891, 933, 6, 6, 5, 2, 
5, 906, 1342, 8, 0, 0, 0, 
5, 913, 896, 173, 173, 857, 4.98, 
5, 927, 560, 40, 40, 13, 2, 
5, 946, 1364, 8, 0, 0, 0, 
5, 947, 604, 82, 72, 9, 2, 
5, 951, 547, 10, 10, 50, 4, 
5, 962, 1012, 78, 78, 22, 1, 
5, 979, 802, 12, 0, 0, 0, 
5, 993, 1028, 30, 0, 0, 0, 
5, 997, 752, 44, 38, 14, 2.89, 
5, 1043, 1348, 2, 0, 0, 0, 
5, 1060, 1135, 18, 16, 5, 2, 
5, 1074, 891, 14, 14, 37, 3, 
5, 1096, 1073, 15, 15, 41, 4, 
5, 1113, 856, 39, 38, 15, 1.45, 
5, 1116, 1370, 44, 44, 150, 4, 
5, 1121, 1009, 44, 18, 4, 2, 
5, 1129, 546, 15, 15, 20, 3, 
5, 1138, 860, 101, 55, 1, 1, 
5, 1139, 732, 97, 96, 48, 3, 
5, 1151, 944, 32, 3, 1, 1, 
5, 1155, 681, 107, 107, 369, 4, 
5, 1155, 825, 67, 67, 1, 2, 
5, 1158, 1079, 7, 0, 0, 0, 
5, 1160, 1202, 45, 45, 146, 4, 
5, 1161, 861, 38, 36, 14, 1.94, 
5, 1182, 1457, 12, 4, 1, 3, 
5, 1185, 1184, 5, 0, 0, 0, 
5, 1187, 943, 130, 126, 17, 2, 
5, 1188, 493, 2, 1, 2, 2, 
5, 1189, 831, 54, 54, 73, 3, 
5, 1198, 1185, 21, 21, 107, 4, 
5, 1207, 754, 60, 60, 279, 4.98, 
5, 1216, 678, 134, 109, 18, 2, 
5, 1218, 1054, 23, 18, 10, 2, 
5, 1221, 566, 52, 51, 69, 3, 
5, 1230, 577, 24, 24, 23, 3, 
5, 1250, 978, 147, 138, 33, 3, 
5, 1259, 811, 18, 9, 1, 1, 
5, 1276, 988, 19, 19, 6, 2, 
5, 1276, 1347, 41, 41, 246, 5, 
5, 1325, 642, 23, 23, 22, 2.96, 
5, 1344, 868, 33, 33, 149, 5, 
5, 1346, 1048, 102, 102, 483, 5, 
5, 1357, 514, 145, 5, 6, 3, 
5, 1360, 1436, 41, 40, 35, 2.85, 
5, 1367, 1125, 61, 59, 20, 1, 
5, 1368, 830, 26, 14, 3, 2, 
5, 1373, 1491, 134, 123, 30, 3, 
5, 1401, 997, 31, 0, 0, 0, 
5, 1411, 1487, 159, 139, 13, 1, 
5, 1413, 817, 63, 62, 4, 1.27, 
5, 1420, 1310, 35, 34, 13, 2, 
5, 1447, 859, 2, 2, 5, 4, 
5, 1459, 1163, 31, 30, 59, 2.97, 
5, 1464, 843, 37, 37, 130, 4, 
5, 1464, 1206, 40, 0, 0, 0, 
5, 1472, 1105, 27, 12, 4, 2, 
5, 1484, 752, 70, 69, 13, 2, 
5, 1488, 894, 18, 0, 0, 0, 
5, 1489, 1310, 58, 58, 57, 3, 
5, 1498, 1438, 5, 4, 2, 2, 
5, 1512, 1567, 20, 18, 5, 1, 
5, 1517, 808, 166, 159, 13, 3, 
5, 1518, 1161, 68, 52, 13, 2.42, 
5, 1529, 1165, 6, 5, 7, 2.6, 
5, 1542, 1075, 19, 0, 0, 0, 
5, 1554, 895, 63, 63, 311, 5, 
5, 1569, 1624, 32, 32, 41, 3, 
5, 1574, 1094, 8, 8, 39, 4.88, 
5, 1585, 1137, 41, 0, 0, 0, 
5, 1599, 983, 44, 0, 0, 0, 
5, 1604, 1125, 57, 34, 10, 1, 
5, 1619, 1338, 57, 56, 16, 2, 
5, 1620, 761, 18, 17, 28, 2.94, 
5, 1634, 839, 9, 0, 0, 0, 
5, 1651, 1085, 40, 38, 3, 1.45, 
5, 1651, 1253, 9, 8, 8, 3, 
5, 1661, 1682, 40, 0, 0, 0, 
5, 1669, 1085, 53, 41, 14, 2, 
5, 1683, 1426, 16, 0, 0, 0, 
5, 1689, 1073, 5, 5, 4, 3, 
5, 1698, 1062, 11, 0, 0, 0, 
5, 1715, 1386, 103, 101, 57, 3, 
5, 1719, 1098, 2, 0, 0, 0, 
5, 1763, 1420, 11, 10, 3, 2, 
5, 1802, 1121, 2, 0, 0, 0, 
5, 1806, 965, 14, 5, 1, 1, 
5, 1810, 1203, 92, 87, 28, 2.94, 
5, 1838, 1242, 65, 65, 50, 3, 
5, 1838, 1307, 13, 12, 5, 2, 
5, 1844, 1212, 263, 263, 160, 3, 
5, 1861, 1064, 11, 0, 0, 0, 
5, 1869, 1048, 50, 50, 45, 3, 
5, 1932, 1412, 21, 20, 4, 1, 
5, 1935, 874, 15, 15, 10, 3, 
5, 1938, 996, 19, 18, 8, 2, 
5, 1956, 1034, 3, 0, 0, 0, 
5, 1962, 1000, 219, 212, 37, 2, 
5, 1964, 1133, 14, 12, 6, 2, 
5, 1983, 1098, 17, 17, 81, 5, 
5, 1985, 1465, 12, 12, 63, 5, 
5, 2005, 1457, 122, 116, 87, 2.91, 
5, 2052, 1438, 82, 79, 13, 1, 
5, 2071, 1070, 81, 81, 382, 4.99, 
5, 2072, 1355, 102, 100, 9, 2, 
5, 2090, 1056, 44, 30, 4, 1, 
5, 2121, 1170, 15, 7, 2, 1.57, 
5, 2129, 1061, 18, 4, 1, 1, 
5, 2171, 1141, 28, 24, 10, 2, 
5, 2701, 970, 137, 137, 887, 5, 
5, 2729, 971, 22, 21, 8, 2, 
5, 2744, 1192, 22, 22, 29, 3, 
5, 2772, 958, 133, 129, 32, 2, 
5, 2802, 1040, 68, 67, 45, 3, 
5, 2810, 1297, 46, 46, 53, 3, 
5, 2825, 1302, 28, 28, 18, 3, 
5, 2830, 858, 52, 52, 59, 2.98, 
5, 2875, 1047, 211, 210, 128, 3, 
5, 2877, 1360, 41, 31, 3, 2, 
5, 2890, 1133, 16, 16, 17, 3, 
5, 2901, 1424, 43, 43, 155, 4, 
5, 2905, 1196, 8, 0, 0, 0, 
5, 2908, 925, 43, 35, 9, 2, 
5, 2910, 1429, 27, 0, 0, 0, 
5, 2941, 1256, 22, 22, 10, 2, 
5, 2960, 1222, 39, 23, 4, 3, 
5, 2967, 826, 2, 0, 0, 0, 
5, 2990, 1199, 190, 152, 17, 1.96, 
5, 2994, 1229, 52, 49, 9, 1.57, 
5, 3003, 1239, 40, 33, 8, 2, 
5, 3005, 1298, 190, 190, 44, 1, 
5, 3012, 1239, 2, 0, 0, 0, 
5, 3013, 984, 196, 193, 72, 3, 
5, 3015, 990, 27, 0, 0, 0, 
5, 3018, 1130, 42, 30, 5, 2, 
5, 3033, 1101, 5, 5, 17, 4, 
5, 3035, 1271, 29, 29, 26, 3, 
5, 3037, 938, 54, 54, 5, 2, 
5, 3038, 947, 9, 9, 51, 5, 
5, 3041, 1417, 63, 49, 8, 2, 
5, 3045, 1320, 79, 79, 31, 2, 
5, 3047, 970, 33, 33, 20, 3, 
5, 3056, 1062, 26, 24, 5, 2, 
5, 3056, 1492, 19, 19, 52, 3, 
5, 3070, 1101, 40, 38, 5, 1.71, 
5, 3072, 957, 25, 0, 0, 0, 
5, 3072, 1519, 59, 59, 9, 2, 
5, 3079, 1205, 12, 12, 14, 3, 
5, 3085, 1497, 240, 240, 1196, 5, 
5, 3087, 1199, 59, 57, 4, 1, 
5, 3097, 1310, 125, 123, 75, 3, 
5, 3115, 1010, 73, 73, 9, 2, 
5, 3125, 1205, 66, 66, 61, 3, 
5, 3127, 1366, 77, 63, 5, 2, 
5, 3131, 1195, 9, 9, 11, 2.89, 
5, 3136, 1380, 36, 31, 6, 2, 
5, 3137, 760, 21, 13, 3, 1, 
5, 3137, 905, 7, 6, 9, 2.5, 
5, 3137, 1322, 9, 7, 4, 2, 
5, 3157, 1104, 12, 12, 5, 2, 
5, 3165, 776, 74, 67, 15, 2, 
5, 3166, 1435, 12, 11, 10, 3, 
5, 3176, 1539, 43, 42, 17, 2.9, 
5, 3204, 1157, 5, 0, 0, 0, 
5, 3216, 1242, 72, 44, 3, 1, 
5, 3221, 1456, 50, 43, 13, 1.86, 
5, 3229, 1476, 36, 27, 3, 1, 
5, 3231, 1128, 60, 60, 58, 3, 
5, 3237, 1509, 2, 2, 3, 3, 
5, 3238, 854, 74, 73, 34, 2, 
5, 3239, 1477, 26, 26, 31, 3, 
5, 3240, 964, 2, 2, 3, 2, 
5, 3243, 1343, 173, 166, 26, 1.93, 
5, 3244, 1525, 128, 128, 88, 3, 
5, 3249, 1192, 37, 37, 187, 4, 
5, 3251, 864, 115, 114, 126, 3, 
5, 3252, 1512, 190, 186, 28, 1.7, 
5, 3274, 1147, 11, 9, 2, 2.33, 
5, 3289, 957, 45, 20, 2, 2, 
5, 3290, 854, 33, 30, 8, 2, 
5, 3296, 1491, 108, 29, 7, 3, 
5, 3299, 1055, 21, 21, 9, 2, 
5, 3300, 538, 61, 60, 67, 3, 
5, 3304, 654, 39, 18, 17, 3, 
5, 3304, 872, 36, 36, 31, 3, 
5, 3309, 792, 37, 37, 187, 4.84, 
5, 3325, 1109, 33, 22, 10, 3, 
5, 3333, 527, 57, 57, 63, 3, 
5, 3334, 671, 16, 0, 0, 0, 
5, 3337, 473, 8, 8, 12, 2.88, 
5, 3354, 665, 2, 2, 5, 3, 
5, 3366, 1136, 2, 0, 0, 0, 
5, 3367, 1252, 40, 15, 1, 1, 
5, 3377, 808, 10, 0, 0, 0, 
5, 3406, 821, 35, 35, 47, 3, 
5, 3406, 1398, 202, 123, 7, 1, 
5, 3407, 1475, 101, 69, 13, 3, 
5, 3408, 1034, 73, 73, 369, 5, 
5, 3424, 1441, 21, 18, 4, 1.89, 
5, 3428, 676, 45, 45, 12, 2.87, 
5, 3438, 790, 12, 11, 8, 3, 
5, 3441, 424, 2, 0, 0, 0, 
5, 3460, 878, 58, 3, 18, 5, 
5, 3462, 971, 187, 45, 2, 1, 
5, 3466, 1024, 5, 0, 0, 0, 
5, 3477, 1395, 202, 202, 814, 4, 
5, 3486, 1018, 9, 0, 0, 0, 
5, 3493, 932, 96, 90, 49, 2.8, 
5, 3499, 1049, 35, 35, 20, 2.89, 
5, 3513, 970, 12, 11, 15, 3, 
5, 3545, 1103, 180, 180, 186, 3, 
5, 3554, 758, 32, 32, 127, 4, 
5, 3566, 1207, 9, 8, 5, 3, 
5, 3571, 978, 21, 14, 2, 2, 
5, 3578, 461, 64, 64, 233, 4, 
5, 3593, 371, 83, 82, 98, 2.96, 
5, 3599, 1104, 23, 23, 2, 2, 
5, 3599, 1137, 31, 30, 175, 4.93, 
5, 3604, 769, 14, 14, 3, 3, 
5, 3604, 986, 123, 105, 23, 3, 
5, 3605, 1205, 50, 40, 31, 3, 
5, 3623, 383, 15, 15, 53, 4, 
5, 3663, 1308, 84, 1, 2, 3, 
5, 3663, 1422, 43, 43, 10, 2, 
5, 3686, 1222, 77, 77, 319, 4, 
5, 3688, 618, 32, 31, 19, 2, 
5, 3693, 554, 28, 28, 85, 3, 
5, 3696, 647, 30, 28, 11, 2, 
5, 3697, 895, 2, 1, 1, 1, 
5, 3700, 971, 122, 122, 577, 5, 
5, 3705, 914, 2, 0, 0, 0, 
5, 3708, 606, 7, 6, 6, 2, 
5, 3718, 871, 32, 29, 7, 2, 
5, 3718, 1316, 11, 11, 5, 2, 
5, 3720, 590, 26, 24, 3, 1, 
5, 3729, 990, 33, 0, 0, 0, 
5, 3731, 543, 90, 90, 46, 3, 
5, 3737, 553, 56, 56, 280, 5, 
5, 3742, 968, 28, 0, 0, 0, 
5, 3761, 1092, 7, 7, 6, 2, 
5, 3786, 413, 210, 166, 37, 2, 
5, 3804, 971, 27, 27, 191, 5, 
5, 3808, 401, 92, 91, 72, 3, 
5, 3809, 393, 52, 45, 23, 2, 
5, 3817, 468, 37, 33, 18, 2, 
5, 3829, 602, 4, 0, 0, 0, 
5, 3833, 418, 2, 0, 0, 0, 
5, 3840, 1048, 23, 23, 92, 5, 
5, 3842, 404, 50, 50, 14, 2, 
5, 3855, 923, 24, 0, 0, 0, 
5, 3878, 802, 30, 25, 8, 2, 
5, 3880, 1153, 52, 48, 3, 2, 
5, 3881, 1245, 5, 5, 35, 5, 
5, 3885, 1233, 5, 3, 1, 2, 
