"time","ABIEBALS","ACERPENS","ACERRUBR","ACERSACC","BETUALLE","BETULENT","BETUPAPY","FAGUGRAN","FRAXAMER","PICERUBE","PINUSTRO","POPUTREM","PRUNPENS","PRUNSERO","QUERALBA","QUERRUBR","TILIAMER","TSUGCANA","woody","TotalBiomass","NA","NA","NA","NA","NA"
0,0.490235652900692,0,0.0323688532406846,0.00336094090896918,0.0711612470743359,0,0.154828333017533,0.0173564806518079,0.00193683335495935,0.209243930467867,0.000263363745149185,1.75846809743392e-09,0,0.012435772341082,0,0.00282475128638078,0,0.00390175323499624,0.464241031924841,NA,NA,NA,NA,NA,NA
5,0.494250756105468,2.9200327220182e-05,0.0305135153368493,0.00296661264108567,0.0671702007654771,4.56707506609367e-05,0.155383165337678,0.0145293601075837,0.00131202927945119,0.214619765440183,0.000447415326651676,0.000134323840240403,0.000111530267349844,0.0131896854733371,5.37583488911553e-06,8.27655822114591e-05,0,0.00455335132593249,0.712071369158002,NA,NA,NA,NA,NA,NA
10,0.479149007481869,7.27819505108014e-05,0.0278775232788018,0.00402060105546573,0.0683493779940504,6.96383602550409e-05,0.171623158027947,0.0140100432548084,0.0014194318361108,0.213735509477164,0.000477140521457334,0.000218734919291838,9.30931136799296e-05,0.0130025275905262,1.22920339321895e-05,0.000151889823396227,1.21274508123173e-06,0.00479613607001541,1.05364872107754,NA,NA,NA,NA,NA,NA
15,0.476201414580289,0.000104166562977806,0.0259188520274002,0.00350523660994976,0.0672747540157273,8.91791331918617e-05,0.178970023662926,0.014100075988359,0.000803082091883576,0.21218455055187,0.000577835579261999,0.000259064884028776,7.88629524437397e-05,0.0135226605494352,1.49912342250647e-05,0.000197812174988286,1.23293575656378e-06,0.00517962445187421,1.49293413937344,NA,NA,NA,NA,NA,NA
20,0.460867387669192,0.000164653029439143,0.027332234134908,0.00452435182610448,0.0717489285917938,0.000112708090383018,0.178138785075362,0.0138842248617536,0.000803966987579848,0.22062265955842,0.000642838678245893,0.000312200273756951,6.75046094157525e-05,0.0136159111417563,1.15864311582665e-05,0.000238823331990577,2.3281300888417e-06,0.00544492822384227,1.99870569052647,NA,NA,NA,NA,NA,NA
25,0.448538364643591,0.000207751825990104,0.0277804170590099,0.00561598169204593,0.0702177662351199,0.000128269677708639,0.179175340680842,0.0138899664032348,0.000926132602930079,0.227712871286394,0.000746964726621493,0.000336799384055287,6.94198131355792e-05,0.0139458610669825,1.17493947465469e-05,0.000256365320982343,3.0974637966645e-06,0.00588308467205076,2.63019346662718,NA,NA,NA,NA,NA,NA
30,0.442631019331673,0.000309354551145942,0.0240720943729998,0.0067994102754304,0.0650954029605845,0.000159229748611121,0.183517998522893,0.0142788776881405,0.00112139433439871,0.241026357046058,0.000895775202513412,0.000347052017497531,8.41712272813982e-05,0.00925378930082729,1.66944516855508e-05,0.000309298460674,3.5122001954274e-06,0.00621860463871297,3.24602481907325,NA,NA,NA,NA,NA,NA
35,0.448063217152209,0.000484701122539045,0.0213754003763201,0.00821121146345895,0.0562621694300566,0.000199342933067572,0.171505520348609,0.00722995035753217,0.00134350410152815,0.264955815994039,0.00104505413000089,0.000399034473123953,7.68675888367577e-05,0.00909014903297069,2.131827471116e-05,0.00043298014999594,6.73929002025054e-06,0.00693894184364351,4.08122524456751,NA,NA,NA,NA,NA,NA
40,0.464130269505755,0.000536753196809676,0.0197588713837973,0.00985370425913585,0.0252628925397205,0.00022005113620869,0.148082286312055,0.00424394655689309,0.00161592435033215,0.304949983599683,0.00115478510222666,0.000451554465707324,3.43232738801471e-05,0.00912540019849795,2.72522200021341e-05,0.000584547045956407,1.46744342086583e-05,0.00811067606093641,5.23526558514946,NA,NA,NA,NA,NA,NA
45,0.448535983520709,0.00044978891868852,0.0188444918693482,0.00934612616564331,0.0264867345510417,0.000248574028020981,0.148716696809819,0.00444030372886889,0.00171424902245009,0.320403133263727,0.00113852903412194,0.000420595997249371,2.78790065136811e-05,0.00860509155720347,2.49527259725772e-05,0.000654074566254619,9.26492212308578e-06,0.00855835367489369,5.61239460357301,NA,NA,NA,NA,NA,NA
