Time,EcoName,ActiveCount,AvgLiveB,AvgAG_NPP,AvgLitterB,AvgDefoliation,
1, 2, 10512, 14777.9252283105, 568.221244008829, 276.078291476408, 0, 
1, 3, 6756, 15053.63883955, 574.111613538973, 279.415926583777, 0, 
1, 4, 22531, 15583.4067285074, 582.655597240369, 278.683058896631, 0, 
1, 5, 21273, 15480.3549569877, 579.319247719656, 273.932355568091, 0, 
1, 7, 51231, 16066.9501278523, 603.778681235782, 276.916632507661, 0, 
1, 8, 136297, 15479.5410904128, 581.457488842036, 269.985238119694, 0, 
1, 11, 115650, 15217.480587981, 568.323173328719, 258.935901426719, 0, 
1, 12, 55809, 15818.206651257, 587.644694884294, 266.757028436274, 0, 
1, 14, 1269169, 15284.3693196099, 579.498960204536, 257.240362788565, 0, 
1, 17, 931229, 15505.0921964415, 593.591420685195, 252.388806620069, 0, 
1, 20, 740833, 14730.7780673917, 560.326319099304, 240.48760786844, 0, 
1, 24, 31026, 8315.89099464965, 348.760764141124, 152.237349319925, 0, 
1, 25, 55690, 8242.50479439756, 317.345867679589, 152.864769258395, 0, 
1, 26, 5094, 8550.64585787201, 339.870468460104, 156.150176678445, 0, 
1, 27, 26357, 8370.67006867246, 266.056164243718, 142.988352240392, 0, 
1, 28, 7166, 9111.77546748535, 233.420704515721, 148.789980463299, 0, 
1, 31, 4108, 9047.0070593963, 273.800830277941, 175.333252190847, 0, 
1, 33, 55919, 15661.7498524652, 591.036652956546, 276.971494483092, 0, 
1, 35, 3291, 13755.8280158007, 533.419516793918, 251.838650865998, 0, 
1, 36, 1891, 13771.2088841883, 526.128385287461, 250.21047065045, 0, 
1, 37, 78234, 15269.4160850781, 572.378859276178, 265.315847329805, 0, 
1, 38, 36436, 15520.6991985948, 582.276084224257, 276.731831156, 0, 
1, 40, 52088, 15348.2294770389, 583.2812582443, 269.835144371064, 0, 
1, 45, 46044, 16708.5005212406, 620.09354799058, 271.817435496482, 0, 
1, 52, 179922, 7884.50915396672, 345.868029044275, 137.525766721135, 0, 
1, 53, 78866, 8061.96792026982, 343.136194322925, 148.608589252656, 0, 
