"class","npixels","year","areaHa","scenario","rep"
"0",5395484,2010,485593.56,"RCP45","Rep2"
"1",1669077,2010,150216.93,"RCP45","Rep2"
"2",174953,2010,15745.77,"RCP45","Rep2"
"3",567848,2010,51106.32,"RCP45","Rep2"
"4",114602,2010,10314.18,"RCP45","Rep2"
"5",102381,2010,9214.29,"RCP45","Rep2"
"6",250930,2010,22583.7,"RCP45","Rep2"
"7",66140,2010,5952.6,"RCP45","Rep2"
"8",151690,2010,13652.1,"RCP45","Rep2"
"9",360237,2010,32421.33,"RCP45","Rep2"
"10",42907,2010,3861.63,"RCP45","Rep2"
"11",338489,2010,30464.01,"RCP45","Rep2"
"12",279766,2010,25178.94,"RCP45","Rep2"
"13",5500,2010,495,"RCP45","Rep2"
"0",5395484,2011,485593.56,"RCP45","Rep2"
"1",1675013,2011,150751.17,"RCP45","Rep2"
"2",173592,2011,15623.28,"RCP45","Rep2"
"3",569045,2011,51214.05,"RCP45","Rep2"
"4",111634,2011,10047.06,"RCP45","Rep2"
"5",102140,2011,9192.6,"RCP45","Rep2"
"6",253166,2011,22784.94,"RCP45","Rep2"
"7",66155,2011,5953.95,"RCP45","Rep2"
"8",151597,2011,13643.73,"RCP45","Rep2"
"9",357340,2011,32160.6,"RCP45","Rep2"
"10",42525,2011,3827.25,"RCP45","Rep2"
"11",337027,2011,30332.43,"RCP45","Rep2"
"12",279786,2011,25180.74,"RCP45","Rep2"
"13",5500,2011,495,"RCP45","Rep2"
"0",5395484,2012,485593.56,"RCP45","Rep2"
"1",1676279,2012,150865.11,"RCP45","Rep2"
"2",173363,2012,15602.67,"RCP45","Rep2"
"3",570353,2012,51331.77,"RCP45","Rep2"
"4",109500,2012,9855,"RCP45","Rep2"
"5",102129,2012,9191.61,"RCP45","Rep2"
"6",254537,2012,22908.33,"RCP45","Rep2"
"7",66160,2012,5954.4,"RCP45","Rep2"
"8",153001,2012,13770.09,"RCP45","Rep2"
"9",355631,2012,32006.79,"RCP45","Rep2"
"10",41658,2012,3749.22,"RCP45","Rep2"
"11",336597,2012,30293.73,"RCP45","Rep2"
"12",279812,2012,25183.08,"RCP45","Rep2"
"13",5500,2012,495,"RCP45","Rep2"
"0",5395484,2013,485593.56,"RCP45","Rep2"
"1",1678538,2013,151068.42,"RCP45","Rep2"
"2",172407,2013,15516.63,"RCP45","Rep2"
"3",569374,2013,51243.66,"RCP45","Rep2"
"4",109472,2013,9852.48,"RCP45","Rep2"
"5",101685,2013,9151.65,"RCP45","Rep2"
"6",255637,2013,23007.33,"RCP45","Rep2"
"7",66173,2013,5955.57,"RCP45","Rep2"
"8",152923,2013,13763.07,"RCP45","Rep2"
"9",355254,2013,31972.86,"RCP45","Rep2"
"10",41006,2013,3690.54,"RCP45","Rep2"
"11",336734,2013,30306.06,"RCP45","Rep2"
"12",279817,2013,25183.53,"RCP45","Rep2"
"13",5500,2013,495,"RCP45","Rep2"
"0",5406030,2014,486542.7,"RCP45","Rep2"
"1",1678372,2014,151053.48,"RCP45","Rep2"
"2",170963,2014,15386.67,"RCP45","Rep2"
"3",567586,2014,51082.74,"RCP45","Rep2"
"4",109438,2014,9849.42,"RCP45","Rep2"
"5",101915,2014,9172.35,"RCP45","Rep2"
"6",256527,2014,23087.43,"RCP45","Rep2"
"7",66111,2014,5949.99,"RCP45","Rep2"
"8",153199,2014,13787.91,"RCP45","Rep2"
"9",349527,2014,31457.43,"RCP45","Rep2"
"10",39653,2014,3568.77,"RCP45","Rep2"
"11",336158,2014,30254.22,"RCP45","Rep2"
"12",279034,2014,25113.06,"RCP45","Rep2"
"13",5491,2014,494.19,"RCP45","Rep2"
"0",5406723,2015,486605.07,"RCP45","Rep2"
"1",1680310,2015,151227.9,"RCP45","Rep2"
"2",170558,2015,15350.22,"RCP45","Rep2"
"3",570746,2015,51367.14,"RCP45","Rep2"
"4",113220,2015,10189.8,"RCP45","Rep2"
"5",102114,2015,9190.26,"RCP45","Rep2"
"6",256551,2015,23089.59,"RCP45","Rep2"
"7",66124,2015,5951.16,"RCP45","Rep2"
"8",153099,2015,13778.91,"RCP45","Rep2"
"9",345526,2015,31097.34,"RCP45","Rep2"
"10",39264,2015,3533.76,"RCP45","Rep2"
"11",331158,2015,29804.22,"RCP45","Rep2"
"12",279120,2015,25120.8,"RCP45","Rep2"
"13",5491,2015,494.19,"RCP45","Rep2"
"0",5406029,2016,486542.61,"RCP45","Rep2"
"1",1686945,2016,151825.05,"RCP45","Rep2"
"2",167529,2016,15077.61,"RCP45","Rep2"
"3",569999,2016,51299.91,"RCP45","Rep2"
"4",113049,2016,10174.41,"RCP45","Rep2"
"5",102296,2016,9206.64,"RCP45","Rep2"
"6",258300,2016,23247,"RCP45","Rep2"
"7",66137,2016,5952.33,"RCP45","Rep2"
"8",153008,2016,13770.72,"RCP45","Rep2"
"9",341466,2016,30731.94,"RCP45","Rep2"
"10",39063,2016,3515.67,"RCP45","Rep2"
"11",331379,2016,29824.11,"RCP45","Rep2"
"12",279313,2016,25138.17,"RCP45","Rep2"
"13",5491,2016,494.19,"RCP45","Rep2"
"0",5405440,2017,486489.6,"RCP45","Rep2"
"1",1689433,2017,152048.97,"RCP45","Rep2"
"2",167173,2017,15045.57,"RCP45","Rep2"
