Time,InitRow,InitColumn,TotalSites,DamagedSites,CohortsKilled,MeanSeverity,
5, 35, 1079, 12, 12, 65, 5, 
5, 43, 1082, 42, 41, 9, 1, 
5, 64, 815, 2, 0, 0, 0, 
5, 80, 816, 58, 11, 2, 2, 
5, 98, 910, 110, 102, 8, 2, 
5, 98, 1007, 48, 42, 9, 1.69, 
5, 110, 1015, 54, 47, 7, 2, 
5, 132, 1095, 102, 67, 20, 3, 
5, 162, 610, 90, 80, 27, 2, 
5, 197, 565, 4, 4, 19, 5, 
5, 208, 667, 81, 0, 0, 0, 
5, 208, 1017, 13, 13, 25, 3, 
5, 217, 787, 5, 0, 0, 0, 
5, 224, 733, 9, 9, 7, 3, 
5, 271, 1026, 2, 2, 1, 1, 
5, 277, 672, 43, 0, 0, 0, 
5, 281, 1135, 10, 10, 33, 4, 
5, 292, 578, 6, 5, 2, 2, 
5, 293, 1010, 93, 93, 121, 1.97, 
5, 296, 730, 7, 0, 0, 0, 
5, 303, 639, 21, 11, 6, 2, 
5, 309, 918, 110, 100, 31, 1.94, 
5, 321, 1050, 19, 6, 2, 2, 
5, 322, 503, 106, 104, 42, 2, 
5, 330, 641, 36, 32, 7, 3, 
5, 334, 1149, 42, 42, 10, 1, 
5, 336, 881, 2, 0, 0, 0, 
5, 346, 563, 5, 0, 0, 0, 
5, 353, 1091, 75, 72, 45, 2, 
5, 356, 1365, 91, 86, 17, 2, 
5, 363, 490, 4, 4, 24, 4.75, 
5, 365, 1050, 173, 173, 896, 5, 
5, 381, 1222, 30, 27, 15, 2, 
5, 382, 576, 138, 129, 49, 2, 
5, 382, 918, 38, 0, 0, 0, 
5, 392, 724, 20, 18, 4, 2.61, 
5, 394, 725, 64, 50, 1, 3, 
5, 400, 1253, 111, 111, 478, 4, 
5, 427, 1041, 22, 0, 0, 0, 
5, 434, 1043, 47, 28, 9, 2, 
5, 436, 1224, 30, 30, 22, 2.97, 
5, 442, 1028, 13, 12, 8, 3, 
5, 445, 1324, 69, 48, 4, 1, 
5, 471, 983, 31, 31, 7, 1, 
5, 474, 1141, 46, 41, 15, 2, 
5, 476, 629, 45, 17, 3, 1.71, 
5, 477, 907, 25, 17, 3, 3, 
5, 483, 787, 10, 5, 4, 3, 
5, 483, 1442, 7, 7, 20, 3.43, 
5, 496, 1324, 37, 0, 0, 0, 
5, 502, 1099, 14, 12, 5, 3, 
5, 505, 981, 91, 91, 43, 1.97, 
5, 508, 880, 27, 27, 23, 2.7, 
5, 513, 915, 18, 18, 62, 4, 
5, 517, 595, 30, 20, 8, 1.9, 
5, 527, 515, 174, 173, 83, 2, 
5, 531, 1117, 77, 67, 1, 1, 
5, 532, 931, 6, 5, 1, 2, 
5, 535, 1336, 64, 63, 12, 3, 
5, 550, 892, 77, 75, 73, 3, 
5, 551, 1091, 112, 111, 31, 2, 
5, 565, 1103, 144, 99, 26, 3, 
5, 573, 833, 58, 57, 60, 3, 
5, 575, 815, 24, 24, 18, 2, 
5, 577, 777, 31, 31, 49, 4, 
5, 590, 1292, 28, 28, 55, 3, 
5, 603, 1269, 106, 101, 36, 2, 
5, 607, 1291, 90, 77, 11, 1, 
5, 608, 794, 58, 58, 273, 5, 
5, 612, 992, 70, 70, 3, 2, 
5, 645, 794, 68, 68, 214, 4, 
5, 659, 816, 76, 75, 10, 3, 
5, 663, 470, 23, 23, 35, 3, 
5, 665, 752, 129, 126, 52, 3, 
5, 688, 1068, 142, 141, 18, 1.51, 
5, 698, 1042, 5, 5, 20, 4.8, 
5, 701, 1033, 33, 33, 17, 1.7, 
5, 703, 1316, 10, 3, 1, 1, 
5, 705, 913, 60, 60, 114, 3, 
