Time,EcoName,ActiveCount,AvgLiveB,AvgAG_NPP,AvgLitterB,AvgDefoliation,
1, 2, 10512, 14794.6530631659, 588.014398916985, 280.075627853881, 0, 
1, 3, 6756, 15070.7304618117, 594.252221921504, 283.45648312611, 0, 
1, 4, 22531, 15602.0672406906, 602.647151821416, 282.665926945098, 0, 
1, 5, 21273, 15498.2293987684, 599.452418338474, 278.017016875852, 0, 
1, 7, 51231, 16078.4274950713, 616.84037098597, 279.518123792235, 0, 
1, 8, 136297, 15491.914869733, 594.353186773026, 272.662303645715, 0, 
1, 11, 115650, 15225.7680415045, 577.954487249046, 260.936869865975, 0, 
1, 12, 55809, 15826.6464011181, 598.52536292582, 269.025909799495, 0, 
1, 14, 1269169, 15289.8771448089, 585.525294863336, 258.499853841372, 0, 
1, 17, 931229, 15506.8594277025, 595.459061116903, 252.749876775745, 0, 
1, 20, 740833, 14731.7887243144, 561.350941033376, 240.659491410345, 0, 
1, 24, 31026, 8315.71707600077, 348.373466033092, 152.327660671695, 0, 
1, 25, 55690, 8242.59425390555, 317.206876570639, 152.954013287843, 0, 
1, 26, 5094, 8550.05104043973, 339.731701640071, 156.247349823322, 0, 
1, 27, 26357, 8373.26247296733, 268.36965261156, 143.623819099291, 0, 
1, 28, 7166, 9114.18197041585, 235.875641262913, 149.373848730114, 0, 
1, 31, 4108, 9042.91626095424, 267.635943569603, 173.929162609542, 0, 
1, 33, 55919, 15678.2656521039, 609.158178494067, 280.483306210769, 0, 
1, 35, 3291, 13770.1735034944, 547.877210928769, 254.755089638408, 0, 
1, 36, 1891, 13788.4352194606, 542.654161649666, 253.552088841883, 0, 
1, 37, 78234, 15281.1133011223, 585.426774996663, 267.966625763734, 0, 
1, 38, 36436, 15536.1289109672, 600.097262866979, 280.397875727303, 0, 
1, 40, 52088, 15361.5985063738, 598.422780183401, 272.992301489787, 0, 
1, 45, 46044, 16712.4329119972, 624.95737315377, 272.875684128225, 0, 
1, 52, 179922, 7884.72176832183, 346.073244093806, 137.620063138471, 0, 
1, 53, 78866, 8061.85607232521, 342.841634137, 148.6570258413, 0, 
1, 62, 8624, 14889.6233766234, 584.448796962368, 273.774930426716, 0, 
1, 65, 12462, 8775.57109613224, 279.809671550453, 163.125341036752, 0, 
1, 79, 32523, 16824.9503120868, 625.032826899331, 272.39350613412, 0, 
1, 80, 42117, 16466.541728993, 607.65245972343, 270.067051309447, 0, 
1, 88, 5372, 8618.10145197319, 321.968534494194, 149.620997766195, 0, 
2, 2, 10512, 14874.8898401826, 549.476202259849, 275.308885083714, 0, 
2, 3, 6756, 15151.1617821196, 554.573976749855, 278.400236826525, 0, 
2, 4, 22531, 15689.5852381164, 565.841022028918, 277.835648661844, 0, 
2, 5, 21273, 15592.0204954637, 567.039849033287, 273.922671931556, 0, 
2, 7, 51231, 16181.3198063672, 589.600381745256, 275.950186410572, 0, 
2, 8, 136297, 15597.6332054264, 569.002538709684, 269.51171339061, 0, 
2, 11, 115650, 15322.0816255945, 550.327697406137, 257.176930393428, 0, 
2, 12, 55809, 15928.1615689226, 573.138239803676, 265.897202960096, 0, 
2, 14, 1269169, 15381.0691617901, 556.150412907303, 254.040164863781, 0, 
2, 17, 931229, 15593.9357118389, 563.722641652939, 247.746047427647, 0, 
2, 20, 740833, 14816.626270698, 533.024989779229, 235.211785922063, 0, 
2, 24, 31026, 8368.4891381422, 324.39092590914, 151.638432282602, 0, 
2, 25, 55690, 8253.55627581253, 288.127884183189, 148.230274735141, 0, 
2, 26, 5094, 8575.9354142128, 312.130899105901, 153.311346682371, 0, 
2, 27, 26357, 8310.89501840118, 234.470805387794, 134.867739120537, 0, 
2, 28, 7166, 8994.69299469718, 195.539850283361, 134.629639966509, 0, 
2, 31, 4108, 8917.01144109056, 195.587813934896, 152.540895813048, 0, 
2, 33, 55919, 15778.5980793648, 579.096683531907, 276.766930739105, 0, 
2, 35, 3291, 13839.740504406, 516.20445102828, 250.865998176846, 0, 
2, 36, 1891, 13871.2580645161, 515.529942609168, 250.437334743522, 0, 
2, 37, 78234, 15381.5231612854, 560.361707901899, 264.884602602449, 0, 
2, 38, 36436, 15632.3439729937, 570.214769054487, 276.655093863212, 0, 
2, 40, 52088, 15459.1539126094, 568.461242386673, 269.011480571341, 0, 
2, 45, 46044, 16810.9728520546, 600.716041562835, 269.401072886804, 0, 
2, 52, 179922, 7968.41631373595, 331.200210374002, 140.685330309801, 0, 
2, 53, 78866, 8113.15778662542, 317.331607766407, 147.922070347171, 0, 
2, 62, 8624, 14976.7647263451, 549.384878162298, 269.271915584416, 0, 
2, 65, 12462, 8712.23776279891, 233.282267926695, 149.700770341839, 0, 
2, 79, 32523, 16927.1137041478, 600.528898512968, 268.868616056329, 0, 
2, 80, 42117, 16568.8293088302, 583.722803202502, 266.826103473657, 0, 
2, 88, 5372, 8653.07297096054, 304.20351627143, 147.532204020849, 0, 
3, 2, 10512, 14956.8657724505, 554.936453684701, 273.925608828006, 0, 
3, 3, 6756, 15234.7442273535, 561.921125913592, 277.186056838366, 0, 
3, 4, 22531, 15778.5072122853, 570.926739413538, 276.341884514669, 0, 
3, 5, 21273, 15684.385136088, 569.477139852287, 272.237014055375, 0, 
3, 7, 51231, 16280.0310749351, 589.126311645275, 273.903944877125, 0, 
3, 8, 136297, 15699.2945919573, 568.774548893413, 267.906476298084, 0, 
3, 11, 115650, 15419.2537051448, 554.898144966879, 256.018279290964, 0, 
3, 12, 55809, 16026.5342686663, 573.613548953925, 264.303553190346, 0, 
3, 14, 1269169, 15475.6943054865, 563.337283144387, 252.97695736344, 0, 
3, 17, 931229, 15688.5319035382, 575.051782420809, 247.203638417618, 0, 
3, 20, 740833, 14908.7738640152, 544.003148417134, 234.295364812313, 0, 
3, 24, 31026, 8431.90810932766, 340.349657725815, 154.239412105976, 0, 
3, 25, 55690, 8279.75631172562, 308.548775438787, 149.471862093733, 0, 
3, 26, 5094, 8614.29112681586, 329.655816987964, 154.878877110326, 0, 
3, 27, 26357, 8267.73904465607, 256.840023292495, 134.400045528702, 0, 
3, 28, 7166, 8894.60591682947, 219.075291354038, 130.841473625454, 0, 
3, 31, 4108, 8832.49050632911, 247.857670007249, 151.195715676728, 0, 
3, 33, 55919, 15875.3091793487, 579.176794699122, 274.763032243066, 0, 
3, 35, 3291, 13909.387724096, 518.918271072541, 249.341233667578, 0, 
3, 36, 1891, 13954.4219989424, 516.977268534, 249.121099947118, 0, 
3, 37, 78234, 15477.94282537, 560.338648140072, 263.199222844288, 0, 
3, 38, 36436, 15725.6666209244, 570.908571106076, 274.743962015589, 0, 
3, 40, 52088, 15555.4774228229, 571.204023430339, 267.3866149593, 0, 
3, 45, 46044, 16906.470745374, 601.260131780954, 267.623816349579, 0, 
3, 52, 179922, 8057.10896944231, 340.032692872207, 144.006152666155, 0, 
3, 53, 78866, 8177.29788502016, 335.43420206846, 150.870121471864, 0, 
3, 62, 8624, 15064.7787569573, 553.215360795469, 267.677991651206, 0, 
