Time,EcoName,ActiveCount,AvgLiveB,AvgAG_NPP,AvgLitterB,AvgDefoliation,
1, 2, 10512, 14783.6661910198, 571.047953048716, 276.625856164384, 0, 
1, 3, 6756, 15056.8225281232, 576.930784682547, 279.965660153937, 0, 
1, 4, 22531, 15584.2546713417, 581.454946742749, 278.434157383161, 0, 
1, 5, 21273, 15476.7391529168, 573.361982642102, 272.769708080666, 0, 
1, 7, 51231, 16058.1860982608, 592.509152208106, 274.753840448166, 0, 
1, 8, 136297, 15470.439987674, 570.031433458043, 267.878221824398, 0, 
1, 11, 115650, 15212.2586856896, 561.264659304232, 257.498460873325, 0, 
1, 12, 55809, 15811.8241143902, 579.812947114131, 265.287982225089, 0, 
1, 14, 1269169, 15271.3417811182, 563.872796289966, 254.179335454932, 0, 
1, 17, 931229, 15486.841346221, 572.784517289656, 248.338424812801, 0, 
1, 20, 740833, 14714.8190671852, 542.015861401406, 236.910881399722, 0, 
1, 24, 31026, 8297.04824985496, 325.575457748177, 147.427028943467, 0, 
1, 25, 55690, 8216.21966241695, 284.813487014744, 145.795008080445, 0, 
1, 26, 5094, 8526.08657243816, 309.423497761232, 149.638201806046, 0, 
1, 27, 26357, 8339.5215692226, 229.502695550905, 134.802291611337, 0, 
1, 28, 7166, 9067.30393524979, 178.732772947985, 136.036840636338, 0, 
1, 31, 4108, 9035.59639727361, 257.345642762523, 171.486611489776, 0, 
1, 33, 55919, 15654.8124608809, 581.626867383288, 275.034210196892, 0, 
1, 35, 3291, 13757.192950471, 532.818822813674, 251.648738985111, 0, 
1, 36, 1891, 13766.765203596, 519.535630745635, 248.946060285563, 0, 
1, 37, 78234, 15262.2254774139, 562.875129893281, 263.536211877189, 0, 
1, 38, 36436, 15514.4700845318, 573.834014611058, 275.129981337139, 0, 
1, 40, 52088, 15341.9338235294, 574.500826176485, 268.236925971433, 0, 
1, 45, 46044, 16703.0243245591, 613.18866026551, 270.515441751368, 0, 
1, 52, 179922, 7876.40808239126, 336.158675870109, 135.697769033248, 0, 
1, 53, 78866, 8041.16581289783, 317.978069607459, 143.351647097609, 0, 
1, 62, 8624, 14874.0907931354, 563.716754248278, 269.514146567718, 0, 
1, 65, 12462, 8760.140105922, 260.084628950151, 158.629032258065, 0, 
1, 79, 32523, 16815.3831749839, 614.512710786358, 270.271592411524, 0, 
1, 80, 42117, 16453.9872260607, 592.973675905736, 267.243084740129, 0, 
1, 88, 5372, 8605.3749069248, 306.263864372836, 145.987527922561, 0, 
2, 2, 10512, 14925.1362252664, 624.665712254548, 288.374429223744, 0, 
2, 3, 6756, 15200.7048549438, 630.615433295983, 291.540704558911, 0, 
2, 4, 22531, 15732.5045492876, 633.985944830757, 288.939061737162, 0, 
2, 5, 21273, 15624.3558971466, 626.756746252064, 282.759507356743, 0, 
2, 7, 51231, 16207.1200640237, 640.309306208091, 283.12917959829, 0, 
2, 8, 136297, 15620.724051153, 617.147556328351, 276.295142226168, 0, 
2, 11, 115650, 15355.0894595763, 599.849260428116, 264.957371379161, 0, 
2, 12, 55809, 15957.2017774911, 619.504328116, 272.759160708846, 0, 
2, 14, 1269169, 15407.7377386306, 604.937066163447, 261.12882839086, 0, 
2, 17, 931229, 15625.9749825231, 620.526762417787, 256.270824899139, 0, 
2, 20, 740833, 14849.6846873722, 587.764669036359, 243.710902457099, 0, 
2, 24, 31026, 8374.72861471024, 352.501258445491, 154.186005285889, 0, 
2, 25, 55690, 8246.69982043455, 309.296093782826, 147.866313521279, 0, 
2, 26, 5094, 8574.70003926188, 337.758880857893, 154.231448763251, 0, 
2, 27, 26357, 8291.21709602762, 249.032600163252, 132.242326516675, 0, 
2, 28, 7166, 8950.72257884454, 196.559311175211, 126.358777560703, 0, 
2, 31, 4108, 8964.4958617332, 264.264790790291, 166.896299902629, 0, 
2, 33, 55919, 15804.8999445627, 634.379963593266, 284.561061535435, 0, 
2, 35, 3291, 13882.8468550593, 581.229523384178, 262.141902157399, 0, 
2, 36, 1891, 13895.6689582232, 566.423606205459, 257.962453728186, 0, 
2, 37, 78234, 15405.9988368229, 606.923857857318, 271.493481095176, 0, 
2, 38, 36436, 15658.666236689, 623.295279750751, 284.131573169393, 0, 
2, 40, 52088, 15483.2637843649, 617.200615617189, 275.906753954846, 0, 
2, 45, 46044, 16853.6281383025, 656.922627904372, 278.884002258709, 0, 
2, 52, 179922, 7988.22556441124, 361.72376155726, 145.563238514467, 0, 
2, 53, 78866, 8117.62257500063, 344.989146823039, 150.099117490427, 0, 
2, 62, 8624, 15018.2699443414, 614.948470915583, 280.030264378479, 0, 
2, 65, 12462, 8730.10327395282, 272.849925463302, 155.639303482587, 0, 
2, 79, 32523, 16971.5729176275, 659.226071368097, 279.071487870123, 0, 
2, 80, 42117, 16604.6299119121, 633.602577001717, 274.817365909253, 0, 
2, 88, 5372, 8660.63588979896, 325.469083376927, 149.610759493671, 0, 
3, 2, 10512, 15021.9830669711, 575.342616530728, 285.517598934551, 0, 
3, 3, 6756, 15298.5734162226, 580.769612746486, 288.495411486086, 0, 
3, 4, 22531, 15833.3715325551, 585.556402954483, 285.628600594736, 0, 
3, 5, 21273, 15723.440041367, 578.046311939624, 278.952615992103, 0, 
3, 7, 51231, 16308.9766352404, 593.685279367709, 278.825008295758, 0, 
3, 8, 136297, 15726.3552829483, 574.595468054631, 272.853048856541, 0, 
3, 11, 115650, 15455.7675659317, 560.549474367958, 261.571206225681, 0, 
3, 12, 55809, 16058.3690802559, 578.227190749159, 269.082352308767, 0, 
3, 14, 1269169, 15501.7479027616, 564.135350668897, 257.061210918325, 0, 
3, 17, 931229, 15721.3550898866, 577.666589613812, 252.351746992415, 0, 
3, 20, 740833, 14943.1401165985, 547.201851683875, 239.523076050878, 0, 
3, 24, 31026, 8433.084509766, 334.485827934706, 154.118062270354, 0, 
3, 25, 55690, 8258.8098222302, 290.767006990802, 144.914903932483, 0, 
3, 26, 5094, 8602.93502159403, 317.025747082175, 152.268943855516, 0, 
3, 27, 26357, 8225.4292218386, 230.054833082591, 126.346131957355, 0, 
3, 28, 7166, 8817.83519397153, 176.615282809073, 115.77183924086, 0, 
3, 31, 4108, 8881.88072054528, 253.04456943153, 161.333495618306, 0, 
3, 33, 55919, 15907.045887802, 586.321795604184, 280.508002646685, 0, 
3, 35, 3291, 13967.0300820419, 538.993986014364, 259.880279550289, 0, 
3, 36, 1891, 13985.8588048652, 524.755504457251, 254.893707033316, 0, 
3, 37, 78234, 15505.3900605875, 564.825734750594, 267.738949817215, 0, 
3, 38, 36436, 15756.7683884071, 577.299294295805, 280.371583049731, 0, 
3, 40, 52088, 15581.0418714483, 573.499578358218, 271.745027645523, 0, 
3, 45, 46044, 16957.300277995, 611.690244984902, 274.778885413952, 0, 
3, 52, 179922, 8077.34903458165, 341.311211622637, 146.817882193395, 0, 
3, 53, 78866, 8175.30960109553, 327.964751436607, 150.246253138234, 0, 
3, 62, 8624, 15117.150742115, 568.059737400915, 276.79754174397, 0, 
3, 65, 12462, 8689.92906435564, 262.232410614863, 151.32506820735, 0, 
3, 79, 32523, 17081.0375734096, 614.23659349946, 275.261353503674, 0, 
3, 80, 42117, 16710.4074126837, 592.874498703688, 271.199539378398, 0, 
3, 88, 5372, 8692.26209977662, 301.700199587027, 146.204765450484, 0, 
4, 2, 10512, 15129.8996385084, 593.157953270495, 287.67551369863, 0, 
4, 3, 6756, 15407.7343102427, 598.405677477329, 290.620485494375, 0, 
4, 4, 22531, 15945.2627491012, 603.367245362254, 287.412897785274, 0, 
4, 5, 21273, 15836.1798053871, 597.268530974504, 280.690217646782, 0, 
4, 7, 51231, 16429.8929749566, 619.906004917935, 281.579707598915, 0, 
4, 8, 136297, 15847.803495308, 596.860690390175, 275.282412672326, 0, 
4, 11, 115650, 15578.9959965413, 588.932901770168, 265.273981841764, 0, 
4, 12, 55809, 16181.6757691412, 606.397372704299, 272.416689064488, 0, 
4, 14, 1269169, 15623.8226831888, 598.630695327996, 261.599594695427, 0, 
4, 17, 931229, 15847.7314763608, 614.842333570948, 257.341674282051, 0, 
4, 20, 740833, 15065.0648270258, 582.391471357078, 243.906364862256, 0, 
4, 24, 31026, 8503.08647585896, 350.522069220091, 156.824147489203, 0, 
4, 25, 55690, 8283.27611779494, 306.359231314509, 145.878110971449, 0, 
4, 26, 5094, 8643.97899489596, 333.727051128624, 153.9617196702, 0, 
4, 27, 26357, 8167.38046818682, 239.15190747886, 124.264559699511, 0, 
4, 28, 7166, 8689.20011163829, 179.638128002662, 109.535445157689, 0, 
4, 31, 4108, 8791.60686465433, 244.133733721225, 155.936952288218, 0, 
4, 33, 55919, 16024.3284035838, 607.901168917412, 282.649743378816, 0, 
4, 35, 3291, 14065.1434214524, 557.064924264467, 262.35581890003, 0, 
4, 36, 1891, 14088.2109994712, 544.314232859358, 257.202009518773, 0, 
4, 37, 78234, 15622.6379323568, 588.609716173992, 270.380243883733, 0, 
4, 38, 36436, 15869.7686628609, 598.287131608121, 282.476973323087, 0, 
4, 40, 52088, 15699.3952925818, 601.011697965427, 274.838676854554, 0, 
4, 45, 46044, 17086.0467596212, 642.438396655802, 278.566762227435, 0, 
4, 52, 179922, 8181.92497860184, 361.695662178199, 151.323990395838, 0, 
4, 53, 78866, 8244.59483173991, 343.71611317138, 152.954746024903, 0, 
4, 62, 8624, 15227.786525974, 585.606456968622, 278.67103432282, 0, 
4, 65, 12462, 8645.86382603113, 257.969149397062, 147.282699406195, 0, 
4, 79, 32523, 17214.2882575408, 643.682933322696, 278.873566399164, 0, 
4, 80, 42117, 16838.5792435359, 620.151287462389, 274.549991689816, 0, 
4, 88, 5372, 8736.35796723753, 317.741893781533, 147.040766939687, 0, 
5, 2, 10512, 15205.9747907154, 556.46682547859, 281.882705479452, 0, 
5, 3, 6756, 15481.0334517466, 563.109534809292, 285.035968028419, 0, 
5, 4, 22531, 16021.9122986108, 568.680652636463, 281.805778704895, 0, 
5, 5, 21273, 15904.207775114, 568.547527650612, 276.548911766088, 0, 
5, 7, 51231, 16496.6230016982, 589.495622496799, 277.829048818098, 0, 
5, 8, 136297, 15924.3013199117, 573.285093988193, 272.512879960674, 0, 
5, 11, 115650, 15624.4284046693, 561.199553286625, 263.002161694769, 0, 
5, 12, 55809, 16221.6832948091, 578.001942331506, 269.818900177391, 0, 
5, 14, 1269169, 15658.5402535045, 564.564988842311, 258.559103633953, 0, 
5, 17, 931229, 15892.0075062095, 585.492172957801, 255.537871994966, 0, 
5, 20, 740833, 15082.0245304947, 559.323263237181, 243.564113639646, 0, 
5, 24, 31026, 8532.31982853091, 335.540283770196, 155.46409463031, 0, 
5, 25, 55690, 8258.83445861016, 288.674097022633, 143.130005386964, 0, 
5, 26, 5094, 8620.2165292501, 317.848583399462, 152.65920691009, 0, 
5, 27, 26357, 8083.09875934287, 222.154578790348, 119.187578252457, 0, 
5, 28, 7166, 8533.01228021211, 158.040225821946, 100.936505721462, 0, 
5, 31, 4108, 8659.84761441091, 191.831368997992, 140.180379746835, 0, 
5, 33, 55919, 16079.7183783687, 577.845989132436, 278.70240884136, 0, 
5, 35, 3291, 14135.2528106958, 524.089779138075, 257.341537526588, 0, 
5, 36, 1891, 14151.1734531994, 517.993561468285, 253.803807509254, 0, 
5, 37, 78234, 15670.9761612598, 562.502316270116, 267.619947848761, 0, 
5, 38, 36436, 15927.6882478867, 566.147269042233, 277.940361181249, 0, 
5, 40, 52088, 15685.7131201044, 565.33342764607, 272.049973122408, 0, 
5, 45, 46044, 17145.833680827, 614.210516513067, 275.954261141517, 0, 
5, 52, 179922, 8243.49250230656, 353.281059458648, 152.924228276698, 0, 
5, 53, 78866, 8282.25696751452, 327.269234044709, 151.122207288312, 0, 
5, 62, 8624, 15305.4857374768, 551.400345156978, 273.025626159555, 0, 
5, 65, 12462, 8583.14516129032, 236.083840211266, 139.640667629594, 0, 
5, 79, 32523, 17281.3717369246, 617.482137000951, 276.866279248532, 0, 
5, 80, 42117, 16901.5509651685, 593.763479530956, 272.227010470831, 0, 
5, 88, 5372, 8768.69099032018, 306.405967785281, 144.964072970961, 0, 
6, 2, 10512, 15333.6874048706, 621.967101915355, 291.817161339422, 0, 
6, 3, 6756, 15608.2539964476, 627.655510479465, 294.780491415039, 0, 
6, 4, 22531, 16153.2263548001, 631.433823794626, 291.034840885891, 0, 
6, 5, 21273, 16032.2909791755, 620.763049855119, 284.314624171485, 0, 
6, 7, 51231, 16628.5229450918, 639.454234927801, 284.930413226367, 0, 
6, 8, 136297, 16054.8772973727, 615.350185325278, 278.90687982861, 0, 
6, 11, 115650, 15755.9660959792, 604.112328513368, 269.17195849546, 0, 
6, 12, 55809, 16354.0498485907, 623.16506658593, 276.283215968751, 0, 
6, 14, 1269169, 15787.0833860581, 609.463622712149, 264.575114110099, 0, 
6, 17, 931229, 16025.331227872, 627.649157713795, 261.571932360354, 0, 
6, 20, 740833, 15210.2249278852, 593.547669258862, 248.209636989713, 0, 
6, 24, 31026, 8602.30654934571, 355.332329692254, 157.959743440985, 0, 
6, 25, 55690, 8283.89147064105, 308.963322557891, 144.737654875202, 0, 
6, 26, 5094, 8660.33882999607, 336.415773285832, 153.991951315273, 0, 
6, 27, 26357, 8027.2625488485, 241.455978919384, 119.871684941382, 0, 
6, 28, 7166, 8404.94362266257, 177.569432736756, 99.6283840357243, 0, 
6, 31, 4108, 8556.93695228822, 227.364755596905, 138.545520934761, 0, 
6, 33, 55919, 16209.5556966326, 629.003802401488, 285.985496879415, 0, 
6, 35, 3291, 14255.5527195381, 581.562726080849, 265.920388939532, 0, 
6, 36, 1891, 14267.9042834479, 563.921574343157, 260.823902696986, 0, 
6, 37, 78234, 15797.0267275098, 605.305542205144, 273.804586241276, 0, 
6, 38, 36436, 16054.9664068504, 620.370802686954, 285.665358436711, 0, 
6, 40, 52088, 15813.2038665336, 615.553530771893, 278.038857318384, 0, 
6, 45, 46044, 17283.9872513248, 659.156406285611, 282.482429849709, 0, 
6, 52, 179922, 8351.4510343371, 370.483345534358, 156.217922210736, 0, 
6, 53, 78866, 8351.84368422387, 349.066538868331, 153.920536099206, 0, 
6, 62, 8624, 15434.2221706865, 612.677422184614, 282.114216141002, 0, 
6, 65, 12462, 8533.12822981865, 251.414685031629, 138.159284224041, 0, 
6, 79, 32523, 17426.0003382222, 662.244494348774, 283.378901085386, 0, 
6, 80, 42117, 17038.3246907425, 637.284157993975, 278.543082365791, 0, 
6, 88, 5372, 8809.74590469099, 318.2800095059, 145.704765450484, 0, 
7, 2, 10512, 15402.5371004566, 554.156014598913, 284.129280821918, 0, 
7, 3, 6756, 15677.6167850799, 561.83910038861, 287.391799881587, 0, 
7, 4, 22531, 16223.9144290089, 567.711219380316, 283.870844614087, 0, 
7, 5, 21273, 16107.9674234946, 567.335587048346, 278.219950171579, 0, 
7, 7, 51231, 16717.7657473014, 596.996881492356, 280.689192090726, 0, 
7, 8, 136297, 16148.2322281488, 579.99822549914, 275.523672567995, 0, 
7, 11, 115650, 15859.3401988759, 578.848997991512, 267.64130566364, 0, 
7, 12, 55809, 16456.0394022469, 594.927647485777, 274.390134207744, 0, 
7, 14, 1269169, 15892.3497217471, 588.705019452042, 263.80812878348, 0, 
7, 17, 931229, 16141.1559015022, 613.126099752418, 262.027571091536, 0, 
7, 20, 740833, 15323.9629093196, 581.016298103767, 248.205012465697, 0, 
7, 24, 31026, 8661.03609875588, 345.255724917481, 156.959098820344, 0, 
7, 25, 55690, 8296.0267193392, 294.809048195208, 142.197360387861, 0, 
7, 26, 5094, 8688.23243031017, 324.874745944632, 151.902434236357, 0, 
7, 27, 26357, 7953.62457791099, 221.649230549257, 115.548051750958, 0, 
7, 28, 7166, 8250.94766955066, 145.860823194213, 91.3957577449065, 0, 
7, 31, 4108, 8421.21080817916, 186.695251704988, 127.927702044791, 0, 
7, 33, 55919, 16291.915896207, 580.046073235474, 280.432572113235, 0, 
7, 35, 3291, 14328.7793983592, 529.571939183742, 260.616226071103, 0, 
7, 36, 1891, 14342.8820729773, 519.485243429228, 255.877313590693, 0, 
7, 37, 78234, 15887.4305161439, 571.058963727723, 270.461679065368, 0, 
7, 38, 36436, 16131.3835217916, 567.382059385352, 279.664480184433, 0, 
7, 40, 52088, 15903.0560781754, 576.717747066344, 273.763784364921, 0, 
7, 45, 46044, 17393.3632177917, 633.818013621123, 281.230171140648, 0, 
7, 52, 179922, 8451.0490434744, 365.833658513011, 156.989406520603, 0, 
7, 53, 78866, 8410.84004513986, 339.906045556882, 153.269431694266, 0, 
7, 62, 8624, 15507.2421150278, 550.91346147826, 275.035018552876, 0, 
7, 65, 12462, 8458.7973840475, 222.1279536449, 130.344487241213, 0, 
7, 79, 32523, 17539.1907573102, 635.151287474474, 281.860467976509, 0, 
7, 80, 42117, 17144.9738822803, 610.48937481511, 276.842130256191, 0, 
7, 88, 5372, 8836.5995904691, 306.494075152827, 143.32520476545, 0, 
8, 2, 10512, 15479.7152777778, 567.383733341331, 282.632420091324, 0, 
8, 3, 6756, 15753.230017762, 572.708248748951, 285.678804026051, 0, 
8, 4, 22531, 16300.5401890728, 577.130556975165, 281.932359859749, 0, 
8, 5, 21273, 16187.452733512, 573.835926563824, 276.203685422836, 0, 
8, 7, 51231, 16796.9246354746, 589.760582226971, 276.989576623529, 0, 
8, 8, 136297, 16233.0127882492, 575.408349812214, 272.885617438388, 0, 
8, 11, 115650, 15942.4089580631, 561.62821310727, 263.496221357544, 0, 
8, 12, 55809, 16536.3207188805, 576.792117889638, 269.96710208031, 0, 
8, 14, 1269169, 15969.0314221353, 563.216251158827, 258.556771399238, 0, 
8, 17, 931229, 16219.7959513718, 577.511320646845, 255.475132325132, 0, 
8, 20, 740833, 15404.1259177169, 549.579799885639, 242.238702919551, 0, 
8, 24, 31026, 8710.72835686199, 338.865991893733, 155.393315283955, 0, 
8, 25, 55690, 8302.60100556653, 291.246408639402, 140.304614832106, 0, 
8, 26, 5094, 8708.25343541421, 318.093625433328, 149.536709854731, 0, 
8, 27, 26357, 7883.77785787457, 224.557835282827, 113.792578821565, 0, 
8, 28, 7166, 8109.65727044376, 158.128480752106, 89.2289980463299, 0, 
8, 31, 4108, 8305.7458617332, 211.551353248582, 127.114897760467, 0, 
8, 33, 55919, 16372.6665534076, 581.946491293278, 277.865233641517, 0, 
8, 35, 3291, 14405.0343360681, 533.76630449423, 258.752658766332, 0, 
8, 36, 1891, 14419.4235854045, 524.72974636065, 254.374933897409, 0, 
8, 37, 78234, 15968.1104123527, 564.893656746308, 267.50444819388, 0, 
8, 38, 36436, 16207.0320836535, 570.836280367449, 277.162339444505, 0, 
8, 40, 52088, 15980.9682076486, 568.299213680799, 269.886365381662, 0, 
8, 45, 46044, 17475.7837720441, 609.474797086764, 275.896968117453, 0, 
8, 52, 179922, 8534.70082035549, 352.269830902782, 154.890124609553, 0, 
8, 53, 78866, 8460.30702710927, 333.866861351135, 152.024712803997, 0, 
8, 62, 8624, 15585.3903061224, 560.471598239953, 273.121173469388, 0, 
8, 65, 12462, 8395.46605681271, 235.810504166618, 128.845129192746, 0, 
8, 79, 32523, 17625.4922362636, 611.066637546773, 276.432463179903, 0, 
8, 80, 42117, 17227.8588930836, 591.289425910986, 272.293943063371, 0, 
8, 88, 5372, 8859.73994787789, 305.651526961217, 142.078927773641, 0, 
9, 2, 10512, 15573.6297564688, 607.19328706753, 290.022260273973, 13.2266929493854, 
9, 3, 6756, 15845.6546773239, 612.090803783206, 292.862196566015, 14.7997242415114, 
9, 4, 22531, 16389.1200124273, 612.975503835603, 288.172917313923, 17.6145237342718, 
9, 5, 21273, 16271.4220843323, 606.186820302439, 281.666572650778, 22.5108061181153, 
9, 7, 51231, 16886.134820714, 627.341622526132, 282.435986024087, 20.6130279369006, 
9, 8, 136297, 16324.9346720764, 607.568118222196, 277.876901179043, 20.4492869605246, 
9, 11, 115650, 16035.4190575011, 595.497871407576, 267.976463467358, 18.4779093068343, 
9, 12, 55809, 16625.0206955867, 613.461000362442, 274.766758049777, 22.9942073555052, 
9, 14, 1269169, 16052.9119762616, 596.037386084489, 262.101070070259, 21.4504558821665, 
