Time,InitRow,InitColumn,TotalSites,DamagedSites,CohortsKilled,MeanSeverity,
5, 76, 997, 19, 17, 23, 2, 
5, 83, 985, 66, 66, 80, 1.95, 
5, 104, 954, 77, 68, 41, 1.69, 
5, 132, 953, 2, 2, 3, 3, 
5, 141, 755, 27, 27, 23, 3, 
5, 163, 981, 32, 32, 8, 1, 
5, 170, 768, 261, 261, 1231, 5, 
5, 177, 832, 39, 25, 2, 3, 
5, 182, 1025, 27, 27, 16, 3, 
5, 204, 1048, 11, 7, 2, 3, 
5, 207, 959, 2, 2, 8, 3, 
5, 211, 469, 2, 1, 2, 5, 
5, 236, 525, 95, 94, 32, 2, 
5, 236, 607, 27, 27, 141, 5, 
5, 250, 1228, 2, 2, 4, 3, 
5, 254, 674, 73, 13, 2, 2, 
5, 261, 1199, 54, 49, 41, 3, 
5, 267, 1065, 23, 0, 0, 0, 
5, 275, 1198, 75, 75, 66, 3, 
5, 278, 658, 162, 162, 870, 5, 
5, 278, 683, 87, 85, 36, 2, 
5, 281, 1011, 81, 1, 6, 4, 
5, 293, 1003, 2, 2, 13, 4, 
5, 322, 441, 57, 57, 67, 3, 
5, 322, 1052, 162, 155, 20, 2, 
5, 325, 816, 78, 78, 30, 2.87, 
5, 329, 1022, 59, 56, 15, 3, 
5, 335, 990, 10, 10, 62, 4.9, 
5, 347, 1301, 144, 1, 1, 3, 
5, 349, 1023, 45, 41, 13, 3, 
5, 360, 1185, 14, 12, 12, 1.83, 
5, 369, 997, 8, 0, 0, 0, 
5, 376, 483, 11, 9, 15, 3, 
5, 381, 458, 2, 2, 1, 1, 
5, 389, 1064, 28, 28, 39, 2.93, 
5, 399, 1292, 19, 10, 3, 2, 
5, 401, 825, 20, 19, 22, 3, 
5, 417, 1327, 31, 27, 6, 3, 
5, 425, 1162, 48, 48, 30, 3, 
5, 435, 894, 53, 53, 33, 2, 
5, 445, 698, 63, 42, 5, 1.98, 
5, 448, 706, 13, 11, 3, 2, 
5, 458, 670, 59, 28, 2, 2, 
5, 461, 1294, 46, 40, 13, 1.88, 
5, 473, 821, 86, 86, 55, 3, 
5, 479, 959, 90, 44, 2, 1.98, 
5, 480, 1258, 77, 75, 68, 2.87, 
5, 487, 749, 197, 0, 0, 0, 
5, 496, 1096, 21, 21, 16, 3, 
5, 499, 1196, 66, 66, 10, 2, 
5, 505, 1120, 89, 88, 17, 2, 
5, 506, 1182, 29, 27, 7, 3, 
5, 511, 914, 29, 19, 13, 3, 
5, 530, 1166, 49, 49, 41, 2.96, 
5, 531, 924, 250, 250, 1167, 5, 
5, 551, 1171, 127, 127, 33, 2.96, 
5, 554, 1339, 110, 107, 25, 3, 
5, 568, 569, 49, 34, 5, 1, 
5, 571, 990, 36, 36, 88, 3, 
5, 571, 1129, 195, 148, 3, 1, 
5, 575, 537, 192, 190, 163, 3, 
5, 579, 930, 32, 0, 0, 0, 
5, 586, 1019, 18, 18, 26, 1.94, 
5, 607, 560, 27, 27, 22, 3, 
5, 627, 1272, 62, 62, 29, 3, 
5, 633, 875, 70, 50, 7, 2.92, 
5, 639, 784, 61, 0, 0, 0, 
5, 654, 1248, 31, 30, 11, 1.53, 
5, 678, 1184, 16, 16, 86, 4.94, 
5, 679, 945, 16, 2, 1, 2, 
5, 720, 1105, 38, 36, 20, 3, 
5, 723, 981, 2, 2, 5, 2.5, 
5, 725, 1146, 46, 33, 5, 2, 
5, 774, 1158, 30, 24, 6, 2, 
5, 784, 1059, 10, 10, 8, 3, 
5, 795, 1012, 23, 18, 7, 2.67, 
5, 800, 889, 73, 71, 10, 2.3, 
5, 802, 561, 47, 45, 50, 2.98, 
5, 822, 1071, 101, 29, 2, 1, 
5, 822, 1099, 50, 49, 24, 1.82, 
5, 832, 839, 56, 53, 13, 1.96, 
5, 850, 763, 102, 95, 39, 1.99, 
5, 855, 906, 71, 71, 349, 5, 
5, 864, 606, 11, 0, 0, 0, 
5, 872, 1322, 144, 144, 732, 5, 
5, 875, 630, 36, 26, 15, 3, 
5, 882, 599, 29, 29, 148, 4, 
5, 885, 953, 5, 0, 0, 0, 
5, 896, 1145, 209, 209, 70, 1.21, 
5, 897, 1261, 55, 55, 24, 2, 
5, 911, 940, 12, 0, 0, 0, 
5, 913, 596, 37, 33, 24, 3, 
5, 915, 642, 23, 0, 0, 0, 
5, 916, 1139, 69, 44, 2, 1.32, 
5, 918, 1050, 30, 25, 5, 2, 
5, 919, 1074, 29, 0, 0, 0, 
