Time,ManagementArea,Prescription,HarvestedSites,TotalCohortsCompleteHarvest,TotalCohortsPartialHarvest,TotalBiomassHarvested,CohortsHarvested_ABIEBALS,CohortsHarvested_ACERPENS,CohortsHarvested_ACERRUBR,CohortsHarvested_ACERSACC,CohortsHarvested_BETUALLE,CohortsHarvested_BETULENT,CohortsHarvested_BETUPAPY,CohortsHarvested_CARYCORD,CohortsHarvested_CARYOVAT,CohortsHarvested_FAGUGRAN,CohortsHarvested_FRAXAMER,CohortsHarvested_PICEABIE,CohortsHarvested_PICERUBE,CohortsHarvested_PINURESI,CohortsHarvested_PINUSTRO,CohortsHarvested_POPUGRAN,CohortsHarvested_POPUTREM,CohortsHarvested_PRUNPENS,CohortsHarvested_PRUNSERO,CohortsHarvested_QUERALBA,CohortsHarvested_QUERRUBR,CohortsHarvested_TILIAMER,CohortsHarvested_TSUGCANA,BiomassHarvestedMg_ABIEBALS,BiomassHarvestedMg_ACERPENS,BiomassHarvestedMg_ACERRUBR,BiomassHarvestedMg_ACERSACC,BiomassHarvestedMg_BETUALLE,BiomassHarvestedMg_BETULENT,BiomassHarvestedMg_BETUPAPY,BiomassHarvestedMg_CARYCORD,BiomassHarvestedMg_CARYOVAT,BiomassHarvestedMg_FAGUGRAN,BiomassHarvestedMg_FRAXAMER,BiomassHarvestedMg_PICEABIE,BiomassHarvestedMg_PICERUBE,BiomassHarvestedMg_PINURESI,BiomassHarvestedMg_PINUSTRO,BiomassHarvestedMg_POPUGRAN,BiomassHarvestedMg_POPUTREM,BiomassHarvestedMg_PRUNPENS,BiomassHarvestedMg_PRUNSERO,BiomassHarvestedMg_QUERALBA,BiomassHarvestedMg_QUERRUBR,BiomassHarvestedMg_TILIAMER,BiomassHarvestedMg_TSUGCANA,
5, 31, ClearCutLarge, 2010, 12330, 0, 26158.5100394458, 387, 13, 2034, 1855, 1955, 163, 311, 0, 0, 1571, 547, 208, 1131, 0, 203, 111, 138, 14, 420, 3, 190, 7, 1069, 112.488304469883, 4.75740018904209, 1943.73907723725, 9194.85936537087, 6154.96974457652, 640.542625452877, 208.053908267319, 0, 0, 2254.67738959283, 1103.89774386495, 191.834107622802, 411.580816354752, 0, 714.949228409529, 47.137501873076, 45.9855018272996, 1.03770004123449, 1702.57326765418, 28.1421011182666, 500.885119903385, 33.975901350081, 862.423234269619, 
5, 31, SoftwoodRelease, 1096, 4208, 0, 11134.9624424636, 0, 3, 1033, 566, 1096, 13, 458, 0, 0, 559, 239, 0, 0, 0, 0, 46, 73, 1, 99, 0, 22, 0, 0, 0, 1.53900006115437, 734.175029173493, 4272.54676977575, 4079.30056209684, 18.8649007496238, 90.9684036147594, 0, 0, 1015.62034035712, 487.369819366336, 0, 0, 0, 0, 18.8712007498741, 42.1137016734481, 0.00990000039339066, 304.780512110889, 0, 68.8023027339578, 0, 0, 
5, 31, PlantationConversion, 1031, 4266, 0, 8175.91082488149, 70, 1, 357, 398, 345, 0, 32, 0, 0, 147, 16, 2040, 345, 0, 7, 8, 125, 0, 75, 0, 0, 0, 300, 26.5185010537505, 0.702900027930736, 357.360314200223, 2515.2336999464, 1562.61246209264, 0, 18.0414007169008, 0, 0, 570.697222677469, 33.9138013476133, 2414.56149594605, 87.7158034855127, 0, 58.7781023356319, 7.88490031331778, 36.6975014582276, 0, 321.153312761486, 0, 0, 0, 164.03940651834, 
5, 31, GroupSelection, 817, 4737, 0, 11089.2073406455, 275, 6, 829, 811, 818, 1, 144, 0, 0, 523, 152, 87, 461, 7, 44, 50, 52, 9, 224, 1, 12, 2, 229, 112.610704474747, 2.12220008432865, 701.225127864182, 4125.04216391444, 2752.95340939254, 0.344700013697147, 79.971303177774, 0, 0, 918.833436511159, 391.221915545762, 98.0640038967132, 413.512216431498, 1.01880004048347, 353.662214053273, 30.2958012038469, 19.6605007812381, 0.0765000030398369, 858.610834118128, 14.0598005586863, 49.463101965487, 9.63900038301945, 156.819606231451, 
5, 31, GroupSelectionBeechUnderstory, 1062, 5759, 0, 14354.4902703962, 2, 0, 274, 1914, 1060, 6, 196, 0, 0, 2168, 91, 0, 3, 0, 2, 0, 0, 0, 23, 0, 2, 0, 18, 0.450900017917156, 0, 281.917811202407, 7366.17539270551, 3075.13272219479, 24.9111009898782, 39.2823015609384, 0, 0, 3296.58043099433, 155.34990617305, 0, 2.94030011683702, 0, 5.0958002024889, 0, 0, 0, 95.7483038046956, 0, 4.64760018467903, 0, 6.25770024865866, 
5, 31, OakShelterWood, 286, 1194, 461, 2554.53490150809, 9, 0, 311, 114, 110, 96, 19, 0, 0, 209, 55, 0, 12, 0, 73, 33, 1, 1, 40, 37, 424, 1, 110, 1.54710006147623, 0, 215.339408556819, 675.414926838577, 233.887509293854, 284.289311296642, 6.69600026607513, 0, 0, 203.639408091903, 87.6726034837961, 0, 1.53270006090403, 0, 163.704606505036, 10.733400426507, 1.13760004520416, 0.00630000025033951, 235.107009342313, 45.2448017978668, 353.387714042365, 4.81950019150972, 30.3750012069941, 
5, 31, NHWShelterwood, 392, 379, 1737, 1879.17847467184, 6, 1, 77, 839, 407, 4, 19, 0, 0, 464, 141, 0, 12, 0, 11, 6, 15, 6, 24, 0, 19, 4, 61, 1.34190005332232, 0.522900020778179, 35.2854014021158, 739.763129395545, 272.711710836589, 0.686700027287006, 8.28540032923222, 0, 0, 137.877305478751, 490.084219474196, 0, 1.24110004931688, 0, 28.2168011212349, 2.18970008701086, 5.27850020974875, 0.0414000016450882, 125.748904996812, 0, 11.9187004736066, 3.85470015317202, 14.1300005614757, 
5, 31, NHWSingleTreeSelection, 205, 0, 1139, 648.536425770521, 442, 0, 23, 50, 405, 4, 114, 0, 0, 0, 9, 0, 75, 0, 2, 0, 3, 0, 5, 0, 0, 0, 7, 113.915704526603, 0, 4.222800167799, 86.8806034523249, 350.940613945126, 6.5421002599597, 2.09430008322001, 0, 0, 0, 7.71660030663013, 0, 68.1471027079224, 0, 4.19040016651154, 0, 0.332100013196468, 0, 2.82600011229515, 0, 0, 0, 0.728100028932095, 
5, 62, ClearCutSmall, 1691, 10568, 0, 25619.0554180098, 106, 15, 1280, 2372, 1434, 318, 191, 0, 0, 1676, 1036, 98, 152, 3, 70, 26, 147, 31, 201, 17, 568, 9, 818, 34.104601355195, 5.22540020763874, 770.904930633008, 11011.4734375566, 3561.1453415072, 1384.4853550145, 119.549704750478, 0, 0, 2859.56111362875, 2469.78009814024, 86.2695034280419, 40.858201623559, 4.1913001665473, 319.386612691283, 15.8814006310701, 44.1954017561674, 0.830700033009052, 1005.74643996477, 49.8447019806504, 1491.93275928408, 43.5807017317414, 300.107711925209, 
5, 62, PlantationConversion, 284, 1366, 0, 3023.75532015324, 69, 2, 186, 143, 188, 0, 35, 0, 0, 61, 29, 302, 155, 3, 15, 4, 40, 5, 36, 0, 2, 0, 91, 30.7323012211919, 1.83240007281303, 154.879206154346, 951.522337810099, 737.604929309785, 0, 24.5295009747148, 0, 0, 115.016404570341, 96.4566038328409, 427.95541700542, 124.298104939163, 0.421200016736984, 90.7722036069632, 0.0072000002861023, 16.644600661397, 0.0468000018596649, 154.188006126881, 0, 12.0483004787564, 0, 84.7998033696413, 
5, 62, SoftwoodRelease, 404, 741, 0, 149.312705933154, 0, 0, 0, 0, 191, 0, 550, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 62.989202502966, 0, 86.3235034301877, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
5, 62, GroupSelection, 239, 1282, 0, 2936.20871667445, 94, 8, 189, 205, 249, 0, 62, 0, 0, 127, 23, 22, 186, 5, 4, 1, 7, 2, 56, 0, 0, 0, 42, 71.7147028496861, 4.88610019415617, 196.361107802689, 1116.52744436681, 746.269229654074, 0, 27.2502010828257, 0, 0, 143.599505706131, 64.0719025459886, 46.4769018468261, 271.870210803151, 4.47210017770529, 36.2007014384866, 0.00180000007152557, 1.0134000402689, 0.0198000007867813, 182.142007237673, 0, 0, 0, 23.3316009271145, 
5, 62, GroupSelectionBeechUnderstory, 320, 1750, 0, 4442.08337651253, 0, 0, 141, 437, 431, 0, 12, 0, 0, 684, 26, 0, 9, 0, 0, 0, 0, 0, 4, 0, 0, 0, 6, 0, 0, 224.536508922279, 1385.84705506861, 1714.87446814299, 0, 0.42300001680851, 0, 0, 1035.40414114326, 45.680401815176, 0, 11.5740004599094, 0, 0, 0, 0, 0, 20.901600830555, 0, 0, 0, 2.84220011293888, 
5, 62, OakShelterWood, 248, 957, 407, 2149.38098540872, 9, 0, 205, 163, 108, 75, 3, 0, 0, 212, 77, 0, 2, 6, 3, 0, 0, 1, 0, 19, 388, 0, 93, 1.81980007231236, 0, 114.103804534078, 841.626933443248, 162.641706462801, 184.752007341385, 0.0162000006437302, 0, 0, 298.081811844707, 177.797707065046, 0, 0.177300007045269, 9.62190038233996, 8.551800339818, 0, 0, 0.00810000032186508, 0, 2.7981001111865, 319.842012709379, 0, 27.5418010944128, 
5, 62, NHWShelterwood, 236, 175, 1061, 1074.42094269365, 1, 1, 28, 527, 252, 1, 24, 0, 0, 279, 76, 0, 5, 0, 2, 0, 6, 1, 7, 0, 2, 0, 24, 0.264600010514259, 0.517500020563602, 12.6702005034685, 496.690219736695, 156.779106229842, 0.452700017988682, 22.396500889957, 0, 0, 70.9371028187871, 283.702511273324, 0, 2.75130010932684, 0, 4.49280017852783, 0, 2.77380011022091, 0.00990000039339066, 4.49100017845631, 0, 1.26540005028248, 0, 14.2263005653024, 
5, 85, ClearCutSmall, 178, 1183, 0, 2687.12740677685, 1, 0, 213, 153, 107, 70, 12, 0, 0, 80, 79, 0, 18, 0, 84, 28, 16, 4, 39, 1, 196, 0, 82, 0.536400021314621, 0, 145.257305772007, 739.144829370976, 196.349407802224, 177.8796070683, 14.8266005891562, 0, 0, 83.0151032987237, 156.637806224227, 0, 2.20500008761883, 0, 191.45430760771, 10.2186004060507, 5.2722002094984, 0.0396000015735626, 206.198108193576, 13.9905005559325, 725.713228837251, 0, 18.3888007307053, 
5, 85, SoftwoodRelease, 120, 460, 0, 1276.26755071431, 0, 2, 157, 34, 121, 0, 7, 0, 0, 81, 24, 0, 0, 0, 0, 0, 3, 0, 24, 0, 7, 0, 0, 0, 1.06020004212856, 162.547206459045, 166.387506611645, 643.021225551367, 0, 0.591300023496151, 0, 0, 137.770205474496, 30.3021012040973, 0, 0, 0, 0, 0, 3.26160012960434, 0, 91.9521036538482, 0, 39.3741015645862, 0, 0, 
5, 85, PlantationConversion, 94, 425, 0, 696.354327670634, 31, 0, 77, 19, 24, 0, 1, 0, 0, 3, 3, 107, 122, 0, 0, 0, 0, 0, 20, 0, 0, 0, 18, 37.8225015029311, 0, 128.003405086398, 154.473306138217, 134.550905346572, 0, 0.391500015556812, 0, 0, 2.06910008221865, 1.66860006630421, 167.47830665499, 31.7745012626052, 0, 0, 0, 0, 0, 33.1362013167143, 0, 0, 0, 4.98600019812584, 
5, 85, GroupSelection, 11, 49, 0, 207.214208233952, 0, 0, 3, 16, 5, 0, 1, 0, 0, 17, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 1.11510004431009, 141.827405635715, 25.1496009993553, 0, 0.0693000027537346, 0, 0, 17.441100693047, 11.9862004762888, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.62550038248301, 0, 0, 
5, 85, GroupSelectionBeechUnderstory, 12, 69, 0, 168.630306700766, 0, 0, 4, 17, 11, 0, 0, 0, 0, 32, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 2.68020010650158, 78.6294031244516, 48.514501927793, 0, 0, 0, 0, 36.9252014672756, 0, 0, 0, 0, 0, 0, 0, 0, 1.88100007474422, 0, 0, 0, 0, 
5, 85, OakShelterWood, 25, 105, 57, 196.40970780462, 0, 0, 9, 31, 21, 5, 1, 0, 0, 12, 23, 0, 0, 0, 3, 0, 0, 0, 0, 0, 57, 0, 0, 0, 0, 6.43500025570393, 74.1339029458165, 21.5658008569479, 3.02850012034178, 2.55510010153055, 0, 0, 5.13630020409822, 32.8401013049483, 0, 0, 0, 7.51230029851198, 0, 0, 0, 0, 0, 43.202701716721, 0, 0, 
5, 85, NHWShelterwood, 29, 8, 108, 133.423205301762, 0, 0, 0, 53, 7, 0, 0, 0, 0, 48, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 92.5065036758781, 8.07210032075644, 0, 0, 0, 0, 8.87220035254955, 23.9724009525776, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
5, 85, NHWSingleTreeSelection, 4, 0, 10, 23.2137009224296, 0, 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 20.1051007989049, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.10860012352467, 0, 0, 
5, 89, ClearCutSmall, 89, 385, 0, 1528.64736074299, 0, 0, 15, 145, 41, 0, 1, 0, 0, 122, 48, 0, 0, 0, 2, 0, 0, 0, 0, 0, 11, 0, 0, 0, 0, 8.18730032533407, 1006.94164001226, 165.723306585252, 0, 0.0693000027537346, 0, 0, 140.751005592942, 153.920706116259, 0, 0, 0, 4.49280017852783, 0, 0, 0, 0, 0, 48.5613019296527, 0, 0, 
5, 89, SoftwoodRelease, 117, 536, 0, 1338.7086531955, 0, 3, 139, 65, 136, 1, 40, 0, 0, 52, 39, 0, 0, 0, 0, 5, 21, 4, 12, 0, 19, 0, 0, 0, 1.57050006240606, 99.4545039519667, 410.640316317379, 489.45691944927, 0.433800017237663, 19.2402007645369, 0, 0, 107.359204266071, 83.860203332305, 0, 0, 0, 0, 5.24250020831823, 13.2219005253911, 0.0396000015735626, 37.6776014971733, 0, 70.5114028018713, 0, 0, 
5, 89, PlantationConversion, 82, 395, 0, 858.660334120095, 10, 0, 47, 59, 30, 0, 3, 0, 0, 14, 5, 145, 19, 0, 5, 2, 20, 0, 4, 0, 0, 0, 32, 2.33550009280443, 0, 30.1347011974454, 450.511217901707, 126.31860501945, 0, 0.127800005078316, 0, 0, 59.426102361381, 7.26840028882027, 99.3042039459944, 2.7378001087904, 0, 31.9842012709379, 0.00360000014305115, 7.38180029332638, 0, 9.28440036892891, 0, 0, 0, 31.8420012652874, 
5, 89, GroupSelection, 56, 265, 0, 941.468437410593, 1, 0, 15, 99, 45, 2, 6, 0, 0, 62, 8, 0, 2, 0, 0, 0, 4, 1, 8, 0, 5, 0, 7, 0.133200005292892, 0, 6.3315002515912, 588.144623370767, 114.883204565048, 0.889200035333633, 6.78060026943684, 0, 0, 99.631803959012, 37.1646014767885, 0, 0.293400011658668, 0, 0, 0, 0.755100030004978, 0.00990000039339066, 51.4467020443082, 0, 33.0264013123512, 0, 1.97820007860661, 
5, 89, GroupSelectionBeechUnderstory, 54, 257, 0, 847.533633677959, 0, 0, 4, 100, 41, 1, 2, 0, 0, 100, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 3.41460013568401, 530.328621073365, 146.9961058411, 0.433800017237663, 3.34890013307333, 0, 0, 127.40400506258, 12.5496004986763, 0, 0, 0, 0, 0, 0, 0, 0, 0, 23.0580009162426, 0, 0, 
5, 89, OakShelterWood, 18, 84, 47, 132.244205254912, 0, 0, 7, 24, 18, 2, 0, 0, 0, 11, 20, 0, 0, 0, 2, 0, 0, 0, 0, 0, 47, 0, 0, 0, 0, 4.5396001803875, 42.4422016865015, 16.3116006481647, 0.887400035262108, 0, 0, 0, 4.54410018056631, 21.1572008407116, 0, 0, 0, 4.30380017101765, 0, 0, 0, 0, 0, 38.058301512301, 0, 0, 
5, 89, NHWShelterwood, 72, 32, 287, 330.101113117039, 0, 0, 6, 135, 28, 0, 3, 0, 0, 121, 23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 2.23020008862019, 219.904208738208, 22.3119008865953, 0, 0.985500039160252, 0, 0, 25.5159010139108, 56.8089022573829, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.34450009316206, 0, 0, 
5, 63, ClearCutSmall, 445, 2731, 0, 6819.84207099617, 24, 2, 326, 625, 400, 64, 71, 0, 0, 354, 328, 3, 57, 0, 79, 28, 53, 6, 118, 0, 69, 6, 118, 7.95510031610727, 1.0350000411272, 196.525807809234, 2851.95431332648, 1064.32024229229, 260.023510332406, 50.1246019917727, 0, 0, 471.295818727612, 779.676330981553, 0.735300029218197, 7.61310030251741, 0, 238.906809493303, 9.86850039213896, 15.6681006225943, 0.0594000023603439, 568.971922608912, 0, 201.620708011687, 28.9512011504173, 64.5363025644422, 
5, 63, PlantationConversion, 75, 361, 0, 798.09663171351, 4, 0, 37, 59, 37, 0, 10, 0, 0, 18, 8, 119, 11, 0, 3, 2, 21, 1, 9, 0, 0, 0, 22, 1.63800006508827, 0, 24.9903009930253, 322.776012825966, 148.144505886734, 0, 4.60710018306971, 0, 0, 63.3681025180221, 22.4640008926392, 119.224804737568, 1.32120005249977, 0, 21.2301008436084, 0.931500037014484, 5.2893002101779, 0.00990000039339066, 53.1423021116853, 0, 0, 0, 8.95950035601854, 
5, 63, SoftwoodRelease, 210, 406, 0, 306.589512182772, 0, 0, 0, 2, 136, 0, 268, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.28080001115799, 246.868209809661, 0, 59.4405023619533, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
5, 63, GroupSelection, 61, 297, 0, 1043.77234147579, 0, 0, 16, 128, 63, 0, 3, 0, 0, 73, 11, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 6.12810024350882, 704.349027988315, 188.841607503891, 0, 0.753300029933453, 0, 0, 97.6041038784385, 28.3527011266351, 0, 0, 0, 0, 0, 0, 0, 17.7435007050633, 0, 0, 0, 0, 
