Time,InitRow,InitColumn,TotalSites,DamagedSites,CohortsKilled,MeanSeverity,
5, 20, 992, 91, 91, 10, 3, 
5, 23, 894, 119, 119, 29, 3, 
5, 65, 940, 2, 0, 0, 0, 
5, 97, 917, 35, 32, 7, 3, 
5, 170, 912, 39, 39, 3, 2, 
5, 234, 879, 33, 33, 9, 3, 
5, 241, 1224, 94, 94, 80, 2.98, 
5, 276, 992, 26, 26, 35, 1.73, 
5, 308, 1043, 96, 96, 364, 4, 
5, 312, 985, 28, 0, 0, 0, 
5, 328, 1160, 6, 6, 2, 2, 
5, 364, 1001, 2, 0, 0, 0, 
5, 378, 1050, 23, 19, 15, 3, 
5, 395, 1054, 7, 7, 50, 5, 
5, 401, 1368, 12, 0, 0, 0, 
5, 415, 1289, 5, 5, 6, 3, 
5, 418, 1385, 13, 10, 4, 1, 
5, 434, 935, 28, 26, 3, 2, 
5, 467, 1094, 9, 6, 3, 2, 
5, 473, 1051, 12, 9, 1, 1, 
5, 482, 737, 25, 0, 0, 0, 
5, 483, 1338, 83, 83, 26, 3, 
5, 484, 1001, 4, 0, 0, 0, 
5, 491, 1011, 58, 58, 145, 3, 
5, 495, 894, 87, 85, 71, 3, 
5, 500, 590, 16, 8, 2, 2, 
5, 514, 1135, 112, 86, 15, 2.86, 
5, 521, 494, 55, 1, 4, 4, 
5, 524, 1369, 68, 68, 21, 1, 
5, 525, 777, 5, 3, 2, 3, 
5, 527, 756, 49, 49, 11, 1.73, 
5, 546, 917, 30, 17, 1, 1, 
5, 547, 1165, 124, 102, 21, 1.44, 
5, 555, 577, 120, 118, 10, 1, 
5, 566, 1365, 77, 77, 15, 2.7, 
5, 572, 1413, 100, 98, 127, 3, 
5, 588, 647, 224, 224, 998, 5, 
5, 590, 824, 78, 76, 69, 3, 
5, 590, 875, 156, 99, 8, 2.56, 
5, 596, 686, 2, 0, 0, 0, 
5, 609, 925, 12, 11, 6, 1, 
5, 637, 759, 25, 0, 0, 0, 
5, 642, 721, 151, 151, 623, 4, 
5, 644, 601, 5, 0, 0, 0, 
5, 654, 712, 203, 202, 112, 2.96, 
5, 657, 1302, 59, 55, 11, 1.69, 
5, 672, 861, 19, 0, 0, 0, 
5, 679, 1237, 132, 132, 515, 4, 
5, 682, 821, 111, 110, 32, 2.84, 
5, 687, 1165, 38, 25, 2, 2, 
5, 691, 1041, 51, 51, 29, 1, 
5, 731, 1162, 68, 68, 72, 3, 
5, 736, 1261, 35, 35, 28, 2, 
5, 740, 445, 16, 16, 27, 3, 
5, 743, 862, 130, 112, 46, 2.88, 
5, 749, 811, 202, 197, 54, 3, 
5, 765, 1011, 44, 26, 3, 1.23, 
5, 774, 861, 32, 28, 3, 2, 
5, 777, 842, 106, 78, 2, 1, 
5, 784, 667, 48, 48, 68, 2.98, 
5, 788, 589, 6, 5, 3, 3, 
5, 795, 802, 4, 4, 7, 2.5, 
5, 805, 866, 17, 17, 47, 4, 
5, 818, 1288, 43, 0, 0, 0, 
5, 825, 974, 26, 26, 84, 4, 
5, 863, 1360, 67, 63, 10, 1.84, 
5, 871, 748, 37, 32, 39, 3, 
5, 876, 1067, 3, 0, 0, 0, 
5, 882, 869, 3, 0, 0, 0, 
5, 882, 1257, 103, 103, 604, 4.99, 
5, 884, 942, 60, 60, 103, 2.97, 
5, 914, 959, 29, 29, 46, 3, 
5, 916, 772, 24, 22, 15, 1.73, 
5, 917, 527, 29, 28, 19, 2, 
5, 920, 1297, 13, 13, 19, 2.85, 
5, 927, 1111, 124, 122, 18, 1.92, 
5, 935, 1333, 19, 14, 3, 1, 
5, 944, 1344, 10, 5, 3, 2, 
5, 952, 1004, 48, 48, 18, 2.92, 
5, 953, 1087, 46, 32, 5, 1, 
5, 967, 968, 40, 40, 13, 2, 
5, 979, 1167, 7, 7, 13, 2.71, 
5, 981, 737, 35, 0, 0, 0, 
5, 987, 1365, 2, 0, 0, 0, 
5, 989, 1031, 13, 0, 0, 0, 
5, 992, 557, 42, 12, 4, 2, 
5, 993, 1234, 61, 53, 26, 2, 
5, 996, 992, 4, 0, 0, 0, 
5, 997, 1205, 2, 2, 10, 4, 
5, 1003, 582, 74, 73, 63, 3, 
5, 1015, 897, 46, 41, 31, 3, 
5, 1019, 610, 43, 42, 31, 3, 
5, 1040, 1316, 182, 182, 129, 3, 
5, 1041, 754, 32, 21, 4, 1, 
5, 1054, 1138, 44, 31, 7, 2, 
5, 1055, 1070, 82, 78, 11, 2, 
5, 1078, 721, 60, 58, 19, 3, 
5, 1079, 1374, 112, 111, 91, 2.98, 
5, 1090, 943, 3, 1, 1, 3, 
5, 1097, 919, 18, 15, 3, 2, 
5, 1100, 1019, 50, 50, 15, 2, 
5, 1108, 1208, 94, 93, 60, 2.98, 
5, 1114, 884, 24, 24, 29, 3, 
5, 1126, 1066, 6, 5, 12, 2.8, 
5, 1132, 901, 2, 0, 0, 0, 
5, 1144, 921, 29, 18, 2, 1, 
5, 1159, 1166, 108, 107, 68, 2.98, 
5, 1169, 896, 2, 2, 2, 3, 
5, 1171, 1072, 14, 0, 0, 0, 
5, 1173, 989, 3, 2, 2, 3, 
5, 1179, 930, 72, 11, 1, 1, 
5, 1189, 1115, 110, 103, 39, 3, 
5, 1191, 971, 82, 77, 21, 2, 
5, 1207, 1220, 76, 70, 16, 3, 
5, 1221, 902, 95, 94, 13, 2, 
5, 1244, 1181, 12, 3, 1, 1, 
5, 1246, 804, 24, 21, 7, 2, 
5, 1252, 1237, 7, 7, 6, 1.71, 
5, 1255, 728, 6, 2, 2, 3, 
5, 1255, 1250, 104, 0, 0, 0, 
5, 1263, 926, 86, 73, 14, 3, 
5, 1267, 739, 22, 21, 33, 3, 
5, 1276, 1215, 24, 24, 15, 2, 
5, 1280, 561, 74, 0, 0, 0, 
5, 1294, 1106, 83, 81, 14, 1.53, 
5, 1300, 908, 36, 32, 9, 1.75, 
5, 1313, 693, 5, 5, 35, 5, 
5, 1317, 1159, 100, 86, 38, 3, 
5, 1332, 630, 35, 35, 27, 3, 
5, 1343, 1143, 76, 76, 279, 4, 
5, 1344, 754, 11, 0, 0, 0, 
5, 1350, 1055, 4, 0, 0, 0, 
5, 1379, 1130, 53, 53, 85, 3, 
5, 1383, 921, 73, 73, 31, 3, 
5, 1388, 565, 3, 3, 2, 1, 
5, 1389, 1268, 25, 18, 1, 2, 
5, 1395, 909, 13, 13, 9, 3, 
5, 1397, 1170, 2, 2, 2, 2, 
5, 1406, 876, 70, 69, 27, 1.67, 
5, 1407, 1533, 2, 0, 0, 0, 
5, 1408, 1300, 24, 24, 22, 2.92, 
5, 1409, 1411, 3, 3, 4, 2.67, 
5, 1410, 1185, 2, 0, 0, 0, 
5, 1433, 1132, 102, 100, 199, 2.98, 
5, 1434, 1237, 101, 99, 12, 1, 
5, 1444, 1402, 259, 257, 108, 2, 
5, 1446, 718, 38, 0, 0, 0, 
5, 1457, 794, 19, 1, 2, 1, 
5, 1464, 769, 50, 31, 7, 3, 
5, 1475, 1415, 190, 0, 0, 0, 
5, 1486, 1125, 7, 7, 7, 2.71, 
5, 1506, 1312, 4, 0, 0, 0, 
5, 1514, 1075, 22, 19, 6, 3, 
5, 1525, 717, 16, 16, 20, 3, 
5, 1551, 1596, 99, 97, 22, 1, 
5, 1557, 1198, 136, 136, 651, 4, 
5, 1561, 763, 111, 105, 46, 2, 
5, 1564, 902, 16, 16, 6, 2, 
5, 1568, 1083, 132, 132, 634, 5, 
5, 1571, 1272, 26, 26, 9, 2, 
5, 1572, 1145, 38, 0, 0, 0, 
5, 1575, 1689, 28, 25, 1, 2, 
5, 1581, 1213, 3, 3, 4, 3, 
5, 1582, 1012, 62, 62, 87, 2.95, 
5, 1585, 1268, 33, 26, 6, 3, 
5, 1586, 712, 116, 12, 7, 3, 
5, 1591, 813, 20, 0, 0, 0, 
5, 1610, 829, 59, 12, 2, 1, 
5, 1616, 1663, 5, 5, 28, 5, 
5, 1619, 841, 229, 229, 51, 2.96, 
5, 1659, 900, 46, 46, 15, 2, 
5, 1672, 1470, 82, 0, 0, 0, 
5, 1689, 959, 31, 0, 0, 0, 
5, 1727, 1239, 2, 0, 0, 0, 
5, 1743, 892, 2, 2, 1, 3, 
5, 1750, 826, 26, 26, 33, 3, 
5, 1786, 958, 8, 8, 30, 4, 
5, 1799, 1089, 2, 0, 0, 0, 
5, 1809, 879, 79, 79, 345, 4.99, 
5, 1880, 941, 195, 112, 433, 4, 
5, 1920, 862, 44, 44, 54, 2.89, 
5, 1929, 964, 33, 30, 6, 1, 
5, 1939, 1139, 8, 8, 5, 1.25, 
5, 1950, 1050, 69, 53, 3, 1, 
5, 1958, 1476, 2, 0, 0, 0, 
5, 1961, 924, 10, 3, 1, 3, 
5, 1963, 1225, 23, 10, 3, 2.4, 
5, 1968, 941, 61, 61, 73, 3, 
5, 1981, 1410, 27, 18, 4, 3, 
5, 1986, 1175, 102, 100, 31, 3, 
5, 1990, 1222, 44, 42, 14, 2, 
5, 1993, 1273, 2, 0, 0, 0, 
5, 2006, 1029, 71, 69, 17, 2.25, 
5, 2007, 1085, 10, 10, 2, 3, 
5, 2014, 1341, 244, 244, 66, 2, 
5, 2041, 1140, 69, 65, 62, 3, 
5, 2050, 1437, 18, 14, 7, 2.5, 
5, 2060, 1313, 7, 7, 7, 3, 
5, 2060, 1344, 62, 59, 18, 1.95, 
5, 2100, 1238, 66, 47, 13, 2, 
5, 2672, 1043, 116, 112, 61, 3, 
5, 2693, 1051, 116, 116, 722, 5, 
5, 2720, 983, 38, 38, 22, 3, 
5, 2783, 1114, 13, 13, 7, 3, 
5, 2792, 963, 31, 30, 2, 2, 
5, 2806, 1205, 166, 136, 44, 2, 
5, 2828, 851, 147, 146, 113, 3, 
5, 2855, 966, 59, 0, 0, 0, 
5, 2856, 986, 96, 96, 83, 3, 
5, 2867, 917, 106, 0, 0, 0, 
5, 2878, 891, 25, 23, 13, 3, 
5, 2892, 1305, 23, 17, 7, 1.59, 
5, 2908, 1302, 179, 175, 31, 1.99, 
5, 2916, 971, 56, 56, 59, 2.98, 
5, 2938, 1493, 91, 90, 29, 2, 
5, 2972, 1508, 37, 37, 32, 3, 
5, 2985, 780, 108, 108, 24, 2, 
5, 2985, 1030, 50, 44, 2, 2, 
5, 2985, 1179, 142, 141, 35, 2, 
5, 2991, 1053, 13, 12, 10, 1.67, 
5, 2998, 1461, 7, 7, 10, 3, 
5, 3014, 1268, 22, 0, 0, 0, 
5, 3015, 884, 22, 22, 20, 3, 
5, 3026, 731, 58, 0, 0, 0, 
5, 3029, 1274, 18, 18, 14, 3, 
5, 3034, 1382, 188, 188, 1099, 5, 
5, 3044, 897, 64, 63, 20, 2, 
5, 3045, 1024, 90, 90, 110, 3, 
5, 3063, 1286, 81, 81, 10, 1, 
5, 3070, 1154, 7, 7, 9, 3, 
5, 3073, 1476, 29, 29, 31, 3, 
5, 3089, 958, 94, 0, 0, 0, 
5, 3094, 1174, 74, 74, 18, 2, 
5, 3098, 985, 24, 24, 11, 3, 
5, 3117, 1309, 2, 2, 8, 5, 
5, 3119, 1482, 44, 43, 18, 3, 
5, 3124, 1003, 69, 63, 26, 3, 
5, 3146, 1237, 4, 4, 5, 3, 
5, 3166, 971, 85, 82, 25, 3, 
5, 3181, 914, 88, 0, 0, 0, 
5, 3185, 1058, 48, 18, 1, 2, 
5, 3188, 1292, 57, 0, 0, 0, 
5, 3193, 1246, 110, 103, 20, 2, 
5, 3195, 1106, 30, 0, 0, 0, 
5, 3209, 752, 48, 48, 44, 2.79, 
5, 3219, 734, 14, 0, 0, 0, 
5, 3231, 1006, 24, 24, 109, 4, 
5, 3242, 509, 32, 30, 4, 2, 
5, 3244, 1158, 30, 18, 2, 2, 
5, 3267, 1206, 43, 43, 42, 3, 
